gene,kNN_max_score,nearest_fda_target,FDA_drugs_targeting_nearest_gene,is_fda_target,n_downstream_z3,culture_condition
UBE2D3,0.1563329547643661,IFNGR1,INTERFERON GAMMA-1B,False,87,Stim8hr
TUBA1A,0.156316727399826,BRD4,PELABRESIB,True,16,Stim8hr
SNX9,0.1563123613595962,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,42,Stim8hr
PSME3,0.1563024967908859,FLT1,AXITINIB; CEDIRANIB; FRUQUINTINIB; LENVATINIB; LENVATINIB MESYLATE; NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB; SORAFENIB; SORAFENIB TOSYLATE; SUNITINIB; SUNITINIB MALATE; SURUFATINIB; TIVOZANIB; TIVOZANIB HYDROCHLORIDE; VANDETANIB,False,57,Stim8hr
CNOT2,0.1562870293855667,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,87,Stim8hr
LEMD2,0.1562727391719818,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,19,Stim8hr
ZSCAN32,0.1561893671751022,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,20,Stim8hr
ACBD6,0.1561813652515411,BRD4,PELABRESIB,False,48,Stim8hr
PNPLA2,0.1561564654111862,PRKCA,MIDOSTAURIN,False,22,Stim8hr
MOB1B,0.1561128199100494,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,94,Stim8hr
RGS19,0.1560946106910705,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,30,Stim8hr
DVL2,0.1560920923948288,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,11,Stim8hr
ZNF274,0.1560894101858139,IL17RA,BRODALUMAB,False,164,Stim8hr
FAM43A,0.1560807973146438,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim8hr
TMEM203,0.1560684591531753,CD2,ALEFACEPT,False,27,Stim8hr
SMARCAL1,0.1560432016849517,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,69,Stim8hr
DARS2,0.1560357958078384,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,11,Stim8hr
GNA13,0.1560270488262176,NDUFB5,METFORMIN; METFORMIN HYDROCHLORIDE,False,70,Stim8hr
SGSM3,0.1560222655534744,AHR,TAPINAROF,False,21,Stim8hr
ZNF430,0.1559324264526367,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,31,Stim8hr
DPY19L4,0.1558089852333068,CCR4,MOGAMULIZUMAB,False,53,Stim8hr
PTGIR,0.1558015644550323,CCR4,MOGAMULIZUMAB,True,31,Stim8hr
CDC42EP3,0.1557579934597015,BRD4,PELABRESIB,False,39,Stim8hr
FUT11,0.1557371467351913,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,40,Stim8hr
ISOC1,0.1557157635688781,NDUFA10,METFORMIN; METFORMIN HYDROCHLORIDE,False,12,Stim8hr
SPATA20,0.1557034403085708,CCR5,MARAVIROC,False,36,Stim8hr
CCDC88C,0.1557010859251022,CD79B,POLATUZUMAB VEDOTIN,False,27,Stim8hr
RASA1,0.1556660681962967,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,19,Stim8hr
STOML2,0.1556417942047119,GSK3B,LITHIUM CARBONATE; LITHIUM CITRATE,False,46,Stim8hr
NXT1,0.155637115240097,PRKCA,MIDOSTAURIN,False,62,Stim8hr
MT1X,0.1556318700313568,AHR,TAPINAROF,False,21,Stim8hr
ZNF792,0.15562804043293,PRKCA,MIDOSTAURIN,False,23,Stim8hr
TPD52,0.155597522854805,CRBN,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,181,Stim8hr
CHST14,0.1555785834789276,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,21,Stim8hr
SLC25A37,0.1555442959070205,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,36,Stim8hr
SIRT5,0.1555099487304687,SLAMF7,ELOTUZUMAB,False,21,Stim8hr
THUMPD2,0.1554863005876541,PNP,FORODESINE HYDROCHLORIDE,False,27,Stim8hr
CCNL2,0.1554754078388214,ITGB2,EFALIZUMAB; LIFITEGRAST,False,16,Stim8hr
GET1,0.1554199159145355,CD2,ALEFACEPT,False,201,Stim8hr
PEX13,0.1554198861122131,PRKCA,MIDOSTAURIN,False,20,Stim8hr
FBXW9,0.1553999781608581,CRBN,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,39,Stim8hr
UPF3A,0.1553776711225509,CD2,ALEFACEPT,False,57,Stim8hr
PIN4,0.1553754210472107,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,28,Stim8hr
CARS2,0.1553674340248108,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,70,Stim8hr
RHOT1,0.1553397476673126,PRKAB2,ACADESINE,False,27,Stim8hr
CXCR4,0.1553327739238739,AHR,TAPINAROF,True,19,Stim8hr
DNAJC1,0.155326634645462,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,38,Stim8hr
RABAC1,0.1553039848804474,CD2,ALEFACEPT,False,37,Stim8hr
ACY1,0.1552509069442749,ITGB2,EFALIZUMAB; LIFITEGRAST,False,24,Stim8hr
CDK5RAP2,0.1552212089300155,AHR,TAPINAROF,False,13,Stim8hr
CNOT10,0.1552159488201141,AHR,TAPINAROF,False,132,Stim8hr
SNF8,0.1552133560180664,CCR4,MOGAMULIZUMAB,False,63,Stim8hr
KDSR,0.1551869958639145,PRKCA,MIDOSTAURIN,False,33,Stim8hr
PABIR1,0.1551735699176788,AHR,TAPINAROF,False,159,Stim8hr
ZNF326,0.1551647186279297,CD2,ALEFACEPT,False,52,Stim8hr
PELI1,0.1551494896411895,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,15,Stim8hr
RALB,0.15513476729393,NDUFB2,METFORMIN; METFORMIN HYDROCHLORIDE,False,19,Stim8hr
TOMM70,0.1550976037979126,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,60,Stim8hr
COMMD9,0.1550197601318359,AHR,TAPINAROF,False,20,Stim8hr
CCAR2,0.1550163328647613,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,77,Stim8hr
KCTD2,0.1549568772315979,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,26,Stim8hr
CCM2,0.1548802554607391,AHR,TAPINAROF,False,41,Stim8hr
AP1AR,0.1548781096935272,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,13,Stim8hr
RWDD1,0.1548721641302108,IL4R,DUPILUMAB,False,36,Stim8hr
C14orf119,0.1548513174057006,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,74,Stim8hr
ILK,0.1548440158367157,PRKCA,MIDOSTAURIN,False,25,Stim8hr
ADD1,0.1548351496458053,NDUFB5,METFORMIN; METFORMIN HYDROCHLORIDE,False,23,Stim8hr
UBE3B,0.1548203825950622,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,24,Stim8hr
NELFE,0.1548128426074981,BRD2,PELABRESIB,False,74,Stim8hr
IL32,0.1548117101192474,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,21,Stim8hr
TOR1AIP2,0.1547565758228302,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,19,Stim8hr
U2SURP,0.1547381281852722,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,73,Stim8hr
DDI2,0.1547340601682663,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,76,Stim8hr
XXYLT1,0.1546967625617981,VEGFA,ABICIPAR PEGOL; AFLIBERCEPT; BEVACIZUMAB; BEVACIZUMAB GAMMA; BROLUCIZUMAB; FARICIMAB; PEGAPTANIB SODIUM; RANIBIZUMAB,False,32,Stim8hr
DENND4C,0.1546296179294586,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,61,Stim8hr
XBP1,0.1546201556921005,ITGB2,EFALIZUMAB; LIFITEGRAST,False,238,Stim8hr
IFT25,0.1546105593442917,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,130,Stim8hr
NECTIN1,0.1546070724725723,MAP2K1,BINIMETINIB; COBIMETINIB; COBIMETINIB FUMARATE; MIRDAMETINIB; SELUMETINIB; SELUMETINIB SULFATE; TRAMETINIB; TRAMETINIB DIMETHYL SULFOXIDE,False,10,Stim8hr
BCL7C,0.1545656621456146,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,51,Stim8hr
TMEM219,0.1545246541500091,CCR4,MOGAMULIZUMAB,False,21,Stim8hr
BLTP1,0.154503121972084,CCR4,MOGAMULIZUMAB,False,17,Stim8hr
POLQ,0.1544771790504455,CACNB1,BEPRIDIL; GABAPENTIN; GABAPENTIN ENACARBIL; PHLOROGLUCINOL; PREGABALIN; SULOCTIDIL; TERODILINE,False,31,Stim8hr
SLAMF1,0.1544636338949203,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,48,Stim8hr
YDJC,0.1544188112020492,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,30,Stim8hr
TOR1A,0.1543777734041214,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,110,Stim8hr
MKRN2,0.1543244272470474,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,19,Stim8hr
NRP2,0.154320552945137,HDAC1,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,28,Stim8hr
DYNC1LI1,0.1543063968420028,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,39,Stim8hr
CNNM4,0.154267817735672,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,18,Stim8hr
C5orf24,0.1542665213346481,PRKCA,MIDOSTAURIN,False,43,Stim8hr
FAM216A,0.1542661786079406,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,42,Stim8hr
NEK4,0.1542624235153198,CD2,ALEFACEPT,False,41,Stim8hr
HAX1,0.1542412787675857,ITGB2,EFALIZUMAB; LIFITEGRAST,False,45,Stim8hr
NBL1,0.1542355865240097,CD79B,POLATUZUMAB VEDOTIN,False,43,Stim8hr
HNRNPH2,0.1541644483804702,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,35,Stim8hr
TXNDC16,0.1541593521833419,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,12,Stim8hr
ZNF589,0.1541361361742019,PSEN1,NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,False,59,Stim8hr
UBE2V1,0.1541310250759124,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,32,Stim8hr
NCLN,0.154125690460205,ITGB2,EFALIZUMAB; LIFITEGRAST,False,38,Stim8hr
TUT7,0.1541136354207992,ITGB2,EFALIZUMAB; LIFITEGRAST,False,45,Stim8hr
SKIC8,0.1540851294994354,BRD2,PELABRESIB,False,810,Stim8hr
OAT,0.1540809124708175,AHR,TAPINAROF,False,9,Stim8hr
RNF121,0.1540512293577194,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,45,Stim8hr
CCDC85C,0.1540277451276779,NDUFA10,METFORMIN; METFORMIN HYDROCHLORIDE,False,13,Stim8hr
TXNDC11,0.1540180891752243,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,33,Stim8hr
POC1A,0.1539952903985977,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,39,Stim8hr
ZNF513,0.1539933979511261,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,13,Stim8hr
SMUG1,0.153967797756195,PNP,FORODESINE HYDROCHLORIDE,False,28,Stim8hr
TTC9,0.1539549380540847,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,54,Stim8hr
MAP3K11,0.1539193987846374,HRH2,BETAZOLE; CIMETIDINE; FAMOTIDINE; LAFUTIDINE; METHANTHELINE; NIZATIDINE; RANITIDINE; RANITIDINE BISMUTH CITRATE; RANITIDINE HYDROCHLORIDE; TOLAZOLINE,False,27,Stim8hr
CRAMP1,0.1539040058851242,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,False,57,Stim8hr
PDIA5,0.1539034098386764,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,12,Stim8hr
SERF2,0.1538496613502502,PRKAB2,ACADESINE,False,54,Stim8hr
ZNF766,0.1537912786006927,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,22,Stim8hr
RNF166,0.1537881791591644,CRBN,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,19,Stim8hr
OSTM1,0.1537877917289734,NDUFV2,METFORMIN; METFORMIN HYDROCHLORIDE,False,27,Stim8hr
CDC42SE2,0.1537220180034637,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,22,Stim8hr
ZNF33A,0.1537054628133773,CD2,ALEFACEPT,False,69,Stim8hr
ARAF,0.1537044644355774,EZH2,TAZEMETOSTAT; TAZEMETOSTAT HYDROBROMIDE,True,30,Stim8hr
HSP90AB1,0.153683066368103,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,68,Stim8hr
C17orf58,0.1536572873592376,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim8hr
B3GNT5,0.1536516547203064,CD2,ALEFACEPT,False,28,Stim8hr
MTUS1,0.1536213457584381,CCR5,MARAVIROC,False,26,Stim8hr
MBD3,0.1536087393760681,HDAC1,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,154,Stim8hr
TRAF1,0.1535625010728836,RARG,ACITRETIN; ADAPALENE; ALITRETINOIN; ETRETINATE; ISOTRETINOIN; PALOVAROTENE; TAZAROTENE; TRETINOIN; TRIFAROTENE,False,23,Stim8hr
IL26,0.1535567343235016,TUBB4B,BELANTAMAB MAFODOTIN; BRENTUXIMAB VEDOTIN; CABAZITAXEL; COLCHICINE; DOCETAXEL; DOCETAXEL ANHYDROUS; ENFORTUMAB VEDOTIN; ERIBULIN; ERIBULIN MESYLATE; GLEMBATUMUMAB VEDOTIN; IXABEPILONE; MIRVETUXIMAB SORAVTANSINE; PACLITAXEL; PACLITAXEL POLIGLUMEX; POLATUZUMAB VEDOTIN; TISOTUMAB VEDOTIN; TRASTUZUMAB EMTANSINE; VINBLASTINE; VINBLASTINE SULFATE; VINCRISTINE; VINCRISTINE SULFATE; VINFLUNINE; VINFLUNINE DITARTRATE; VINORELBINE; VINORELBINE TARTRATE,False,29,Stim8hr
FAM118B,0.1535325646400451,NDUFS5,METFORMIN; METFORMIN HYDROCHLORIDE,False,34,Stim8hr
NT5E,0.1535319089889526,PRKCA,MIDOSTAURIN,False,17,Stim8hr
MTCH1,0.1535045802593231,BRD4,PELABRESIB,False,62,Stim8hr
CGGBP1,0.153472900390625,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,108,Stim8hr
TRAF4,0.1534701287746429,BRD4,PELABRESIB,False,32,Stim8hr
AKAP8L,0.1534445881843567,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,58,Stim8hr
MSI2,0.153423473238945,IFNGR1,INTERFERON GAMMA-1B,False,51,Stim8hr
BBS7,0.1534208506345749,PRKCA,MIDOSTAURIN,False,23,Stim8hr
ANKRD13C-DT,0.1533810645341873,HDAC3,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,17,Stim8hr
YY1AP1,0.1533441990613937,ADA,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE; PENTOSTATIN,False,78,Stim8hr
PDHA1,0.1533270925283432,AHR,TAPINAROF,False,79,Stim8hr
ILVBL,0.1532824486494064,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,46,Stim8hr
STRIP1,0.1532665938138961,NDUFB5,METFORMIN; METFORMIN HYDROCHLORIDE,False,44,Stim8hr
SNX14,0.1532601416110992,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,38,Stim8hr
LTA4H,0.1532488316297531,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,10,Stim8hr
PLCL2,0.1532437354326248,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,33,Stim8hr
SEPTIN7,0.1532239466905594,CCR4,MOGAMULIZUMAB,False,145,Stim8hr
FLT1,0.1532036960124969,CD79B,POLATUZUMAB VEDOTIN,True,38,Stim8hr
ERLEC1,0.1531741321086883,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,18,Stim8hr
EVA1B,0.153156042098999,CD2,ALEFACEPT,False,11,Stim8hr
DNAJC9,0.1531365364789962,CCR4,MOGAMULIZUMAB,False,24,Stim8hr
SSR4,0.1531274318695068,BRD4,PELABRESIB,False,87,Stim8hr
RNF19A,0.1530904024839401,PNP,FORODESINE HYDROCHLORIDE,False,22,Stim8hr
LANCL2,0.15304796397686,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,9,Stim8hr
GPR107,0.1530248820781707,NDUFS2,METFORMIN; METFORMIN HYDROCHLORIDE,False,41,Stim8hr
POGLUT1,0.1529768407344818,CYSLTR1,MONTELUKAST; MONTELUKAST SODIUM; PRANLUKAST; ZAFIRLUKAST,False,27,Stim8hr
HNRNPA2B1,0.1529422402381897,AHR,TAPINAROF,False,322,Stim8hr
URM1,0.1529420614242553,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,356,Stim8hr
ANKS3,0.152921050786972,ADA,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE; PENTOSTATIN,False,85,Stim8hr
PDHX,0.1529157757759094,BRD4,PELABRESIB,False,44,Stim8hr
GOLM2,0.1529097557067871,CCR5,MARAVIROC,False,21,Stim8hr
FHOD1,0.1529075503349304,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,25,Stim8hr
DRAM1,0.1528915762901306,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,40,Stim8hr
INO80C,0.1528736501932144,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,394,Stim8hr
TRIM34,0.1528551131486892,CD3D,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,18,Stim8hr
SLX9,0.1528466045856475,ITGB2,EFALIZUMAB; LIFITEGRAST,False,20,Stim8hr
DAPK3,0.1528299897909164,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,6,Stim8hr
IFI27L2,0.1528243869543075,ITGB2,EFALIZUMAB; LIFITEGRAST,False,24,Stim8hr
GPR155,0.1528130024671554,ITGB2,EFALIZUMAB; LIFITEGRAST,False,19,Stim8hr
RUNX2,0.1527920067310333,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,86,Stim8hr
CDK2,0.1527910232543945,ITGB2,EFALIZUMAB; LIFITEGRAST,False,129,Stim8hr
XRN1,0.1527621001005172,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,373,Stim8hr
NIPA2,0.1527584344148636,PDE7B,DIPYRIDAMOLE; FLAVOXATE; FLAVOXATE HYDROCHLORIDE; PENTOXIFYLLINE,False,32,Stim8hr
ZNF101,0.1527552008628845,ADA,AUTOLOGOUS CD34+ ENRICHED CELL FRACTION THAT CONTAINS CD34+ CELLS TRANSDUCED WITH RETROVIRAL VECTOR THAT ENCODES FOR THE HUMAN ADA CDNA SEQUENCE; PENTOSTATIN,False,87,Stim8hr
ZNF213,0.1527510434389114,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,21,Stim8hr
MEX3C,0.1526760756969452,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,31,Stim8hr
