gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
STAP1,0.25537970662117004,RXRB,False,49,Stim48hr
ARK2N,0.25521641969680786,INSR,False,72,Stim48hr
ERF,0.2551426291465759,ITK,False,48,Stim48hr
HDAC7,0.2549554407596588,CD3E,True,187,Stim48hr
HNRNPAB,0.25491511821746826,ITK,False,65,Stim48hr
GTF3A,0.25490543246269226,NDUFAF3,False,22,Stim48hr
METRNL,0.2548872232437134,RRM2B,False,63,Stim48hr
ERP29,0.2548864781856537,ITK,False,41,Stim48hr
DERL3,0.2548466920852661,THRA,False,30,Stim48hr
RHOG,0.2548406720161438,CD2,False,35,Stim48hr
CXCR3,0.25482118129730225,PRKCQ,False,37,Stim48hr
RMND5B,0.254736065864563,RXRB,False,52,Stim48hr
NFRKB,0.2546713352203369,ITK,False,1368,Stim48hr
CAP1,0.25465479493141174,CD3E,False,145,Stim48hr
NADK,0.254612535238266,RRM2B,False,101,Stim48hr
ZNF836,0.254596471786499,RXRB,False,17,Stim48hr
SNX10,0.25455164909362793,NDUFAF3,False,35,Stim48hr
NAP1L5,0.2544945478439331,NDUFAF3,False,27,Stim48hr
ABCC1,0.2543697655200958,NDUFS8,False,94,Stim48hr
AHCYL1,0.2543630003929138,AHR,False,45,Stim48hr
AP5Z1,0.2543560862541199,CUL4A,False,33,Stim48hr
ATXN2,0.2542935311794281,PRKCA,False,53,Stim48hr
NRROS,0.25426578521728516,ITK,False,29,Stim48hr
GDAP1,0.25425228476524353,CD2,False,145,Stim48hr
NFKB1,0.2541998326778412,INSR,False,137,Stim48hr
MLX,0.2541830539703369,ITK,False,58,Stim48hr
CSDE1,0.25409823656082153,PRKCA,False,454,Stim48hr
CHST14,0.25409409403800964,ITK,False,26,Stim48hr
TBC1D5,0.2540797293186188,CD2,False,70,Stim48hr
SPEN,0.2540566921234131,ITK,False,105,Stim48hr
ZC3H10,0.254016637802124,CD3E,False,317,Stim48hr
FBXW8,0.2540087401866913,NDUFAF3,False,29,Stim48hr
KPNA1,0.25373443961143494,INSR,False,201,Stim48hr
HACD3,0.25369909405708313,CD3E,False,29,Stim48hr
PSENEN,0.2536965608596802,NDUFAF3,True,20,Stim48hr
WRAP73,0.25359174609184265,RXRB,False,20,Stim48hr
BTBD10,0.2535182535648346,ITK,False,27,Stim48hr
NMI,0.25347766280174255,ITK,False,33,Stim48hr
NEDD9,0.2534657418727875,ITK,False,30,Stim48hr
VANGL1,0.25339406728744507,INSR,False,17,Stim48hr
CYB561A3,0.2533110976219177,ITK,False,100,Stim48hr
PIK3CA,0.25320425629615784,CD3E,True,14,Stim48hr
ARMCX3,0.25320079922676086,CD2,False,48,Stim48hr
WDFY1,0.25314369797706604,PRKCQ,False,145,Stim48hr
TADA2A,0.2530670166015625,IMPDH2,False,245,Stim48hr
LSM5,0.253041535615921,NDUFAF3,False,13,Stim48hr
STX12,0.2528539001941681,RXRB,False,31,Stim48hr
TBXA2R,0.25283268094062805,NDUFAF3,True,81,Stim48hr
DDHD1,0.2527350187301636,NDUFAF3,False,41,Stim48hr
ARHGEF18,0.25257495045661926,RXRB,False,52,Stim48hr
ZNF280C,0.2524399161338806,RXRB,False,65,Stim48hr
CLDND1,0.252434104681015,NDUFAF3,False,116,Stim48hr
STON1,0.25230538845062256,INSR,False,32,Stim48hr
ERI2,0.25225865840911865,RRM2B,False,46,Stim48hr
VTA1,0.2522381842136383,RXRB,False,43,Stim48hr
KCTD10,0.25214385986328125,ITK,False,47,Stim48hr
ZNF783,0.252096563577652,ITGAL,False,20,Stim48hr
ASH1L,0.2520866096019745,ITK,False,35,Stim48hr
DYNC2I2,0.2520683705806732,CD2,False,21,Stim48hr
ACCS,0.25204312801361084,RXRB,False,20,Stim48hr
EPAS1,0.25201302766799927,ITK,False,68,Stim48hr
HMOX1,0.2520109713077545,ITK,False,29,Stim48hr
CXCR5,0.25195562839508057,ITK,False,11,Stim48hr
BLOC1S4,0.2518772780895233,CD3E,False,35,Stim48hr
INTS10,0.2518760859966278,IMPDH2,False,1134,Stim48hr
GLI4,0.2518678903579712,NDUFAF3,False,20,Stim48hr
NIPA1,0.25183406472206116,INSR,False,47,Stim48hr
PARVB,0.25177642703056335,ITK,False,28,Stim48hr
MTA1,0.2517763674259186,AHR,False,64,Stim48hr
MYSM1,0.25176751613616943,ATP1B3,False,93,Stim48hr
SNRK,0.25171923637390137,RRM2B,False,89,Stim48hr
OSBPL11,0.2516450583934784,NDUFB8,False,61,Stim48hr
LPAR2,0.25164079666137695,ITK,False,42,Stim48hr
MYO18A,0.2516113817691803,IMPDH2,False,62,Stim48hr
ZNF155,0.25161129236221313,ITK,False,36,Stim48hr
MAP2K2,0.2515507638454437,ITK,True,12,Stim48hr
RBM23,0.2515385150909424,INSR,False,37,Stim48hr
PRCC,0.25148358941078186,IMPDH2,False,105,Stim48hr
BAP1,0.2513388693332672,IL2RB,False,271,Stim48hr
SLC39A1,0.25126513838768005,RRM2B,False,50,Stim48hr
PNP,0.25119954347610474,THRA,True,76,Stim48hr
CENPE,0.2511509358882904,CD2,False,125,Stim48hr
DHRS7,0.2511361241340637,CUL4A,False,80,Stim48hr
P2RX5,0.2511160373687744,ITK,False,15,Stim48hr
FTO,0.25108155608177185,INSR,False,62,Stim48hr
CLDND2,0.2510530948638916,RXRB,False,61,Stim48hr
ZBTB45,0.25092166662216187,CD3E,False,62,Stim48hr
GLUD1,0.25089165568351746,ITK,False,26,Stim48hr
INTS6,0.25088009238243103,INSR,False,159,Stim48hr
FHIP2B,0.2508784830570221,NDUFB6,False,36,Stim48hr
LRRFIP1,0.2507484555244446,PRKCQ,False,88,Stim48hr
TMEM9B,0.25072887539863586,ITK,False,13,Stim48hr
DLG1,0.2507106363773346,NDUFB6,False,21,Stim48hr
DSTYK,0.2507065534591675,NDUFS5,False,46,Stim48hr
ATP6V1E1,0.2506815791130066,ITK,False,51,Stim48hr
SNHG32,0.25064119696617126,RXRB,False,53,Stim48hr
ANTKMT,0.2506314218044281,RRM2B,False,111,Stim48hr
PTGER4,0.25059279799461365,RXRB,False,30,Stim48hr
PLK3,0.2505887448787689,ITK,False,22,Stim48hr
BICD2,0.25057780742645264,PRKCA,False,23,Stim48hr
CASP9,0.2505636513233185,PRKCA,False,47,Stim48hr
EHMT1,0.25041213631629944,CD2,False,388,Stim48hr
AACS,0.25037118792533875,PRKCQ,False,87,Stim48hr
PIK3C2B,0.250190407037735,RXRB,False,37,Stim48hr
CERS5,0.2501417100429535,NDUFAF3,False,30,Stim48hr
THAP11,0.25014129281044006,IMPDH2,False,393,Stim48hr
ZNF23,0.2500510811805725,PDE6D,False,36,Stim48hr
TRAPPC6A,0.24993087351322174,NDUFAF3,False,41,Stim48hr
GOLPH3,0.24991051852703094,AHR,False,21,Stim48hr
SLC12A2,0.24987167119979858,CD2,False,24,Stim48hr
R3HCC1L,0.24982775747776031,INSR,False,222,Stim48hr
NDUFB8,0.2498231828212738,RRM2B,True,57,Stim48hr
NIPSNAP2,0.24982301890850067,NDUFA8,False,52,Stim48hr
LYST,0.24980825185775757,CD2,False,12,Stim48hr
MAPRE3,0.24973557889461517,RRM2B,False,190,Stim48hr
EIF4B,0.2497333139181137,RRM2B,False,167,Stim48hr
PPP4R3A,0.24969327449798584,IL2RB,False,50,Stim48hr
C8orf33,0.24957908689975739,RXRB,False,72,Stim48hr
MCCC1,0.24950720369815826,ITK,False,33,Stim48hr
ZKSCAN5,0.24949759244918823,ITK,False,18,Stim48hr
STX11,0.24944540858268738,NDUFAF3,False,35,Stim48hr
ATG3,0.2494351863861084,PRKCA,False,94,Stim48hr
ARL2BP,0.2494140863418579,ITK,False,55,Stim48hr
FMNL3,0.24940216541290283,ITK,False,34,Stim48hr
ZFAT,0.24933253228664398,RXRB,False,103,Stim48hr
JMJD6,0.24932710826396942,CD3E,False,69,Stim48hr
MFSD4B,0.24928011000156403,IL2RB,False,87,Stim48hr
SOS2,0.2491450309753418,CD3G,False,50,Stim48hr
PGS1,0.24914056062698364,NDUFA8,False,193,Stim48hr
LIN54,0.24913637340068817,ITK,False,32,Stim48hr
WRN,0.24913576245307922,VKORC1,False,73,Stim48hr
SPINT2,0.2490985244512558,CD2,False,28,Stim48hr
PKD1,0.24905580282211304,RRM2B,False,32,Stim48hr
CCDC125,0.2490464597940445,CD2,False,56,Stim48hr
ZNF430,0.24893075227737427,INSR,False,42,Stim48hr
CCNT1,0.24882984161376953,CD2,False,229,Stim48hr
KMT2C,0.24879717826843262,INSR,False,373,Stim48hr
HPSE,0.24876412749290466,ITK,False,36,Stim48hr
PPP1R15A,0.24859561026096344,CUL4A,False,59,Stim48hr
CEACAM21,0.24856169521808624,PRKCA,False,40,Stim48hr
FLVCR1,0.24848727881908417,NDUFAF3,False,62,Stim48hr
GNAI3,0.24848532676696777,RRM2B,False,36,Stim48hr
PDZD11,0.24847209453582764,PRKCA,False,32,Stim48hr
ANKMY1,0.24845777451992035,ITK,False,43,Stim48hr
TTLL5,0.24828825891017914,CD2,False,35,Stim48hr
COQ9,0.2482781559228897,ITK,False,54,Stim48hr
DENR,0.24825891852378845,PSMB9,False,833,Stim48hr
TNFRSF25,0.24824275076389313,NDUFAF3,False,20,Stim48hr
SLX9,0.24813303351402283,NDUFA8,False,47,Stim48hr
SLC26A6,0.24802549183368683,PRKCQ,False,36,Stim48hr
ORAI2,0.24799928069114685,CD3E,False,74,Stim48hr
RAB30,0.24792952835559845,CD3E,False,15,Stim48hr
RSAD1,0.24790968000888824,CUL4A,False,33,Stim48hr
SMIM29,0.24790000915527344,ITK,False,58,Stim48hr
UBA2,0.2478913813829422,CD3E,False,211,Stim48hr
ZNF766,0.2478817105293274,IL4R,False,34,Stim48hr
GNS,0.24783295392990112,ITK,False,136,Stim48hr
C11orf58,0.24777735769748688,THRA,False,75,Stim48hr
SLC41A1,0.2476496696472168,INSR,False,71,Stim48hr
P4HA2,0.24749606847763062,RXRB,False,36,Stim48hr
KRIT1,0.24746622145175934,INSR,False,94,Stim48hr
CORO7,0.24732305109500885,PRKCA,False,37,Stim48hr
RANBP6,0.24732208251953125,INSR,False,20,Stim48hr
MCTS1,0.24720241129398346,ITK,False,714,Stim48hr
ABHD13,0.24714700877666473,PRKCQ,False,142,Stim48hr
SKAP2,0.24714696407318115,INSR,False,87,Stim48hr
TIMM9,0.24714244902133942,INSR,False,103,Stim48hr
NAGK,0.24708789587020874,IMPDH2,False,89,Stim48hr
ARHGAP1,0.24704818427562714,ITK,False,54,Stim48hr
NGLY1,0.2470228224992752,CD3E,False,137,Stim48hr
TARS3,0.24699153006076813,RXRB,False,15,Stim48hr
SETDB1,0.24698887765407562,CD3E,False,774,Stim48hr
OTUD5,0.24695029854774475,NDUFAF3,False,50,Stim48hr
ZNF644,0.24692538380622864,CD2,False,342,Stim48hr
CD58,0.24691930413246155,CD2,False,10,Stim48hr
KLF13,0.24686072766780853,PRKCA,False,82,Stim48hr
PRELID1,0.246796116232872,PRKCA,False,103,Stim48hr
MTRR,0.24676299095153809,RXRB,False,156,Stim48hr
MOGS,0.24676278233528137,PRKCA,False,83,Stim48hr
CDK2,0.24676138162612915,CD2,False,305,Stim48hr
ZFYVE1,0.2466786503791809,PRKCA,False,95,Stim48hr
ICAM1,0.24657952785491943,ITGAL,False,39,Stim48hr
EZH2,0.24653370678424835,AHR,True,252,Stim48hr
NCOR1,0.24650238454341888,HDAC3,False,1144,Stim48hr
MOB1A,0.24649645388126373,RXRB,False,35,Stim48hr
DZIP3,0.24637813866138458,IMPDH2,False,39,Stim48hr
NUDT7,0.2462407499551773,INSR,False,29,Stim48hr
NLGN2,0.24623547494411469,NDUFB6,False,128,Stim48hr
ARHGEF6,0.2462061494588852,CD2,False,48,Stim48hr
PCK2,0.24613834917545319,RXRB,False,45,Stim48hr
SLC30A6,0.24605844914913177,CD3E,False,32,Stim48hr
HEATR6,0.24602791666984558,RXRB,False,50,Stim48hr
OTUD4,0.24575167894363403,IL4R,False,99,Stim48hr
INTS6L,0.24573694169521332,NDUFAF3,False,47,Stim48hr
ELOVL5,0.24556054174900055,RRM2B,False,63,Stim48hr
SUCO,0.24554689228534698,ITK,False,19,Stim48hr
ARF4,0.24553532898426056,CD2,False,80,Stim48hr
ING3,0.24552065134048462,NDUFB6,False,192,Stim48hr
AMBRA1,0.24551360309123993,PNP,False,400,Stim48hr
DPYSL2,0.24551314115524292,ITK,False,33,Stim48hr
MANEA,0.2455114722251892,CSF2RB,False,60,Stim48hr
HACE1,0.24545489251613617,RXRB,False,41,Stim48hr
L3MBTL2,0.24530847370624542,PRKCQ,False,396,Stim48hr
SNX24,0.2452985942363739,CD2,False,13,Stim48hr
SP100,0.24512788653373718,RRM2B,False,198,Stim48hr
KIDINS220,0.24508383870124817,ITK,False,62,Stim48hr
C4orf33,0.24508334696292877,NDUFAF3,False,59,Stim48hr
TBC1D24,0.24507443606853485,PRKCA,False,33,Stim48hr
DNAJC7,0.2450481504201889,RXRB,False,22,Stim48hr
PDCD2L,0.24499385058879852,IMPDH2,False,120,Stim48hr
TTYH3,0.24496586620807648,CD2,False,70,Stim48hr
FANCC,0.24480466544628143,NDUFAF3,False,160,Stim48hr
NPC1,0.24480082094669342,RXRB,False,66,Stim48hr
CDYL2,0.2447960078716278,ITK,False,22,Stim48hr
ZGRF1,0.24474969506263733,INSR,False,20,Stim48hr
KCNAB2,0.244739830493927,ITK,False,17,Stim48hr
IFFO2,0.24447989463806152,IL4R,False,129,Stim48hr
AP1B1,0.24445055425167084,CD2,False,36,Stim48hr
CRIM1,0.24435876309871674,NDUFA8,False,41,Stim48hr
SMARCA4,0.2443176656961441,IL2RB,False,286,Stim48hr
CSRNP1,0.2441888451576233,AHR,False,48,Stim48hr
MAGEF1,0.24414940178394318,CD2,False,29,Stim48hr
LRRC58,0.2441239356994629,PRKCQ,False,57,Stim48hr
G2E3,0.2441190928220749,CD2,False,67,Stim48hr
FES,0.24410340189933777,NDUFAF3,False,30,Stim48hr
MYB,0.24405767023563385,AHR,False,716,Stim48hr
EPOP,0.24402597546577454,ITK,False,55,Stim48hr
CORO2A,0.24397769570350647,AHR,False,38,Stim48hr
SP110,0.24396122992038727,ITK,False,71,Stim48hr
RPUSD4,0.2439570426940918,NDUFAF3,False,40,Stim48hr
YWHAG,0.24388140439987183,PRKCQ,False,33,Stim48hr
RABGAP1,0.24387891590595245,PDE6D,False,41,Stim48hr
DRAM2,0.24387378990650177,NDUFAF3,False,56,Stim48hr
ZNF891,0.24386471509933472,NDUFAF3,False,49,Stim48hr
ZNF345,0.24382556974887848,VKORC1,False,51,Stim48hr
WAPL,0.2437814623117447,CD2,False,168,Stim48hr
PRKCH,0.2437787652015686,AHR,True,59,Stim48hr
WDR7,0.2437484711408615,RXRB,False,199,Stim48hr
PWWP2A,0.24372878670692444,ITK,False,42,Stim48hr
SMAP2,0.24370087683200836,NDUFB6,False,35,Stim48hr
STAT3,0.24363569915294647,CD274,False,968,Stim48hr
CEP68,0.24359849095344543,RXRB,False,12,Stim48hr
ADGRA3,0.2435978502035141,CD3E,False,35,Stim48hr
SLC30A1,0.24331051111221313,NDUFAF3,False,44,Stim48hr
MAPK7,0.24314714968204498,ITK,False,23,Stim48hr
UBR7,0.24301674962043762,PDE6D,False,34,Stim48hr
DNTTIP1,0.24297623336315155,BRD2,False,1026,Stim48hr
KCTD21,0.24293331801891327,NDUFAF3,False,82,Stim48hr
RSF1,0.24293306469917297,INSR,False,81,Stim48hr
SLC15A4,0.24291658401489258,NDUFAF3,False,27,Stim48hr
BTBD6,0.24290868639945984,ITK,False,41,Stim48hr
GINS2,0.2428763508796692,ITK,False,55,Stim48hr
ATP23,0.2428743988275528,PDE6D,False,182,Stim48hr
TSC22D4,0.2428685575723648,NDUFB6,False,48,Stim48hr
PHACTR4,0.24286097288131714,RRM2B,False,17,Stim48hr
AKAP10,0.24279972910881042,PRKCQ,False,62,Stim48hr
TMEM128,0.2427527755498886,NDUFB6,False,38,Stim48hr
PTPN6,0.24270009994506836,CD2,False,46,Stim48hr
TESC,0.24260695278644562,NDUFB6,False,40,Stim48hr
PDCD6IP,0.2425702065229416,INSR,False,32,Stim48hr
ZCCHC24,0.24255183339118958,ITK,False,81,Stim48hr
RAI1,0.2425467073917389,INSR,False,42,Stim48hr
ATF6,0.2425319105386734,NDUFAF3,False,14,Stim48hr
FAF2,0.24252082407474518,NDUFS8,False,284,Stim48hr
SUSD6,0.24249707162380219,RRM2B,False,35,Stim48hr
RBKS,0.2423732876777649,ITK,False,44,Stim48hr
SYNE2,0.2423488050699234,CD2,False,50,Stim48hr
SMG7,0.2423110008239746,CD3E,False,609,Stim48hr
NT5M,0.24217331409454346,ITK,False,28,Stim48hr
FEN1,0.2421625405550003,INSR,False,88,Stim48hr
LYSMD4,0.242156520485878,RXRB,False,26,Stim48hr
OTUB1,0.24212662875652313,IMPDH2,False,198,Stim48hr
FYTTD1,0.24205449223518372,AHR,False,28,Stim48hr
CDYL,0.2420537918806076,ITK,False,132,Stim48hr
ABI2,0.24204084277153015,ITK,False,49,Stim48hr
RALA,0.24200770258903503,ITK,False,38,Stim48hr
ARPC5,0.24196960031986237,NDUFA8,False,54,Stim48hr
ITPR2,0.2419401854276657,ITK,False,23,Stim48hr
TMEM25,0.24193412065505981,AHR,False,15,Stim48hr
ARID1A,0.24191433191299438,IL2RB,False,141,Stim48hr
VAMP8,0.24189358949661255,ITK,False,29,Stim48hr
NMRK1,0.2418796420097351,CUL4A,False,30,Stim48hr
EIF1AY,0.24182038009166718,ITK,False,35,Stim48hr
RAP2A,0.2417745143175125,NDUFAF3,False,91,Stim48hr
MSRA,0.24176329374313354,RXRB,False,25,Stim48hr
HACL1,0.24162274599075317,ITK,False,21,Stim48hr
ODF2L,0.2413512021303177,ITK,False,27,Stim48hr
DRAM1,0.24128803610801697,RXRB,False,29,Stim48hr
DNAJC9,0.24127808213233948,INSR,False,38,Stim48hr
CCDC9,0.24126163125038147,ITGA4,False,126,Stim48hr
NREP,0.241253063082695,NDUFAF3,False,36,Stim48hr
PTMS,0.24122397601604462,NDUFB6,False,57,Stim48hr
VAMP1,0.2410980612039566,CD2,False,63,Stim48hr
TTPAL,0.24109020829200745,PRKCA,False,59,Stim48hr
TIMP1,0.24107393622398376,INSR,False,158,Stim48hr
SLC25A37,0.24107038974761963,IL2RB,False,102,Stim48hr
ARL5A,0.24100129306316376,ITK,False,34,Stim48hr
TMED10,0.24093906581401825,CD3E,False,278,Stim48hr
ANAPC11,0.2408973127603531,NDUFA8,False,99,Stim48hr
PLGRKT,0.24087749421596527,AHR,False,65,Stim48hr
GDPD5,0.24086712300777435,NDUFAF3,False,47,Stim48hr
IFI35,0.24085956811904907,NDUFAF3,False,36,Stim48hr
IFITM3,0.2407788634300232,CD2,False,19,Stim48hr
ARMC8,0.24075128138065338,CSF2RB,False,131,Stim48hr
PAK4,0.2407512068748474,ITK,False,20,Stim48hr
IRAK1BP1,0.2407216578722,NDUFAF3,False,25,Stim48hr
ALOX5,0.240720734000206,ITK,True,61,Stim48hr
RBPJ,0.24070990085601807,CD3E,False,193,Stim48hr
SAPCD2,0.24068236351013184,ITK,False,35,Stim48hr
THAP2,0.2406795471906662,INSR,False,182,Stim48hr
TMEM179B,0.2406744658946991,PRKCA,False,36,Stim48hr
APOO,0.24063870310783386,ITK,False,17,Stim48hr
ZNF718,0.2405928522348404,RXRB,False,51,Stim48hr
H2BC21,0.2405622899532318,ITK,False,37,Stim48hr
ZNF512B,0.24055953323841095,RXRB,False,37,Stim48hr
TRIM13,0.2404882311820984,PRKCA,False,70,Stim48hr
PIGC,0.24048635363578796,CD2,False,36,Stim48hr
ZNF669,0.2404637485742569,PRKCA,False,24,Stim48hr
SCMH1,0.24044616520404816,PRKCQ,False,26,Stim48hr
YPEL2,0.24030357599258423,AHR,False,102,Stim48hr
ZNF671,0.24030183255672455,PRKCA,False,59,Stim48hr
SNX4,0.24029652774333954,RRM2B,False,35,Stim48hr
CAVIN3,0.24023354053497314,RXRB,False,98,Stim48hr
FANCE,0.24019603431224823,IMPDH2,False,119,Stim48hr
TMEM175,0.24018293619155884,ITK,False,27,Stim48hr
TOP3B,0.24016784131526947,CD2,False,16,Stim48hr
CSTF2T,0.2399381846189499,ITK,False,32,Stim48hr
MEF2A,0.2399093359708786,NDUFAF3,False,63,Stim48hr
CNKSR2,0.23989929258823395,NDUFB6,False,27,Stim48hr
SEC23A,0.23981508612632751,ITK,False,84,Stim48hr
CD4,0.23971037566661835,RXRB,False,26,Stim48hr
CDC37L1,0.23968461155891418,RRM2B,False,43,Stim48hr
TAB3,0.23959295451641083,RXRB,False,37,Stim48hr
SPTSSA,0.23956984281539917,IMPDH2,False,257,Stim48hr
TFE3,0.23953047394752502,CUL4A,False,88,Stim48hr
EGLN2,0.2395295798778534,ITK,False,56,Stim48hr
ZNF880,0.23949922621250153,INSR,False,35,Stim48hr
PHKB,0.23946911096572876,RRM2B,False,42,Stim48hr
TMEM160,0.23942939937114716,ITK,False,27,Stim48hr
SLC30A9,0.23936766386032104,DPP4,False,38,Stim48hr
ST6GALNAC4,0.23934774100780487,PIK3CA,False,35,Stim48hr
CANX,0.23933397233486176,RRM2B,False,113,Stim48hr
THUMPD1,0.2392348051071167,RRM2B,False,115,Stim48hr
IPO9,0.23920825123786926,IMPDH2,False,267,Stim48hr
GNLY,0.23918572068214417,INSR,False,32,Stim48hr
SOCS3,0.23917295038700104,AHR,False,101,Stim48hr
ACBD3,0.2391352653503418,NDUFA8,False,31,Stim48hr
UCHL3,0.2391185611486435,INSR,False,24,Stim48hr
FERMT3,0.23901724815368652,ITGB2,False,46,Stim48hr
IKZF2,0.23901484906673431,PIK3CD,False,83,Stim48hr
TCF25,0.23899459838867188,ITK,False,37,Stim48hr
METAP2,0.23898586630821228,IMPDH2,False,399,Stim48hr
GSTK1,0.23896300792694092,ITK,False,23,Stim48hr
SDC4,0.23876596987247467,NDUFAF3,False,87,Stim48hr
PPP1CC,0.2387346476316452,ITGAL,False,29,Stim48hr
CENPQ,0.238698348402977,CD2,False,121,Stim48hr
CXXC1,0.23867297172546387,INSR,False,543,Stim48hr
SLFN11,0.23867137730121613,RXRB,False,31,Stim48hr
SPG21,0.23861582577228546,ITK,False,23,Stim48hr
P2RY10,0.238584965467453,RRM2B,False,28,Stim48hr
COP1,0.23857055604457855,NDUFAF3,False,150,Stim48hr
GOLGA5,0.2385246306657791,ITK,False,39,Stim48hr
EIF4H,0.2384200245141983,PRKCA,False,128,Stim48hr
TRA2A,0.23838378489017487,NDUFAF3,False,52,Stim48hr
DNAJC19,0.23837654292583466,IL2RB,False,80,Stim48hr
ITGA2,0.2383047491312027,IL4R,False,42,Stim48hr
RANGRF,0.23828303813934326,RXRB,False,30,Stim48hr
PANK1,0.2382785677909851,RRM2B,False,31,Stim48hr
CCNA2,0.23826368153095245,IMPDH2,False,348,Stim48hr
PDE6D,0.23820537328720093,CD2,True,91,Stim48hr
STING1,0.23814107477664948,NDUFA8,False,44,Stim48hr
GRB2,0.23813511431217194,RXRB,False,33,Stim48hr
SETDB2,0.2381085306406021,CD2,False,45,Stim48hr
IFT80,0.23802559077739716,RXRB,False,51,Stim48hr
ABHD6,0.23798035085201263,CD3E,False,41,Stim48hr
GABPB1,0.23797298967838287,NDUFA8,False,489,Stim48hr
NOCT,0.23788437247276306,NDUFAF3,False,19,Stim48hr
TDRKH,0.23782065510749817,ITK,False,37,Stim48hr
RNF115,0.2377994805574417,ITK,False,51,Stim48hr
SHPK,0.2377818375825882,NDUFB6,False,63,Stim48hr
ZNF277,0.237746462225914,INSR,False,16,Stim48hr
TNIP1,0.23770873248577118,INSR,False,16,Stim48hr
OAZ1,0.2376517951488495,IL2RB,False,62,Stim48hr
ZNF706,0.23762144148349762,NDUFAF3,False,44,Stim48hr
ZNF273,0.23762115836143494,CUL4A,False,54,Stim48hr
CAST,0.2375757098197937,INSR,False,35,Stim48hr
RBL2,0.2375556081533432,NDUFAF3,False,67,Stim48hr
DGKQ,0.2374330461025238,ITK,False,22,Stim48hr
DEPDC5,0.23740024864673615,GPD2,False,77,Stim48hr
TMC6,0.23735325038433075,NDUFB6,False,49,Stim48hr
CCDC106,0.2372782677412033,NDUFAF3,False,24,Stim48hr
TRDMT1,0.23726844787597656,ITK,False,29,Stim48hr
TBC1D9B,0.23724989593029022,IL2RB,False,111,Stim48hr
REPIN1,0.23722925782203674,ITK,False,22,Stim48hr
PBK,0.23722614347934723,ITK,False,11,Stim48hr
BAIAP2,0.23719261586666107,ITK,False,19,Stim48hr
ATF7IP,0.23717713356018066,CD3E,False,160,Stim48hr
AZIN1,0.23700909316539764,ODC1,False,82,Stim48hr
DCUN1D4,0.23698918521404266,ITK,False,27,Stim48hr
MED20,0.23691897094249725,PIK3CD,False,16,Stim48hr
CCNQ,0.23691372573375702,CD2,False,337,Stim48hr
LAIR1,0.23679256439208984,ITK,False,19,Stim48hr
MED23,0.23673997819423676,PRKCQ,False,310,Stim48hr
PLTP,0.23673124611377716,CD2,False,18,Stim48hr
RCBTB2,0.2367301732301712,ITK,False,37,Stim48hr
RAB27B,0.23668870329856873,CD274,False,142,Stim48hr
ANP32A,0.23668234050273895,PRKCA,False,82,Stim48hr
PIK3R2,0.2366238385438919,ITK,False,49,Stim48hr
RBAK,0.23659898340702057,INSR,False,29,Stim48hr
PRRC2C,0.23659391701221466,ITK,False,62,Stim48hr
SAMD9L,0.2365366369485855,ITK,False,27,Stim48hr
ZNF182,0.23646280169487,PRKCA,False,26,Stim48hr
UGCG,0.23645800352096558,NDUFAF3,True,82,Stim48hr
HK1,0.2364051789045334,PRKCA,False,99,Stim48hr
UBASH3A,0.23637734353542328,DPP4,False,48,Stim48hr
TRIM8,0.236366868019104,NDUFAF3,False,53,Stim48hr
KCNQ5,0.23620708286762238,PRKCA,True,22,Stim48hr
CD53,0.23615211248397827,CCR5,False,38,Stim48hr
TOP6BL,0.23612888157367706,RXRB,False,51,Stim48hr
KLHDC10,0.23610907793045044,ITK,False,98,Stim48hr
CD99,0.23610801994800568,INSR,False,77,Stim48hr
GTPBP2,0.23608937859535217,CD2,False,18,Stim48hr
MAP7D3,0.23604990541934967,RRM2B,False,48,Stim48hr
TACO1,0.2360350340604782,CD2,False,73,Stim48hr
PAK2,0.23603160679340363,EML4,False,141,Stim48hr
RLF,0.23602113127708435,NDUFAF3,False,72,Stim48hr
ZNF710,0.23591800034046173,NDUFAF3,False,125,Stim48hr
TOP1MT,0.2358306646347046,NDUFB8,False,42,Stim48hr
PPIH,0.23577415943145752,RRM2B,False,326,Stim48hr
ZNFX1,0.23577387630939484,PDE6D,False,71,Stim48hr
RRP8,0.23570400476455688,NDUFAF3,False,44,Stim48hr
RAB11B,0.2356599122285843,NDUFS8,False,14,Stim48hr
EVL,0.235654816031456,NDUFAF3,False,24,Stim48hr
APMAP,0.23564256727695465,VKORC1,False,119,Stim48hr
TRMU,0.23553729057312012,ITK,False,13,Stim48hr
CYRIB,0.23549450933933258,NDUFAF3,False,22,Stim48hr
FAF1,0.23542289435863495,INSR,False,11,Stim48hr
DEXI,0.23541074991226196,ATP1B3,False,68,Stim48hr
MGA,0.2354014366865158,CD2,False,151,Stim48hr
CDK2AP2,0.2350933700799942,CD3E,False,58,Stim48hr
TRIM23,0.23490913212299347,RRM2B,False,29,Stim48hr
ATAT1,0.23487575352191925,NDUFS8,False,42,Stim48hr
CIT,0.23479275405406952,CD2,False,89,Stim48hr
RBM12B,0.23478369414806366,ITK,False,32,Stim48hr
SMOX,0.23475788533687592,ITK,False,44,Stim48hr
GARRE1,0.23475469648838043,ITK,False,41,Stim48hr
RESF1,0.23475323617458344,AHR,False,93,Stim48hr
