gene,kNN_max_score,nearest_approved_target,is_approved_target,n_downstream_z3,culture_condition
WDSUB1,0.23473331332206726,RRM2B,False,33,Stim48hr
TOMM7,0.23471878468990326,CD3E,False,24,Stim48hr
RCN1,0.23462973535060883,INSR,False,46,Stim48hr
P3H1,0.23462562263011932,CD2,False,67,Stim48hr
LAPTM4A,0.23456516861915588,NDUFAF3,False,33,Stim48hr
CDC25B,0.23452523350715637,PRKCQ,False,121,Stim48hr
GATA3,0.2344794124364853,IL2RB,False,784,Stim48hr
ZC3HC1,0.23445604741573334,RRM2B,False,162,Stim48hr
SLC35F6,0.2344069927930832,RXRB,False,18,Stim48hr
RAB11FIP2,0.2343684434890747,RXRB,False,30,Stim48hr
PDCD10,0.23433053493499756,RXRB,False,290,Stim48hr
ZNF492,0.23431137204170227,INSR,False,51,Stim48hr
TRMT61A,0.23430800437927246,CD3E,False,121,Stim48hr
ZNF197,0.2342655062675476,RXRB,False,23,Stim48hr
STK11,0.23425109684467316,ITK,False,368,Stim48hr
NPTN,0.23423761129379272,NDUFAF3,False,54,Stim48hr
WDR44,0.2342054694890976,ITK,False,86,Stim48hr
AP5M1,0.23415300250053406,NDUFAF3,False,15,Stim48hr
DSTN,0.2341366559267044,ITK,False,22,Stim48hr
ADCY9,0.2340823858976364,RXRB,False,32,Stim48hr
FRA10AC1,0.23400083184242249,RXRB,False,115,Stim48hr
KCNQ1,0.23398728668689728,RXRB,True,23,Stim48hr
VAMP2,0.2339206337928772,CD2,False,21,Stim48hr
PECR,0.23391123116016388,NDUFAF3,False,32,Stim48hr
EID1,0.23389582335948944,CD3E,False,73,Stim48hr
WDR27,0.23385214805603027,LCK,False,40,Stim48hr
ARHGAP5,0.23384526371955872,ITK,False,37,Stim48hr
INO80E,0.23379658162593842,IL2RB,False,142,Stim48hr
FANCM,0.23376235365867615,IMPDH2,False,95,Stim48hr
APOL6,0.23368877172470093,RRM2B,False,76,Stim48hr
DGCR2,0.23359057307243347,ITK,False,18,Stim48hr
SLC2A8,0.2335125207901001,CD2,False,21,Stim48hr
TC2N,0.23348574340343475,PRKCQ,False,63,Stim48hr
MAX,0.2334570437669754,ATP1B3,False,176,Stim48hr
CLASP2,0.23344291746616364,RXRB,False,72,Stim48hr
DOK2,0.23338556289672852,NDUFA8,False,40,Stim48hr
BAHD1,0.23335584998130798,AHR,False,355,Stim48hr
GBE1,0.2333386391401291,CD3E,False,36,Stim48hr
ADH5,0.2333139032125473,ITK,False,9,Stim48hr
EIF5,0.23311451077461243,CD3E,False,43,Stim48hr
NFKBIA,0.23309116065502167,RXRB,False,49,Stim48hr
HDGFL2,0.23297454416751862,NDUFAF3,False,74,Stim48hr
FBXO4,0.2329561412334442,NDUFAF3,False,17,Stim48hr
AP4B1,0.232816681265831,RRM2B,False,50,Stim48hr
NFAT5,0.23276977241039276,RXRB,False,30,Stim48hr
PNPLA2,0.2327670007944107,PRKCA,False,16,Stim48hr
SMARCAL1,0.2326633632183075,ITK,False,67,Stim48hr
TPRA1,0.23261989653110504,NDUFS8,False,24,Stim48hr
TRAPPC9,0.23260976374149323,NDUFAF3,False,34,Stim48hr
TBC1D31,0.232574924826622,NDUFB6,False,77,Stim48hr
HSH2D,0.23256279528141022,NDUFAF3,False,18,Stim48hr
SPN,0.23249824345111847,RRM2B,False,24,Stim48hr
EI24,0.23246224224567413,RXRB,False,93,Stim48hr
TRAF7,0.2324606031179428,RRM2B,False,78,Stim48hr
NLRX1,0.23222777247428894,RXRB,False,102,Stim48hr
USP44,0.23219072818756104,RXRB,False,15,Stim48hr
GCC1,0.2321535348892212,RXRB,False,40,Stim48hr
MARF1,0.23202835023403168,ITK,False,53,Stim48hr
SLC25A42,0.23202037811279297,CD2,False,16,Stim48hr
TM2D3,0.23198997974395752,CD2,False,47,Stim48hr
FOXP3,0.23193296790122986,ITK,False,43,Stim48hr
NEU1,0.23189029097557068,PRKCQ,False,23,Stim48hr
TXNRD1,0.2318306416273117,NDUFAF3,True,103,Stim48hr
INPP5F,0.23182249069213867,ITK,False,112,Stim48hr
BCKDK,0.23166446387767792,RRM2B,False,22,Stim48hr
HSPB1,0.2316489815711975,RRM2B,False,30,Stim48hr
CITED2,0.23157770931720734,ITK,False,74,Stim48hr
VPS11,0.23155583441257477,RXRB,False,95,Stim48hr
OPTN,0.2315504252910614,CD2,False,25,Stim48hr
CD164,0.23151451349258423,ITK,False,17,Stim48hr
ZNF816,0.23147818446159363,ITK,False,17,Stim48hr
MCMBP,0.23145747184753418,AHR,False,103,Stim48hr
SAMD9,0.23145215213298798,PRKCA,False,42,Stim48hr
POMGNT2,0.23140323162078857,NDUFS8,False,22,Stim48hr
AASDHPPT,0.2313898652791977,INSR,False,38,Stim48hr
HSF2,0.23138178884983063,ITK,False,65,Stim48hr
MTR,0.23133453726768494,IL2RB,False,100,Stim48hr
PYROXD1,0.2312580645084381,CD3E,False,114,Stim48hr
CASP2,0.23125338554382324,PRKCA,False,45,Stim48hr
ZNF266,0.23116807639598846,INSR,False,13,Stim48hr
ZNF543,0.2310802936553955,CD2,False,39,Stim48hr
BTN3A3,0.23104749619960785,ITK,False,43,Stim48hr
SMAD2,0.23101596534252167,ITK,False,12,Stim48hr
MND1,0.23101048171520233,RXRB,False,67,Stim48hr
ZFYVE21,0.23097869753837585,IMPDH2,False,268,Stim48hr
TXNDC15,0.23095332086086273,RRM2B,False,62,Stim48hr
ARV1,0.23087500035762787,INSR,False,33,Stim48hr
ZNF554,0.2308633029460907,BRD2,False,487,Stim48hr
CSTPP1,0.23073841631412506,ITK,False,35,Stim48hr
DGKZ,0.23071709275245667,RRM2B,False,136,Stim48hr
SAMD10,0.2307019829750061,INSR,False,28,Stim48hr
GTPBP3,0.23069728910923004,NDUFS5,False,77,Stim48hr
COX4I1,0.23060303926467896,IMPDH2,False,182,Stim48hr
BNIP3L,0.23058119416236877,NDUFAF3,False,22,Stim48hr
HMCES,0.23053748905658722,CUL4A,False,30,Stim48hr
CCNE2,0.23048491775989532,RXRB,False,61,Stim48hr
UBE2E1,0.23046964406967163,NDUFB6,False,213,Stim48hr
CYB561D1,0.2304224669933319,INSR,False,33,Stim48hr
DIS3L,0.23041591048240662,RXRB,False,90,Stim48hr
LGALS8,0.23035366833209991,RXRB,False,17,Stim48hr
DDX6,0.23033849895000458,IMPDH2,False,691,Stim48hr
SPSB1,0.2302873730659485,THRA,False,20,Stim48hr
TNFSF14,0.23028279840946198,RRM2B,False,11,Stim48hr
DNAJA2,0.2302176058292389,IL2RB,False,54,Stim48hr
UBR2,0.23016734421253204,ITK,False,21,Stim48hr
NPEPPS,0.2301340103149414,THRA,False,48,Stim48hr
PIP4P1,0.2300856113433838,NDUFAF3,False,115,Stim48hr
GLS,0.23007981479167938,AHR,False,166,Stim48hr
PPP1R3F,0.23000887036323547,RXRB,False,57,Stim48hr
APH1A,0.2299724817276001,NDUFS8,True,52,Stim48hr
AOAH,0.22996948659420013,RRM2B,False,42,Stim48hr
HIGD1A,0.22996293008327484,CD3E,False,34,Stim48hr
VPS26B,0.2299148589372635,IMPDH2,False,83,Stim48hr
PTPN9,0.22989197075366974,NDUFAF3,False,22,Stim48hr
FIRRM,0.22976723313331604,IMPDH2,False,84,Stim48hr
TMA7,0.22976529598236084,NDUFAF3,False,28,Stim48hr
CD320,0.22966399788856506,ITK,False,16,Stim48hr
ZC3H12C,0.22965067625045776,NDUFAF3,False,33,Stim48hr
PCMT1,0.22956699132919312,ITK,False,29,Stim48hr
HSF4,0.22947870194911957,NDUFAF3,False,30,Stim48hr
NCEH1,0.22943028807640076,CD3E,False,44,Stim48hr
C9orf40,0.22932979464530945,NDUFAF3,False,50,Stim48hr
KCTD17,0.22931799292564392,ITK,False,24,Stim48hr
SLC4A1AP,0.2292722910642624,CD274,False,109,Stim48hr
CYP4V2,0.2292431890964508,NDUFAF3,False,121,Stim48hr
PLBD2,0.22922025620937347,RRM2B,False,41,Stim48hr
PMCH,0.22920261323451996,RXRB,False,27,Stim48hr
WASL,0.22914396226406097,NDUFA9,False,74,Stim48hr
PEX26,0.22913236916065216,NDUFAF3,False,35,Stim48hr
RHOT2,0.22910305857658386,RXRB,False,70,Stim48hr
C3orf38,0.22899766266345978,ITK,False,27,Stim48hr
CYB561D2,0.22887438535690308,PRKCA,False,56,Stim48hr
EMC3,0.2288510650396347,RRM2B,False,196,Stim48hr
DCUN1D5,0.22883005440235138,RXRB,False,64,Stim48hr
ARHGEF39,0.228755384683609,PRKCA,False,21,Stim48hr
QTRT2,0.22873759269714355,ITK,False,19,Stim48hr
PDLIM2,0.2287052720785141,RRM2B,False,216,Stim48hr
SNX17,0.2286795973777771,NDUFAF3,False,11,Stim48hr
MBD1,0.22856026887893677,PRKCA,False,45,Stim48hr
PIAS4,0.22855140268802643,RXRB,False,34,Stim48hr
QDPR,0.22833402454853058,NDUFS8,False,50,Stim48hr
RBM27,0.22828099131584167,NDUFB6,False,208,Stim48hr
CAND1,0.22827130556106567,IL4R,False,567,Stim48hr
DTWD2,0.22826987504959106,NDUFAF3,False,25,Stim48hr
DDX50,0.22826974093914032,ITK,False,21,Stim48hr
ZNF655,0.22824618220329285,RXRB,False,177,Stim48hr
SYTL1,0.22820135951042175,CD2,False,11,Stim48hr
SVBP,0.2281428873538971,CD2,False,24,Stim48hr
CASK,0.22807927429676056,VKORC1,False,196,Stim48hr
SDCBP,0.22804772853851318,RXRB,False,24,Stim48hr
TNPO2,0.22803394496440887,ITK,False,22,Stim48hr
RGS14,0.22787025570869446,ITK,False,20,Stim48hr
CCNF,0.227852463722229,IMPDH2,False,237,Stim48hr
FAM200B,0.22779858112335205,PRKCA,False,37,Stim48hr
NDUFAF1,0.22767531871795654,NDUFS5,True,41,Stim48hr
GSKIP,0.22756032645702362,GPD2,False,39,Stim48hr
HDDC3,0.22755882143974304,RXRB,False,17,Stim48hr
S100P,0.2275378555059433,CD3E,False,24,Stim48hr
DCLRE1C,0.22753065824508667,ITK,False,16,Stim48hr
KLHL18,0.22750137746334076,CD3E,False,30,Stim48hr
HASPIN,0.227424755692482,RXRB,False,32,Stim48hr
GIGYF2,0.2273997813463211,AHR,False,287,Stim48hr
VPS35,0.22734855115413666,CD3E,False,248,Stim48hr
ZDHHC13,0.22733718156814575,RXRB,False,35,Stim48hr
PLCXD2,0.22732989490032196,PRKCA,False,27,Stim48hr
UBE2R2,0.22732752561569214,RXRB,False,94,Stim48hr
MAN1A1,0.22726498544216156,CD2,False,63,Stim48hr
EMC2,0.2272621989250183,RRM2B,False,353,Stim48hr
CAPN2,0.2272549867630005,PRKCA,False,14,Stim48hr
KCMF1,0.2272302657365799,ITK,False,20,Stim48hr
LINS1,0.227212056517601,NDUFAF3,False,29,Stim48hr
UBXN2B,0.22719676792621613,ITK,False,47,Stim48hr
STX17,0.2271912395954132,RXRB,False,20,Stim48hr
SCP2,0.22717122733592987,CUL4A,False,16,Stim48hr
ST20,0.22715771198272705,RXRB,False,46,Stim48hr
ZNF318,0.22702769935131073,RXRB,False,51,Stim48hr
ZNF805,0.2270096391439438,RXRB,False,19,Stim48hr
PPFIBP1,0.2269938886165619,INSR,False,45,Stim48hr
RAD1,0.2269619107246399,CD3E,False,42,Stim48hr
PTP4A3,0.22689485549926758,NDUFAF3,False,13,Stim48hr
LPCAT4,0.226831316947937,NDUFV2,False,69,Stim48hr
ZNF597,0.2268138825893402,CSF2RB,False,20,Stim48hr
ARRB2,0.22678053379058838,TNFRSF8,False,83,Stim48hr
GJC1,0.2267657220363617,RXRB,False,171,Stim48hr
FAM210B,0.2267562597990036,RRM2B,False,70,Stim48hr
ATP10D,0.22673264145851135,CD2,False,16,Stim48hr
PARP15,0.22671067714691162,ITK,False,23,Stim48hr
SUV39H1,0.22661259770393372,ITK,False,49,Stim48hr
PEAK1,0.22660677134990692,ITK,False,50,Stim48hr
TNFRSF8,0.22649629414081573,ITK,True,65,Stim48hr
ACOX3,0.22643586993217468,INSR,False,19,Stim48hr
ZNF248,0.22638799250125885,CUL4A,False,35,Stim48hr
STK16,0.226373553276062,ITK,False,17,Stim48hr
IWS1,0.22634361684322357,IMPDH2,False,333,Stim48hr
TBC1D10B,0.22630365192890167,IL2RB,False,58,Stim48hr
RBM12,0.22627602517604828,IL2RB,False,340,Stim48hr
TPP1,0.22624942660331726,RXRB,False,41,Stim48hr
TEP1,0.2261694222688675,RXRB,False,58,Stim48hr
IKZF5,0.22615478932857513,NDUFB6,False,47,Stim48hr
DCP1A,0.22612641751766205,INSR,False,67,Stim48hr
PLCG2,0.22611767053604126,RXRB,False,22,Stim48hr
CASP3,0.22608841955661774,RRM2B,False,93,Stim48hr
MTERF4,0.22605016827583313,NDUFA8,False,59,Stim48hr
IRAK2,0.22595401108264923,THRA,False,49,Stim48hr
VDAC1,0.2258702516555786,ITK,False,41,Stim48hr
ZNF189,0.22587020695209503,RXRB,False,52,Stim48hr
AHI1,0.2258395254611969,CD3E,False,28,Stim48hr
MSRB1,0.225835919380188,NDUFAF3,False,37,Stim48hr
SIDT1,0.22578980028629303,RRM2B,False,34,Stim48hr
TYW1,0.22571483254432678,ITK,False,14,Stim48hr
ISOC1,0.2256658524274826,RRM2B,False,18,Stim48hr
KPNA2,0.22555643320083618,IL2RB,False,68,Stim48hr
SPG11,0.22548866271972656,IL2RB,False,48,Stim48hr
CDKN2C,0.22547011077404022,NDUFAF3,False,36,Stim48hr
ANP32B,0.2254514843225479,NDUFB6,False,128,Stim48hr
ARID3A,0.22538910806179047,RXRB,False,77,Stim48hr
ZDBF2,0.22529730200767517,INSR,False,32,Stim48hr
HCFC1R1,0.2252652645111084,ITK,False,30,Stim48hr
ARHGAP45,0.22526191174983978,RXRB,False,34,Stim48hr
FAM222B,0.22523710131645203,RRM2B,False,21,Stim48hr
SLC27A4,0.22523318231105804,RRM2B,False,23,Stim48hr
C8orf76,0.22508953511714935,CD2,False,27,Stim48hr
KLC2,0.2250232696533203,NDUFA8,False,16,Stim48hr
STAMBPL1,0.22502218186855316,LCK,False,27,Stim48hr
ARL8A,0.22502204775810242,NDUFB6,False,61,Stim48hr
LIG1,0.22499564290046692,IMPDH2,False,145,Stim48hr
SYNGR2,0.2249821424484253,CD2,False,27,Stim48hr
SDHAF4,0.2249535620212555,NDUFAF3,False,65,Stim48hr
RNF14,0.22491209208965302,NDUFS8,False,35,Stim48hr
AKTIP,0.22489722073078156,NDUFAF3,False,41,Stim48hr
TXNDC5,0.22478261590003967,RXRB,False,32,Stim48hr
PEX11A,0.22475101053714752,RXRB,False,27,Stim48hr
PIGK,0.2247273027896881,CUL4A,False,20,Stim48hr
GEN1,0.22470881044864655,IL2RB,False,73,Stim48hr
CEP19,0.22470000386238098,RXRB,False,34,Stim48hr
PACC1,0.2246980518102646,ITK,False,68,Stim48hr
PNPLA8,0.2246907502412796,CD2,False,61,Stim48hr
IL17RB,0.22465214133262634,RRM2B,False,23,Stim48hr
ZFX,0.22464178502559662,RRM2B,False,67,Stim48hr
TP53BP2,0.22463014721870422,PRKCA,False,27,Stim48hr
RNF144A,0.2245407998561859,RRM2B,False,35,Stim48hr
ANXA11,0.22450819611549377,CUL4A,False,28,Stim48hr
KLHL17,0.22450371086597443,IL2RB,False,30,Stim48hr
TEDC1,0.22447846829891205,IMPDH2,False,60,Stim48hr
LRP10,0.22446854412555695,RRM2B,False,55,Stim48hr
POLRMT,0.22434496879577637,NDUFS2,False,192,Stim48hr
DMAC2L,0.22426727414131165,VKORC1,False,50,Stim48hr
UBE3A,0.22426432371139526,RXRB,False,36,Stim48hr
TIMM13,0.22423702478408813,CD3E,False,99,Stim48hr
PDHA1,0.22418153285980225,INSR,False,540,Stim48hr
BLVRB,0.22416865825653076,CD2,False,9,Stim48hr
TGIF1,0.22406168282032013,PRKCA,False,54,Stim48hr
GRIPAP1,0.22402481734752655,INSR,False,40,Stim48hr
ISL2,0.22400695085525513,NDUFAF3,False,17,Stim48hr
CEP120,0.22399000823497772,NDUFAF3,False,51,Stim48hr
ASL,0.2239646166563034,RXRB,False,28,Stim48hr
ATP5PD,0.2238580286502838,NDUFB4,False,102,Stim48hr
PEX16,0.22380296885967255,GPD2,False,59,Stim48hr
SCOC,0.2237982302904129,PIK3CA,False,18,Stim48hr
SPTAN1,0.22377511858940125,NDUFAF3,False,28,Stim48hr
PSPC1,0.22377391159534454,CD2,False,40,Stim48hr
HENMT1,0.2237587720155716,THRA,False,31,Stim48hr
TGDS,0.22375860810279846,RXRB,False,119,Stim48hr
FAM229B,0.22374729812145233,RRM2B,False,35,Stim48hr
USP15,0.2237379252910614,ITK,False,51,Stim48hr
MAP3K4,0.2237100452184677,CD2,False,35,Stim48hr
EME1,0.22369061410427094,NDUFV1,False,75,Stim48hr
DNAJC24,0.22368615865707397,NDUFAF3,False,330,Stim48hr
ASTE1,0.22367312014102936,PRKCQ,False,30,Stim48hr
ASIC1,0.22362302243709564,ITK,False,12,Stim48hr
LETMD1,0.22361017763614655,RXRB,False,12,Stim48hr
DDX17,0.22357779741287231,RRM2B,False,210,Stim48hr
AMMECR1,0.22352221608161926,ITK,False,28,Stim48hr
ZNF329,0.2235022485256195,PRKCA,False,14,Stim48hr
CYTIP,0.22347396612167358,RRM2B,False,42,Stim48hr
ZNF605,0.2234496772289276,AHR,False,30,Stim48hr
CHCHD1,0.2234104871749878,RRM2B,False,28,Stim48hr
MAPRE1,0.2234007865190506,CD3E,False,28,Stim48hr
PAICS,0.22339889407157898,TEC,False,142,Stim48hr
FBXO11,0.22336922585964203,PRKCA,False,175,Stim48hr
PACRGL,0.22335615754127502,PRKCQ,False,24,Stim48hr
AP2B1,0.2233532965183258,ITK,False,68,Stim48hr
FECH,0.223342627286911,IMPDH2,False,43,Stim48hr
FAM111A,0.22332599759101868,ITK,False,23,Stim48hr
NCK1,0.22331634163856506,CD3G,False,59,Stim48hr
EXOC6B,0.22318613529205322,RXRB,False,24,Stim48hr
COMMD2,0.22317777574062347,IL2RB,False,110,Stim48hr
CLUH,0.22316904366016388,IMPDH2,False,147,Stim48hr
RELT,0.22314245998859406,NDUFB8,False,111,Stim48hr
SMIM3,0.2231263518333435,CUL4A,False,48,Stim48hr
HCST,0.22311900556087494,RXRB,False,38,Stim48hr
SRSF10,0.22310923039913177,IMPDH2,False,552,Stim48hr
PRDX1,0.2230817675590515,NDUFAF3,False,34,Stim48hr
FBXO30,0.22305558621883392,ITK,False,29,Stim48hr
CLN5,0.22296158969402313,IMPDH2,False,40,Stim48hr
TAOK2,0.22292031347751617,RXRB,False,55,Stim48hr
FNDC3A,0.2229149490594864,CD2,False,17,Stim48hr
POLE4,0.22290775179862976,POLE3,False,101,Stim48hr
TBRG4,0.2228790670633316,ITK,False,30,Stim48hr
FUCA1,0.22280868887901306,ITK,False,19,Stim48hr
TMEM97,0.22280266880989075,RRM2B,False,66,Stim48hr
DMXL1,0.2228020280599594,ATP1B3,False,128,Stim48hr
RNF2,0.22272929549217224,INSR,False,49,Stim48hr
PPARA,0.22269034385681152,NDUFAF3,True,29,Stim48hr
BTLA,0.22265976667404175,INSR,False,18,Stim48hr
AGPAT2,0.22264674305915833,PPP3CA,False,42,Stim48hr
PCGF1,0.22263368964195251,CD274,False,684,Stim48hr
NRM,0.22260059416294098,NDUFA6,False,35,Stim48hr
TRABD,0.2225421518087387,NDUFA6,False,29,Stim48hr
CHST12,0.22250886261463165,ITGB2,False,38,Stim48hr
UBTD2,0.22248052060604095,INSR,False,62,Stim48hr
MPRIP,0.2224622219800949,NDUFAF3,False,42,Stim48hr
LAMP3,0.22239699959754944,ITK,False,19,Stim48hr
TBC1D23,0.22229117155075073,ITK,False,16,Stim48hr
TRMT2A,0.22222621738910675,PPP3CA,False,47,Stim48hr
STX8,0.22212882339954376,INSR,False,14,Stim48hr
C16orf95,0.222084641456604,NDUFAF3,False,26,Stim48hr
SERPINE2,0.22199995815753937,RRM2B,False,44,Stim48hr
RNASEL,0.2219921201467514,RRM2B,False,42,Stim48hr
TAX1BP1,0.22198235988616943,IL2RB,False,82,Stim48hr
IGSF8,0.22196736931800842,RXRB,False,36,Stim48hr
TCFL5,0.22196270525455475,RXRB,False,19,Stim48hr
GNAZ,0.22195449471473694,ITK,False,166,Stim48hr
UBE2I,0.22195447981357574,CD3E,False,524,Stim48hr
KLF11,0.2219308614730835,PRKCQ,False,53,Stim48hr
HECA,0.2219206541776657,ITK,False,21,Stim48hr
PAAF1,0.22190113365650177,NDUFV2,False,36,Stim48hr
SIAH1,0.2218571901321411,NDUFB8,False,17,Stim48hr
ENOX2,0.2218300998210907,TYK2,False,53,Stim48hr
POLM,0.221821591258049,ITK,False,14,Stim48hr
DEDD,0.22181180119514465,INSR,False,65,Stim48hr
SGPL1,0.22174905240535736,CSF2RB,False,23,Stim48hr
PIGX,0.22174060344696045,RXRB,False,62,Stim48hr
SEC61A2,0.2217211127281189,CD2,False,43,Stim48hr
ATP6V1E2,0.22167985141277313,LAG3,False,76,Stim48hr
IDH3G,0.22166302800178528,TYK2,False,34,Stim48hr
STMN1,0.2216498702764511,AHR,False,71,Stim48hr
USP14,0.2216484397649765,RXRB,False,70,Stim48hr
SEC63,0.22160618007183075,NDUFAF3,False,448,Stim48hr
INTS14,0.22159697115421295,IMPDH2,False,490,Stim48hr
HOXB4,0.22157350182533264,INSR,False,96,Stim48hr
PTPN12,0.22156202793121338,NDUFAF3,False,21,Stim48hr
NME3,0.2215414047241211,RRM2B,False,66,Stim48hr
FOSL2,0.22152963280677795,CD3E,False,236,Stim48hr
SUCLA2,0.22151781618595123,NDUFS8,False,33,Stim48hr
GLYCTK,0.22150065004825592,PRKCA,False,24,Stim48hr
H2AC25,0.22148190438747406,NDUFAF3,False,35,Stim48hr
LFNG,0.22144760191440582,NDUFAF3,False,34,Stim48hr
CD79B,0.22144262492656708,CD2,True,59,Stim48hr
SPATA33,0.22142766416072845,NDUFB6,False,80,Stim48hr
TYK2,0.22135131061077118,IFNAR1,True,97,Stim48hr
IFNAR1,0.22135131061077118,TYK2,True,75,Stim48hr
DUS1L,0.22134007513523102,INSR,False,34,Stim48hr
RAC3,0.22127167880535126,NDUFAF3,False,24,Stim48hr
MAPDA,0.221225306391716,NDUFA8,False,64,Stim48hr
NUMA1,0.2212241291999817,PSMB9,False,89,Stim48hr
P4HA1,0.2211257964372635,PRKCQ,False,52,Stim48hr
NDFIP1,0.22112049162387848,NDUFAF3,False,16,Stim48hr
GPR171,0.22108194231987,IL2RB,False,29,Stim48hr
PRXL2B,0.22104711830615997,ITK,False,33,Stim48hr
KDM4A,0.2209084928035736,RRM2B,False,105,Stim48hr
SNX16,0.22089539468288422,RRM2B,False,32,Stim48hr
DENND3,0.2207869440317154,THRA,False,106,Stim48hr
IFT27,0.2207813709974289,ATP1B3,False,41,Stim48hr
CLCN3,0.22078000009059906,CD2,False,17,Stim48hr
CCDC88B,0.22065764665603638,INSR,False,28,Stim48hr
ZSWIM4,0.22063519060611725,CD2,False,93,Stim48hr
MAP2K3,0.22058120369911194,RXRB,False,71,Stim48hr
IL10RB,0.22054734826087952,EML4,False,78,Stim48hr
RILPL2,0.22047661244869232,ITK,False,4,Stim48hr
IMMP1L,0.2204159051179886,RXRB,False,112,Stim48hr
TRIM25,0.22027508914470673,RXRB,False,104,Stim48hr
GLG1,0.2202668935060501,RRM2B,False,27,Stim48hr
LIMA1,0.22024501860141754,INSR,False,16,Stim48hr
TCTN2,0.22020770609378815,BCL2L1,False,57,Stim48hr
DMC1,0.22017022967338562,NDUFAF3,False,19,Stim48hr
KIAA0753,0.22015634179115295,INSR,False,35,Stim48hr
EXD3,0.22011682391166687,CD2,False,78,Stim48hr
PDP1,0.22008289396762848,ITK,False,15,Stim48hr
NFKB2,0.2200726419687271,AHR,False,538,Stim48hr
CA11,0.22003798186779022,THRA,False,47,Stim48hr
CNIH4,0.21990887820720673,NDUFAF3,False,69,Stim48hr
UBE2G2,0.21986988186836243,NDUFS8,False,136,Stim48hr
MYL12B,0.2198691964149475,IL2RB,False,46,Stim48hr
SNUPN,0.2198449820280075,IMPDH2,False,192,Stim48hr
NCR3,0.21978192031383514,PRKCA,False,47,Stim48hr
HNRNPDL,0.21974360942840576,RXRB,False,135,Stim48hr
ZW10,0.21969366073608398,RXRB,False,39,Stim48hr
SREBF2,0.2196206897497177,ITGB2,False,149,Stim48hr
FSCN1,0.21960890293121338,ITK,False,16,Stim48hr
XPO6,0.21956823766231537,CD3G,False,93,Stim48hr
ZNF48,0.2195460945367813,NDUFAF3,False,59,Stim48hr
ANO10,0.21952712535858154,RXRB,False,5,Stim48hr
ZDHHC17,0.219465434551239,RRM2B,False,35,Stim48hr
CD7,0.21937815845012665,RRM2B,False,24,Stim48hr
FKBP3,0.21937356889247894,PRKCA,False,32,Stim48hr
NPRL3,0.21934883296489716,INSR,False,30,Stim48hr
SERAC1,0.21934591233730316,NDUFAF3,False,44,Stim48hr
TMEM123,0.21926972270011902,AHR,False,130,Stim48hr
TLCD3A,0.2192307561635971,INSR,False,25,Stim48hr
STAG2,0.2192261517047882,HDAC8,False,221,Stim48hr
MICU2,0.21922613680362701,RXRB,False,19,Stim48hr
DAGLB,0.21915596723556519,NDUFS8,False,47,Stim48hr
DPY19L3,0.21914765238761902,RXRB,False,116,Stim48hr
FUBP3,0.21913458406925201,RXRB,False,27,Stim48hr
BMERB1,0.21913012862205505,NDUFB6,False,33,Stim48hr
HIRIP3,0.2191220372915268,NDUFAF3,False,116,Stim48hr
ERO1B,0.21910449862480164,ITK,False,14,Stim48hr
PRMT3,0.2190447896718979,ITK,False,49,Stim48hr
TMEM50A,0.21898619830608368,PRKCA,False,20,Stim48hr
PCCA,0.21892628073692322,PRKCA,False,22,Stim48hr
ZNF561,0.21890518069267273,INSR,False,41,Stim48hr
MTMR1,0.2189043164253235,AHR,False,6,Stim48hr
UBXN8,0.21890081465244293,RXRB,False,11,Stim48hr
EXOC7,0.2188168466091156,ITGB2,False,224,Stim48hr
NISCH,0.21879567205905914,ITK,False,23,Stim48hr
MESD,0.2187948375940323,ITGB2,False,49,Stim48hr
SSBP2,0.21879293024539948,RRM2B,False,35,Stim48hr
TAFAZZIN,0.21875865757465363,NDUFAF3,False,83,Stim48hr
BTBD7,0.2187233716249466,INSR,False,24,Stim48hr
TMED9,0.2186112254858017,CD3E,False,398,Stim48hr
USF2,0.218608558177948,PRKCA,False,73,Stim48hr
PRKX,0.21859778463840485,EML4,False,79,Stim48hr
BDH2,0.21847783029079437,ITK,False,36,Stim48hr
RPGRIP1L,0.21847550570964813,ITK,False,30,Stim48hr
SLC16A3,0.21844445168972015,NDUFC1,False,50,Stim48hr
AKT1S1,0.2183755338191986,RXRB,False,25,Stim48hr
PDIA3,0.21830004453659058,ITK,False,72,Stim48hr
POLD4,0.2182968556880951,NDUFAF3,True,14,Stim48hr
TRAF5,0.21828119456768036,PSMB9,False,31,Stim48hr
ALKBH3,0.21825778484344482,ITK,False,22,Stim48hr
SLC2A4RG,0.21825017035007477,IL2RB,False,23,Stim48hr
SUN2,0.21821360290050507,PRKCQ,False,21,Stim48hr
NUFIP2,0.2181369662284851,CD2,False,72,Stim48hr
CAPZA2,0.21811845898628235,NDUFS8,False,21,Stim48hr
SPINDOC,0.21808454394340515,NDUFS8,False,54,Stim48hr
IFNAR2,0.21802689135074615,CD2,True,67,Stim48hr
SHKBP1,0.2180078774690628,RXRB,False,32,Stim48hr
KDM6A,0.21795636415481567,RRM2B,False,143,Stim48hr
LPIN2,0.21795117855072021,PRKCA,False,10,Stim48hr
KRAS,0.2179459184408188,ITK,False,32,Stim48hr
ALAD,0.21792574226856232,NDUFV2,False,105,Stim48hr
SFMBT2,0.21792393922805786,VKORC1,False,52,Stim48hr
