gene,polarization_score
DAZAP1,25.225035393592325
ARID1A,25.223802147896837
SPATA2,-25.208855549713256
IPMK,25.185525084802485
HMBS,-25.184543682607245
TEX22,-25.181106324958492
PODXL,25.131845232491855
CALHM6,25.107142935252337
HNRNPDL,-25.097649282694725
AK3,25.024717440229793
GPSM2,25.023082607332224
USP24,25.00917456838067
CREB1,24.996139905473722
TMEM127,-24.954151526149186
RCAN3,24.921651412045293
ALDH1B1,-24.823666186859036
UNC45A,24.820771052739502
EMC9,24.803840017129513
MAGED4B,24.80093646164262
DYNLL1,24.766321733645363
EMX1,-24.75261499007516
CASP3,24.748830515503307
CBFA2T2,24.733040389672226
CD3D,24.704646184926496
PDE6D,24.700287913368488
ATP5F1D,24.68104752661876
MTA3,24.67884144933715
LEO1,-24.6617542556369
LAMTOR3,24.65753955459651
HDHD3,-24.632519630311645
SNRPB2,24.61900313678597
ABCC4,24.58982952684765
SLC35C1,24.571074243913007
SLC39A13,24.56837385517059
RBM23,24.566886163178605
DOLPP1,24.562343927255263
UGCG,24.560297695977923
ZSCAN2,-24.549977373746277
SPTY2D1,-24.536297768319947
ARHGAP27,24.495157795802868
ARL1,-24.454894769806188
RFXAP,24.40601850184172
FAM110A,-24.402500928007047
TRIM22,-24.400820778584283
HOXB9,24.37582423881507
NFKBIL1,24.34287863303383
APBB1IP,-24.340036028029946
HLA-DRB1,-24.32647045361682
INPPL1,-24.32502036232143
SCD,24.320196020509705
DCAF7,24.31952674926957
TNFRSF10B,-24.314354911933467
HDAC3,-24.311974961834796
SETD2,-24.308365277728466
CFAP97,24.284290823671288
GDI1,24.28412600393575
DPH1,-24.283350445591534
CMAS,24.261570497767718
REL,-24.260312955487855
PATJ,-24.23917652086672
ECHS1,24.213224271592775
CCDC90B,24.20911671817545
CAVIN2,-24.097757881492644
LMNA,-24.086327097776206
PTEN,-24.08476582805613
ASAH2B,-24.011521725133722
NDOR1,-23.997026899912996
SIK2,23.984508525600916
SNAP23,-23.97613148593665
IL2RB,23.96926726840991
TMEM223,23.96349044736134
ORC4,23.96338836901981
IKZF2,23.949110460028113
NCOA5,-23.920932947508817
ZNF160,-23.88472570363883
