gene,rank,polarization_score,abs_score,direction,signs_agree,z_Stim8hr,z_Stim48hr,z_Rest,z_Rest_abs,coef_Stim8hr,coef_Stim48hr,known_regulator,regulator_type
CD53,2378,8.240514701119428,8.240514701119428,toward_signature_pos,True,3.8392635258621732,7.814584125395795,-3.226558788868694,3.226558788868694,0.0019974483235674,0.0056353407468155,False,
HNRNPM,2379,-8.230702491737055,8.230702491737055,toward_signature_neg,True,-5.383448855015231,-6.256522236657339,16.130701768644606,16.130701768644606,-0.0052222219145968,-0.0045569548075753,False,
SUPT4H1,2380,8.227637447621671,8.227637447621671,toward_signature_pos,True,3.532213599509429,8.103422865205893,20.190248262744685,20.190248262744685,0.0021711004567766,0.0051181283697433,False,
NASP,2381,-8.22417507881629,8.22417507881629,toward_signature_neg,True,-9.472607904992744,-2.1581320308000715,21.9861011461656,21.9861011461656,-0.0096430807141325,-0.0021503626173245,False,
WAC,2382,8.211116014558533,8.211116014558533,toward_signature_pos,False,-2.422156541901839,14.034428171909433,11.34539656966364,11.34539656966364,-0.0029895982008859,0.0168413507245367,False,
HTRA2,2383,-8.204803718215876,8.204803718215876,toward_signature_neg,False,1.518376166959826,-13.121720861869916,17.737058400505912,17.737058400505912,0.0011230649107921,-0.0064922629134972,False,
HOMER1,2384,-8.202818828584608,8.202818828584608,toward_signature_neg,False,7.009834656844893,-18.61037229391863,-6.595648782479968,6.595648782479968,0.0036506746561616,-0.0107498129254599,False,
CNP,2385,-8.194969954829707,8.194969954829707,toward_signature_neg,True,-11.03360007267553,-0.5558375806846733,-14.841389936540354,14.841389936540354,-0.005018523530502,-0.0003217001906479,False,
NMI,2386,8.192622147844572,8.192622147844572,toward_signature_pos,True,3.7486687889756256,7.837448563904365,25.43990524748691,25.43990524748691,0.0020979674778717,0.0045173714565453,False,
WIPI2,2387,8.192534833000568,8.192534833000568,toward_signature_pos,True,10.94752547538773,0.6384683956556723,5.0498072334853825,5.0498072334853825,0.0093648042861157,0.000395748882972,False,
