gene,gwas_score
WDR47,0.000000
WDR48,0.000000
WDR5,0.000000
WDR54,0.000000
WDR55,0.000000
WDR5B,0.000000
WDR6,0.000000
SKIC8,0.000000
WDR62,0.000000
WDR64,0.000000
WDR70,0.000000
WDR74,0.000000
WDR77,0.000000
WDR81,0.000000
WDR82,0.000000
WDR83,0.000000
WDR83OS,0.000000
WDR86,0.000000
WIZ,0.000000
WLS,0.000000
WNK3,0.000000
WNK4,0.000000
XAGE2,0.000000
XAGE3,0.000000
XAGE5,0.000000
XBP1,0.000000
XDH,0.000000
XG,0.000000
XIAP,0.000000
XIRP1,0.000000
XK,0.000000
XKR3,0.000000
XKR7,0.000000
XKR8,0.000000
XKR9,0.000000
XKRX,0.000000
XPC,0.000000
XPNPEP1,0.000000
XPNPEP2,0.000000
XPNPEP3,0.000000
XPO4,0.000000
XPO5,0.000000
XPO6,0.000000
XPOT,0.000000
XRCC1,0.000000
XAGE1B,0.000000
XAF1,0.000000
XAB2,0.000000
WNT7A,0.000000
WNT1,0.000000
WNT10A,0.000000
WNT10B,0.000000
WNT11,0.000000
WNT16,0.000000
WNT2B,0.000000
WNT3A,0.000000
WNT5A,0.000000
WNT5B,0.000000
WNT6,0.000000
WNT8B,0.000000
WWTR1,0.000000
WNT9A,0.000000
WRAP53,0.000000
WRAP73,0.000000
WSB2,0.000000
WSCD2,0.000000
WT1,0.000000
WTIP,0.000000
WWC3,0.000000
WWP1,0.000000
WWP2,0.000000
WDR35,0.000000
WDR31,0.000000
XRCC6,0.000000
VPS29,0.000000
VPS33B,0.000000
VPS35,0.000000
VPS35L,0.000000
VPS36,0.000000
VPS37A,0.000000
VPS37B,0.000000
VPS37C,0.000000
VPS37D,0.000000
VPS39,0.000000
VPS41,0.000000
VPS45,0.000000
VPS4A,0.000000
VPS4B,0.000000
VPS51,0.000000
VPS52,0.000000
VPS53,0.000000
VPS72,0.000000
VPS8,0.000000
VPS9D1,0.000000
VRK3,0.000000
VRTN,0.000000
VSIG1,0.000000
VSIG10,0.000000
VPS33A,0.000000
VPS28,0.000000
WDR3,0.000000
VPS26C,0.000000
VIPAS39,0.000000
VIPR1,0.000000
VIPR2,0.000000
VIRMA,0.000000
VKORC1L1,0.000000
VMA21,0.000000
VMAC,0.000000
VMO1,0.000000
VN1R1,0.000000
VN1R2,0.000000
VN1R4,0.000000
VN1R5,0.000000
VNN1,0.000000
VNN2,0.000000
VNN3P,0.000000
VPREB1,0.000000
VPREB3,0.000000
VPS11,0.000000
VPS13B,0.000000
VPS16,0.000000
VPS18,0.000000
VPS25,0.000000
VPS26B,0.000000
VSIG10L,0.000000
VSIG10L2,0.000000
VSIG2,0.000000
VSIG4,0.000000
WASHC2A,0.000000
WASHC2C,0.000000
WASHC3,0.000000
WASHC4,0.000000
WASHC5,0.000000
WASL,0.000000
WBP1,0.000000
WBP11,0.000000
WBP1L,0.000000
WBP2NL,0.000000
WDCP,0.000000
WDFY1,0.000000
WDFY2,0.000000
WDFY3,0.000000
WDHD1,0.000000
WDR12,0.000000
WDR13,0.000000
WDR17,0.000000
WDR19,0.000000
WDR20,0.000000
WDR24,0.000000
WDR25,0.000000
WDR26,0.000000
WASHC1,0.000000
WASH6P,0.000000
WASF3,0.000000
VWA3A,0.000000
VSTM1,0.000000
VSTM2L,0.000000
VSTM4,0.000000
VSTM5,0.000000
VSX1,0.000000
VSX2,0.000000
VTCN1,0.000000
VTI1B,0.000000
VTN,0.000000
VWA2,0.000000
VWA5A,0.000000
WASF2,0.000000
VWA5B1,0.000000
VWA5B2,0.000000
VWA7,0.000000
VWCE,0.000000
VWDE,0.000000
VXN,0.000000
WARS1,0.000000
WARS2,0.000000
WAS,0.000000
WASF1,0.000000
XRCC3,0.000000
XRN1,0.000000
ZNF2,0.000000
ZFP91-CNTF,0.000000
ZFPL1,0.000000
ZFPM2,0.000000
ZFR,0.000000
ZFR2,0.000000
ZFTA,0.000000
ZFX,0.000000
ZFY,0.000000
ZFYVE16,0.000000
ZFYVE19,0.000000
ZFYVE21,0.000000
ZFYVE28,0.000000
ZFYVE9,0.000000
ZG16,0.000000
ZG16B,0.000000
ZGRF1,0.000000
ZHX1,0.000000
ZHX1-C8orf76,0.000000
ZIC3,0.000000
ZIM2,0.000000
ZIM3,0.000000
ZKSCAN3,0.000000
ZKSCAN4,0.000000
ZKSCAN5,0.000000
ZFP92,0.000000
ZFP82,0.000000
ZDHHC3,0.000000
ZFP69B,0.000000
ZDHHC6,0.000000
ZDHHC7,0.000000
ZDHHC9,0.000000
ZER1,0.000000
ZFAND1,0.000000
ZFAND2A,0.000000
ZFAND2B,0.000000
ZFAND3,0.000000
ZFAND4,0.000000
ZFAND6,0.000000
ZFC3H1,0.000000
ZFHX4,0.000000
ZFP1,0.000000
ZFP14,0.000000
ZFP2,0.000000
ZFP28,0.000000
ZFP3,0.000000
ZFP30,0.000000
ZFP36,0.000000
ZFP41,0.000000
ZFP57,0.000000
ZFP62,0.000000
ZFP69,0.000000
ZKSCAN7,0.000000
ZKSCAN8,0.000000
ZMAT1,0.000000
ZMAT2,0.000000
ZNF14,0.000000
ZNF140,0.000000
ZNF141,0.000000
ZNF143,0.000000
ZNF146,0.000000
ZNF148,0.000000
ZNF154,0.000000
ZNF155,0.000000
ZNF157,0.000000
ZNF16,0.000000
ZNF160,0.000000
ZNF165,0.000000
ZNF17,0.000000
ZNF174,0.000000
ZNF175,0.000000
ZNF177,0.000000
ZNF180,0.000000
ZNF182,0.000000
ZNF184,0.000000
ZNF185,0.000000
ZNF19,0.000000
ZNF195,0.000000
ZNF197,0.000000
ZNF138,0.000000
ZNF136,0.000000
ZNF135,0.000000
ZNF100,0.000000
ZMIZ2,0.000000
ZMPSTE24,0.000000
ZMYM1,0.000000
ZMYM3,0.000000
ZMYM5,0.000000
ZMYM6,0.000000
ZMYND10,0.000000
ZMYND11,0.000000
ZMYND15,0.000000
ZNF10,0.000000
ZNF101,0.000000
ZNF133,0.000000
ZNF106,0.000000
ZNF107,0.000000
ZNF112,0.000000
ZNF114,0.000000
ZNF117,0.000000
ZNF12,0.000000
ZNF121,0.000000
ZNF124,0.000000
ZBTB35,0.000000
ZNF132,0.000000
ZDHHC5,0.000000
ZDHHC23,0.000000
XRRA1,0.000000
YTHDC1,0.000000
YTHDF1,0.000000
YWHAB,0.000000
YWHAE,0.000000
YWHAG,0.000000
YWHAH,0.000000
YWHAQ,0.000000
YWHAZ,0.000000
YY1,0.000000
YY2,0.000000
ZACN,0.000000
ZAR1,0.000000
ZAR1L,0.000000
ZBBX,0.000000
ZBED1,0.000000
ZBED2,0.000000
ZBED5,0.000000
ZBED10P,0.000000
SCAND3,0.000000
ZBP1,0.000000
ZBTB12,0.000000
ZBTB16,0.000000
ZBTB18,0.000000
ZBTB20,0.000000
YTHDC2,0.000000
YPEL4,0.000000
ZDHHC22,0.000000
YPEL2,0.000000
XXYLT1,0.000000
XYLB,0.000000
XYLT2,0.000000
YAE1,0.000000
YAF2,0.000000
YAP1,0.000000
YARS1,0.000000
YBEY,0.000000
YBX1,0.000000
YBX2,0.000000
YBX3,0.000000
YEATS2,0.000000
YIF1A,0.000000
YIF1B,0.000000
YIPF3,0.000000
YIPF4,0.000000
YIPF6,0.000000
YJU2,0.000000
YJU2B,0.000000
YKT6,0.000000
YLPM1,0.000000
YME1L1,0.000000
YOD1,0.000000
ZBTB21,0.000000
ZBTB22,0.000000
ZBTB26,0.000000
ZBTB3,0.000000
ZC3H8,0.000000
ZC4H2,0.000000
ZCCHC10,0.000000
ZCCHC12,0.000000
ZCCHC13,0.000000
ZCCHC14,0.000000
ZCCHC17,0.000000
ZCCHC18,0.000000
ZCCHC2,0.000000
ZCCHC3,0.000000
ZCCHC4,0.000000
ZCCHC8,0.000000
ZCCHC9,0.000000
ZCWPW1,0.000000
ZDBF2,0.000000
ZDHHC1,0.000000
ZDHHC11,0.000000
ZDHHC13,0.000000
ZDHHC15,0.000000
ZDHHC16,0.000000
ZDHHC18,0.000000
ZDHHC19,0.000000
ZDHHC20,0.000000
ZC3H6,0.000000
ZC3H4,0.000000
ZC3H3,0.000000
ZBTB5,0.000000
ZBTB32,0.000000
ZBTB33,0.000000
ZBTB37,0.000000
ZBTB39,0.000000
ZBTB4,0.000000
ZBTB42,0.000000
ZBTB44,0.000000
ZBTB45,0.000000
ZBTB47,0.000000
ZBTB48,0.000000
ZBTB6,0.000000
ZC3H18,0.000000
ZBTB8A,0.000000
ZBTB8B,0.000000
TSLIG1,0.000000
ZC2HC1C,0.000000
ZC3H10,0.000000
ZC3H12A,0.000000
ZC3H12B,0.000000
ZC3H12D,0.000000
ZC3H13,0.000000
ZC3H14,0.000000
TMEM45B,0.000000
TMEM44,0.000000
TMEM43,0.000000
SLC35E1,0.000000
SLC35E2B,0.000000
SLC35E3,0.000000
SLC35E4,0.000000
SLC35F1,0.000000
SLC35F2,0.000000
SLC35F3,0.000000
SLC35F5,0.000000
SLC35F6,0.000000
SLC35G1,0.000000
SLC35G4,0.000000
SLC35G6,0.000000
SLC36A1,0.000000
SLC36A2,0.000000
SLC36A3,0.000000
SLC36A4,0.000000
SLC37A2,0.000000
SLC37A3,0.000000
SLC37A4,0.000000
SLC38A10,0.000000
SLC38A3,0.000000
SLC38A5,0.000000
SLC38A9,0.000000
SLC39A1,0.000000
SLC35E2A,0.000000
SLC35D3,0.000000
SLC39A13,0.000000
SLC35D2,0.000000
SLC2A5,0.000000
SLC2A6,0.000000
SLC2A7,0.000000
SLC2A8,0.000000
SLC30A1,0.000000
SLC30A2,0.000000
SLC30A3,0.000000
SLC30A4,0.000000
SLC30A5,0.000000
SLC31A1,0.000000
SLC31A2,0.000000
SLC32A1,0.000000
SLC34A2,0.000000
SLC34A3,0.000000
SLC35A1,0.000000
SLC35A2,0.000000
SLC35A4,0.000000
SLC35A5,0.000000
SLC35B1,0.000000
SLC35B3,0.000000
SLC35B4,0.000000
SLC35C1,0.000000
SLC35H1,0.000000
SLC39A10,0.000000
SLC39A14,0.000000
SPATA22,0.000000
SLC4A2,0.000000
SLC51A,0.000000
SLC51B,0.000000
SLC52A1,0.000000
SLC52A2,0.000000
SLC52A3,0.000000
SLC5A1,0.000000
SLC5A10,0.000000
SLC5A12,0.000000
SLC5A2,0.000000
SLC5A4,0.000000
SLC5A5,0.000000
SLC5A8,0.000000
SLC66A2,0.000000
SLC6A14,0.000000
SLC6A17,0.000000
SLC6A18,0.000000
SLC6A19,0.000000
SLC6A5,0.000000
SLC6A6,0.000000
SLC6A8,0.000000
SLC6A9,0.000000
SLC7A13,0.000000
SLC7A2,0.000000
SLC50A1,0.000000
SLC4A1AP,0.000000
SLC39A3,0.000000
SLC4A11,0.000000
SLC39A4,0.000000
SLC39A6,0.000000
SLC39A7,0.000000
SLC39A9,0.000000
SLC3A2,0.000000
SLC41A1,0.000000
SLC41A2,0.000000
SLC41A3,0.000000
SLC43A1,0.000000
SLC43A2,0.000000
SLC44A1,0.000000
SLC44A4,0.000000
SLC44A5,0.000000
SLC45A2,0.000000
SLC45A3,0.000000
SLC45A4,0.000000
SLC46A1,0.000000
SLC46A2,0.000000
SLC46A3,0.000000
SLC47A2,0.000000
SLC49A3,0.000000
SLC49A4,0.000000
SLC4A1,0.000000
SLC2A4,0.000000
SLC2A3,0.000000
SLC2A14,0.000000
SLC16A2,0.000000
SLC16A4,0.000000
SLC16A5,0.000000
SLC16A6,0.000000
SLC16A8,0.000000
SLC17A2,0.000000
SLC17A7,0.000000
SLC17A8,0.000000
SLC17A9,0.000000
SLC18A2,0.000000
SLC18B1,0.000000
SLC19A1,0.000000
SLC1A6,0.000000
SLC1A7,0.000000
SLC20A1,0.000000
SLC22A1,0.000000
SLC22A11,0.000000
SLC22A12,0.000000
SLC22A13,0.000000
SLC22A14,0.000000
SLC22A15,0.000000
SLC22A17,0.000000
SLC67A1-AS,0.000000
SLC22A2,0.000000
SLC16A3,0.000000
SLC16A14,0.000000
SLC2A12,0.000000
SLC16A10,0.000000
SKA3,0.000000
SKIDA1,0.000000
SKIL,0.000000
SKIC2,0.000000
SKP2,0.000000
SLA2,0.000000
SLAMF8,0.000000
SLAMF9,0.000000
SLC10A1,0.000000
SLC10A2,0.000000
SLC10A3,0.000000
SLC10A4,0.000000
SLC10A5,0.000000
SLC10A7,0.000000
SLC11A1,0.000000
SLC11A2,0.000000
SLC12A3,0.000000
SLC12A4,0.000000
SLC12A6,0.000000
SLC12A9,0.000000
SLC13A1,0.000000
SLC13A2,0.000000
SLC13A5,0.000000
SLC22A31,0.000000
SLC22A6,0.000000
SLC22A7,0.000000
SLC22A8,0.000000
SLC25A40,0.000000
SLC25A41,0.000000
SLC25A42,0.000000
SLC25A43,0.000000
SLC25A45,0.000000
SLC25A47,0.000000
SLC25A48,0.000000
SLC25A5,0.000000
SLC25A51,0.000000
SLC25A52,0.000000
SLC25A53,0.000000
SLC25A6,0.000000
SLC26A11,0.000000
SLC26A4,0.000000
SLC26A5,0.000000
SLC26A9,0.000000
SLC27A1,0.000000
SLC27A4,0.000000
SLC27A5,0.000000
SLC28A2,0.000000
SLC2A1,0.000000
SLC2A10,0.000000
SLC2A11,0.000000
SLC25A4,0.000000
SLC25A39,0.000000
SLC25A36,0.000000
SLC25A16,0.000000
SLC22A9,0.000000
SLC23A1,0.000000
SLC23A3,0.000000
SLC24A1,0.000000
SLC24A3,0.000000
SLC25A1,0.000000
SLC25A10,0.000000
SLC25A11,0.000000
SLC25A12,0.000000
SLC25A14,0.000000
SLC25A17,0.000000
SLC25A35,0.000000
SLC25A18,0.000000
SLC25A2,0.000000
SLC25A20,0.000000
SLC25A22,0.000000
SLC25A23,0.000000
SLC25A25,0.000000
SLC25A28,0.000000
SLC25A29,0.000000
SLC25A31,0.000000
SLC25A34,0.000000
SLC7A4,0.000000
SLC7A6,0.000000
SLC7A6OS,0.000000
SNRPG,0.000000
SNTA1,0.000000
SNTB2,0.000000
SNUPN,0.000000
SNURF,0.000000
SNW1,0.000000
SNX1,0.000000
SNX10,0.000000
SNX12,0.000000
SNX14,0.000000
SNX15,0.000000
SNX16,0.000000
SNX22,0.000000
SNX25,0.000000
SNX3,0.000000
SNX30,0.000000
SNX33,0.000000
SNX4,0.000000
SNX7,0.000000
SNX9,0.000000
SOAT1,0.000000
SOBP,0.000000
SOCS4,0.000000
SOCS7,0.000000
SNRPN,0.000000
SNRPF,0.000000
SNAP23,0.000000
SNRPE,0.000000
SNAP29,0.000000
SNAP91,0.000000
SNAPC1,0.000000
SNAPC2,0.000000
SNAPC5,0.000000
SNCB,0.000000
SNCG,0.000000
SND1,0.000000
SNIP1,0.000000
SNORC,0.000000
SNPH,0.000000
SNRNP200,0.000000
SNRNP25,0.000000
SNRNP27,0.000000
SNRNP35,0.000000
SNRNP40,0.000000
SNRNP48,0.000000
SNRPA,0.000000
SNRPB,0.000000
SNRPB2,0.000000
SNRPD1,0.000000
SNRPD2,0.000000
SNRPD3,0.000000
MTCL2,0.000000
SOHLH1,0.000000
SORBS1,0.000000
SORBS3,0.000000
SPACA6,0.000000
SPACA7,0.000000
SPAG11A,0.000000
SPAG11B,0.000000
SPAG5,0.000000
SPAG6,0.000000
SPAG7,0.000000
SPAG8,0.000000
SPAG9,0.000000
SPANXB1,0.000000
SPANXC,0.000000
SPANXD,0.000000
SPANXN1,0.000000
SPANXN2,0.000000
SPANXN3,0.000000
SPANXN4,0.000000
SPANXN5,0.000000
SPARC,0.000000
SPARCL1,0.000000
SPATA1,0.000000
SPATA12,0.000000
SPATA16,0.000000
SPATA18,0.000000
SPACA5B,0.000000
SPACA4,0.000000
SPAAR,0.000000
SOX10,0.000000
SORCS3,0.000000
SORD,0.000000
SORT1,0.000000
SOS2,0.000000
SOST,0.000000
SOWAHA,0.000000
SOWAHB,0.000000
SOWAHC,0.000000
SOWAHD,0.000000
SOX1,0.000000
SOX12,0.000000
SPA17,0.000000
SOX13,0.000000
SOX15,0.000000
SOX17,0.000000
SOX3,0.000000
SOX30,0.000000
SOX6,0.000000
SP1,0.000000
SP6,0.000000
SP7,0.000000
SP9,0.000000
SNAP25,0.000000
SNAI3,0.000000
SLC7A7,0.000000
SLFNL1,0.000000
SLITRK2,0.000000
SLITRK4,0.000000
SLK,0.000000
SLMAP,0.000000
SLN,0.000000
SLPI,0.000000
SLTM,0.000000
SLURP1,0.000000
SLURP2,0.000000
SLX1A,0.000000
SLX1B,0.000000
SLX4IP,0.000000
SLX9,0.000000
SMAD1,0.000000
SMAD9,0.000000
SMAGP,0.000000
SMAP2,0.000000
SMARCA1,0.000000
SMARCA2,0.000000
SMARCAD1,0.000000
SMARCB1,0.000000
SMARCC1,0.000000
SMARCD1,0.000000
SLIRP,0.000000
SLFN5,0.000000
SMYD3,0.000000
SLFN14,0.000000
SLC7A8,0.000000
SLC7A9,0.000000
SLC8A2,0.000000
SLC8A3,0.000000
SLC8B1,0.000000
NHERF1,0.000000
NHERF2,0.000000
SLC9A5,0.000000
SLC9A6,0.000000
SLC9A7,0.000000
SLC9B2,0.000000
SLC9C1,0.000000
SLCO1A2,0.000000
SLCO1B1,0.000000
SLCO1B3-SLCO1B7,0.000000
SLCO2A1,0.000000
SLCO2B1,0.000000
SLCO4A1,0.000000
SLCO5A1,0.000000
SLFN11,0.000000
SLFN12,0.000000
SLFN12L,0.000000
SLFN13,0.000000
SMARCD2,0.000000
SMC1A,0.000000
SMC5,0.000000
SMCO1,0.000000
SMIM7,0.000000
SMIM8,0.000000
SMIM9,0.000000
SMKR1,0.000000
SMN1,0.000000
SMN2,0.000000
SMO,0.000000
SMOC1,0.000000
SMOX,0.000000
SMPD1,0.000000
SMPD2,0.000000
SMPD3,0.000000
SMPD4,0.000000
SMPDL3A,0.000000
SMPDL3B,0.000000
SMPX,0.000000
SMR3A,0.000000
SMR3B,0.000000
SMS,0.000000
SMTN,0.000000
SMTNL1,0.000000
SMURF2,0.000000
SMYD1,0.000000
ERLN,0.000000
SMIM5,0.000000
SMIM41,0.000000
SMIM10L1,0.000000
SMCO2,0.000000
SMCO3,0.000000
SMCO4,0.000000
SMCP,0.000000
SMDT1,0.000000
SMG1,0.000000
SMG5,0.000000
SMG9,0.000000
SMIM1,0.000000
SMIM10,0.000000
SMIM10L2A,0.000000
SMIM30,0.000000
SMIM10L2B,0.000000
SMIM12,0.000000
SMIM17,0.000000
SMIM18,0.000000
SMIM2,0.000000
SMIM21,0.000000
SMIM22,0.000000
SMIM23,0.000000
SMIM24,0.000000
SMIM26,0.000000
SKA2,0.000000
SKA1,0.000000
SIX6,0.000000
SBF1,0.000000
SBK3,0.000000
SBSN,0.000000
SBSPON,0.000000
SCAMP1,0.000000
SCAMP2,0.000000
SCAMP4,0.000000
SCAND1,0.000000
SCAP,0.000000
SCARA3,0.000000
SCARB2,0.000000
SCARF1,0.000000
SCARF2,0.000000
SCART1,0.000000
SCCPDH,0.000000
SCD,0.000000
SCD5,0.000000
SCFD1,0.000000
SCFD2,0.000000
SCG3,0.000000
SCG5,0.000000
SCGB1A1,0.000000
SCGB1C1,0.000000
SCGB1D1,0.000000
SBK2,0.000000
SBDS,0.000000
SAMD15,0.000000
SAXO2,0.000000
SAMD4B,0.000000
SAMD7,0.000000
SAMD8,0.000000
SAMHD1,0.000000
SAMM50,0.000000
SAP130,0.000000
SAP18,0.000000
SAP30BP,0.000000
SAP30L,0.000000
SAPCD1,0.000000
SAPCD2,0.000000
SAR1A,0.000000
SAR1B,0.000000
SARAF,0.000000
SARDH,0.000000
SARM1,0.000000
SARS1,0.000000
SARS2,0.000000
SART3,0.000000
SASH3,0.000000
SASS6,0.000000
SAT1,0.000000
SAT2,0.000000
SCGB1D2,0.000000
SCGB1D4,0.000000
SCGB2A1,0.000000
SCGB2A2,0.000000
SDAD1,0.000000
SDC4,0.000000
SDCBP2,0.000000
SDF2,0.000000
SDHA,0.000000
SDHAF1,0.000000
SDHAF3,0.000000
SDHB,0.000000
SDHD,0.000000
SDK2,0.000000
SDR39U1,0.000000
SDR42E2,0.000000
SDR9C7,0.000000
SDS,0.000000
SDSL,0.000000
SEBOX,0.000000
SEC11C,0.000000
SEC14L3,0.000000
SEC14L5,0.000000
SEC14L6,0.000000
SEC16B,0.000000
SEC22A,0.000000
SEC22C,0.000000
SCYL2,0.000000
SCX,0.000000
SCUBE1,0.000000
SCNN1B,0.000000
SCGB3A1,0.000000
SCGB3A2,0.000000
SCIMP,0.000000
SCML1,0.000000
SCML2,0.000000
SCN11A,0.000000
SCN1B,0.000000
SCN2B,0.000000
SCN4A,0.000000
SCN4B,0.000000
SCNN1D,0.000000
SCTR,0.000000
SCNN1G,0.000000
SCOC,0.000000
SCP2,0.000000
SCP2D1,0.000000
SCPEP1,0.000000
SCRIB,0.000000
SCRN2,0.000000
SCRN3,0.000000
SCRT1,0.000000
SCRT2,0.000000
SAMD4A,0.000000
SAMD14,0.000000
SEC23B,0.000000
RSBN1L,0.000000
RSKR,0.000000
RSL1D1,0.000000
RSL24D1,0.000000
RSPH1,0.000000
RSPH10B,0.000000
RSPH14,0.000000
RSPH4A,0.000000
RSPH6A,0.000000
RSPH9,0.000000
RSPO1,0.000000
RSPO4,0.000000
RSPRY1,0.000000
RSRC2,0.000000
RSU1,0.000000
RTBDN,0.000000
RTCA,0.000000
RTCB,0.000000
RTF2,0.000000
RTKN,0.000000
RTL10,0.000000
RTL4,0.000000
RTL5,0.000000
RTL8A,0.000000
RSF1,0.000000
RSAD1,0.000000
SAMD13,0.000000
RS1,0.000000
RPS6KB2,0.000000
RPS6KL1,0.000000
RPS7,0.000000
RPS8,0.000000
RPTOR,0.000000
RPUSD1,0.000000
RPUSD2,0.000000
RPUSD3,0.000000
RRAGB,0.000000
RRAGC,0.000000
RRAGD,0.000000
RRAS,0.000000
RRH,0.000000
RRM2,0.000000
RRN3,0.000000
RRP1,0.000000
RRP12,0.000000
RRP1B,0.000000
RRP36,0.000000
RRP7A,0.000000
RRP8,0.000000
RRP9,0.000000
RRS1,0.000000
RTL8B,0.000000
RTL8C,0.000000
RTL9,0.000000
RTN2,0.000000
S100A12,0.000000
S100A16,0.000000
S100A2,0.000000
S100A7L2,0.000000
S100A8,0.000000
S100A9,0.000000
S100B,0.000000
S100G,0.000000
S100PBP,0.000000
S1PR1,0.000000
S1PR2,0.000000
SAA1,0.000000
SAA2-SAA4,0.000000
SAAL1,0.000000
SAC3D1,0.000000
SACM1L,0.000000
SAFB,0.000000
SAGE1,0.000000
SALL2,0.000000
SAMD1,0.000000
SAMD10,0.000000
SAMD11,0.000000
SAMD12,0.000000
RYR3,0.000000
RYR1,0.000000
RXYLT1,0.000000
RUNDC3A,0.000000
RTN3,0.000000
RTN4IP1,0.000000
RTN4R,0.000000
RTN4RL1,0.000000
RTP1,0.000000
RTP3,0.000000
RUBCN,0.000000
RUFY2,0.000000
RUFY3,0.000000
RUNDC1,0.000000
RUNX1T1,0.000000
RXRB,0.000000
RUNX2,0.000000
RUSC1,0.000000
RUSF1,0.000000
RUVBL2,0.000000
RWDD2B,0.000000
RXFP1,0.000000
RXFP2,0.000000
RXFP3,0.000000
RXFP4,0.000000
RXRA,0.000000
SEC23A,0.000000
SEC23IP,0.000000
SIX5,0.000000
SH2D6,0.000000
SH3BGRL2,0.000000
SH3BGRL3,0.000000
SH3BP1,0.000000
SH3BP5,0.000000
SH3BP5L,0.000000
SH3D19,0.000000
MNMIP1,0.000000
SH3GL1,0.000000
SH3GLB1,0.000000
SH3GLB2,0.000000
SH3KBP1,0.000000
SH3PXD2B,0.000000
SH3RF2,0.000000
SH3RF3,0.000000
SH3TC2,0.000000
SHANK1,0.000000
SHBG,0.000000
SHC2,0.000000
SHC3,0.000000
SHCBP1,0.000000
SHD,0.000000
SHF,0.000000
SHISA3,0.000000
SH3BGRL,0.000000
SH2D3C,0.000000
SFT2D3,0.000000
SH2D3A,0.000000
SFTA3,0.000000
SFTPA1,0.000000
SFTPA2,0.000000
SFTPB,0.000000
SFTPC,0.000000
SFTPD,0.000000
SFXN2,0.000000
SFXN3,0.000000
SFXN4,0.000000
SFXN5,0.000000
SGCA,0.000000
SGCB,0.000000
SGCE,0.000000
SGK2,0.000000
SGK3,0.000000
SGMS1,0.000000
SGMS2,0.000000
SGSM2,0.000000
SGTA,0.000000
SGTB,0.000000
SH2B2,0.000000
SH2D1A,0.000000
SH2D1B,0.000000
SHISA4,0.000000
SHISA7,0.000000
SHISA8,0.000000
SHISAL2A,0.000000
SIGLEC9,0.000000
SIGLECL1,0.000000
SIGMAR1,0.000000
SIK1,0.000000
SIK1B,0.000000
SIKE1,0.000000
SIM2,0.000000
SIMC1,0.000000
SIN3A,0.000000
SIN3B,0.000000
SINHCAF,0.000000
SIPA1,0.000000
SIPA1L1,0.000000
SIPA1L3,0.000000
SIRPA,0.000000
SIRT2,0.000000
SIRT3,0.000000
SIRT4,0.000000
SIRT5,0.000000
SIRT7,0.000000
SIX1,0.000000
SIX2,0.000000
SIX3,0.000000
SIGLEC8,0.000000
SIGLEC7,0.000000
SIGLEC6,0.000000
SHROOM1,0.000000
SHISAL2B,0.000000
SHKBP1,0.000000
SHLD1,0.000000
SHLD2,0.000000
SHMT2,0.000000
SHOC1,0.000000
SHOX,0.000000
SHPK,0.000000
SHPRH,0.000000
SHQ1,0.000000
SHROOM3,0.000000
SIGLEC16,0.000000
SHROOM4,0.000000
SIAE,0.000000
SIAH1,0.000000
SIAH2,0.000000
SIDT1,0.000000
SIGLEC1,0.000000
SIGLEC10,0.000000
SIGLEC11,0.000000
SIGLEC12,0.000000
SIGLEC14,0.000000
SFTA2,0.000000
SFT2D2,0.000000
SEC24B,0.000000
SEMA3G,0.000000
SEMA4C,0.000000
SEMA4D,0.000000
SEMA4G,0.000000
SEMA6B,0.000000
SEMA7A,0.000000
SEMG1,0.000000
SEMG2,0.000000
SENP2,0.000000
SENP3,0.000000
SENP3-EIF4A1,0.000000
SENP8,0.000000
SEPTIN1,0.000000
SEPTIN10,0.000000
SEPTIN11,0.000000
SEPTIN12,0.000000
SEPTIN14,0.000000
SEPTIN3,0.000000
SEPTIN4,0.000000
SEPTIN5,0.000000
SEPTIN6,0.000000
SERAC1,0.000000
SERF1B,0.000000
SERF2,0.000000
SEMA4B,0.000000
SEMA3C,0.000000
SFT2D1,0.000000
SEMA3B,0.000000
SEC24C,0.000000
SEC24D,0.000000
SEC31A,0.000000
SEC31B,0.000000
SEC61A1,0.000000
SEC62,0.000000
SEC63,0.000000
SECISBP2,0.000000
SECISBP2L,0.000000
SECTM1,0.000000
SEL1L2,0.000000
SELENBP1,0.000000
SELENOF,0.000000
SELENOH,0.000000
SELENOI,0.000000
SELENOM,0.000000
SELENON,0.000000
SELENOO,0.000000
SELENOP,0.000000
SELENOV,0.000000
SELENOW,0.000000
SELP,0.000000
SELPLG,0.000000
SERGEF,0.000000
SERHL2,0.000000
SERINC2,0.000000
SERINC4,0.000000
SET,0.000000
SETD1B,0.000000
SETD2,0.000000
SETD3,0.000000
SETD5,0.000000
SETD6,0.000000
SETDB1,0.000000
SETDB2,0.000000
SETMAR,0.000000
SETSIP,0.000000
SEZ6L,0.000000
SEZ6L2,0.000000
SF1,0.000000
SF3A2,0.000000
SF3B2,0.000000
SF3B3,0.000000
SF3B4,0.000000
SF3B5,0.000000
SF3B6,0.000000
SFI1,0.000000
SFMBT2,0.000000
SFN,0.000000
SFRP4,0.000000
SESTD1,0.000000
SESN2,0.000000
SERTM1,0.000000
SERPINB5,0.000000
SERINC5,0.000000
SERPINA10,0.000000
SERPINA12,0.000000
SERPINA2,0.000000
SERPINA3,0.000000
SERPINA4,0.000000
SERPINA7,0.000000
SERPINB1,0.000000
SERPINB13,0.000000
SERPINB4,0.000000
SERPINB6,0.000000
SERTAD3,0.000000
