gene	gene_id	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
MOGS	ENSG00000115275	8.4204e-01	9.6644e-01	1	0.0	0.0024002960501043	0.009549203896253	0.0960748568733376	-0.0047059874440148	0.0094961319448906	-0.2074622523541679	-0.003764701996938	0.0095553449512511	-0.15889290660414	-19.553106652146383
MOK	ENSG00000080823	1.3510e+00	1.7196e-01	0	0.0	-0.0067149123453925	0.0095500887012001	-0.3169596767537864	-0.0076701251143552	0.0094960267302758	-0.3775065740518444	-0.0004648411341941	0.0095576210374852	-0.0171814696216634	NA
MON1A	ENSG00000164077	8.8589e-01	2.2383e+00	0	0.083532	0.0056014467689477	0.0095488985636053	0.253770572361252	0.0082570711969377	0.0094984400371438	0.4148804735786366	-0.0044307099702247	0.0095552685297379	-0.1918720352206486	-6.003742556781827
MON1B	ENSG00000103111	7.9974e-01	2.7252e-01	0	0.0	-0.0206376204133642	0.009546860063342	-1.5134034088791462	-0.011597757008136	0.0094984407844312	-0.6534399711599375	-0.0004900448030577	0.009555911625285	-0.0181352587219906	NA
MON2	ENSG00000061987	4.8278e-01	3.8420e+00	0	0.0	0.0009423578312296	0.009551442746558	0.0355475428571038	0.0027304296359958	0.0094964896262423	0.1114163396983033	-0.0057970315786195	0.0095551287643297	-0.2643474158511386	8.959343151444823
MORC1	ENSG00000114487	5.4336e-01	2.3738e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MORC2	ENSG00000133422	2.9917e-01	4.8021e+00	0	0.0	0.0078812981783781	0.0095505384191426	0.3879957232895251	0.0074398884003193	0.0094995965394037	0.3629721476876695	-0.0058958258061945	0.0095552467247187	-0.2698387572802825	-7.573230585840683
MORC3	ENSG00000159256	3.8335e-01	3.4012e+00	0	0.407395	0.0001113583067372	0.0095489241167273	0.0040597658888667	0.0047068948000534	0.0094962291167662	0.2075069618356511	0.0140723046781151	0.0095543016998065	0.8513559168404033	0.7717777976386955
MORF4L1	ENSG00000185787	1.7287e-01	3.8085e+00	0	0.036354	-0.0008589920521388	0.0095491646571385	-0.0323000048687294	0.0050398768604143	0.0094963215083248	0.2250275423363842	0.0001055016683544	0.0095590971316648	0.0038412022509784	-26.067568820159316
MORN1	ENSG00000116151	1.3261e+00	-9.8684e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.912634545386666
MORN2	ENSG00000188010	1.7208e+00	-1.2290e+00	0	0.0	-0.0225573428973873	0.009547234069239	-1.7408977367873688	-0.007209824977702	0.0094983980077414	-0.3488821511071112	-0.0084934274983911	0.009556189449226	-0.4269696912895812	NA
MORN3	ENSG00000139714	1.4355e+00	2.5456e-01	0	0.0	0.0188856628445819	0.0095477478389682	1.3191985548992111	0.0171092925912461	0.0094951353065735	1.1451569741993806	-0.009329015844076	0.0095548998220819	-0.4829252874160237	NA
MORN4	ENSG00000171160	8.8130e-01	7.5453e-01	0	0.0	-0.0115596730184141	0.0095482295246104	-0.6457924270819212	-0.0118565037312857	0.0094977700692511	-0.6738054836080891	-0.0187392042761004	0.0095543018852532	-1.3022014889112874	NA
MORN5	ENSG00000185681	1.3684e+00	1.1869e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOS	ENSG00000172680	NA	8.0737e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOSMO	ENSG00000185716	5.7107e-01	2.1623e+00	0	0.0	-0.00991301678873	0.0095484345024937	-0.5240263710140332	0.0139788758155383	0.0094972639800018	0.850532188054553	0.0033523203617956	0.0095560232231524	0.1392189855868164	12.272315952274914
MOSPD3	ENSG00000106330	1.2496e+00	2.0852e-01	0	0.0	0.0101691186692274	0.0095499149463278	0.5421594718189623	0.0161225988463851	0.0094952951650959	1.0479618843727605	0.0153084820275719	0.0095541311779095	0.962092464686375	NA
MOV10	ENSG00000155363	4.7000e-01	4.0916e+00	0	0.0	-0.0011958794027821	0.0095488803382403	-0.0455945506123823	0.0029817793708723	0.0094973677203	0.122883011058741	0.0028322876118335	0.0095581101666624	0.1152107952556831	4.684121967093943
MOV10L1	ENSG00000073146	8.9594e-01	1.3182e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOXD1	ENSG00000079931	1.1500e+00	-1.4352e+00	0	0.42102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPC1	ENSG00000060762	8.5435e-01	1.0077e+00	0	0.055325	0.0131414570455188	0.0095491655832057	0.7726493204462677	0.0023135088838678	0.0094963006358505	0.0928423811656314	-0.0152123612339102	0.0095553546051907	-0.9530824338840226	NA
MPC2	ENSG00000143158	1.4509e+00	1.0680e+00	0	0.0	0.0066139426586871	0.0095482195132159	0.3111177920555616	0.0116273418821276	0.0094987412442221	0.6557188090718126	-0.0031238077127765	0.0095554868528824	-0.1285786208308896	NA
MPDU1	ENSG00000129255	9.6562e-01	4.5510e-01	0	0.0	-0.0063557916625974	0.0095530242808752	-0.2959681433975815	0.0105148261197566	0.0094984981784078	0.5713490071667716	0.003308927276698	0.0095580200031451	0.1371510805527897	NA
MPDZ	ENSG00000107186	1.0906e+00	-5.6613e+00	0	0.562008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPEG1	ENSG00000197629	NA	6.1202e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPG	ENSG00000103152	1.3907e+00	-8.2661e-01	0	0.0	0.0141034449306903	0.0095475310142842	0.8549410418340087	0.0085346543466881	0.0094969318807771	0.4331554126880367	0.008202894461608	0.0095563498884377	0.4081492849907574	-26.653699812866027
MPHOSPH10	ENSG00000124383	5.7062e-01	1.1009e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPHOSPH6	ENSG00000135698	1.5999e+00	-2.7575e+00	0	0.073856	-0.0149346634126317	0.0095547878839497	-0.9278650683948556	-0.0061893372548443	0.0094985284508497	-0.2884742039151534	-0.013431001852832	0.0095565718129445	-0.7960837943723766	NA
MPHOSPH8	ENSG00000196199	6.6124e-01	1.8323e+00	0	0.417831	-0.0077408055506475	0.0095483183586139	-0.3792845009899344	0.0084043704299699	0.0094954763227737	0.4246661769509202	-0.0114264599943861	0.0095543703964577	-0.6349879735110969	NA
MPHOSPH9	ENSG00000051825	7.2197e-01	1.7018e+00	0	0.169249	0.0056522117641857	0.0095519696613493	0.2564573059897592	0.0099802233661703	0.0094986803027486	0.5325080823693629	0.0186773965315512	0.0095535045932798	1.2958057824464704	NA
MPI	ENSG00000178802	1.0999e+00	1.8913e-01	0	0.2507	0.0166482077782882	0.0095478041951009	1.0902022003977452	-0.0006763054268856	0.0094979168868096	-0.0253799190942556	0.0047907381180638	0.009555190406638	0.210336750339196	21.22418235567535
MPIG6B	ENSG00000204420	1.2973e+00	4.1903e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.041932293870715
MPL	ENSG00000117400	1.0292e+00	1.8891e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPLKIP	ENSG00000168303	1.4341e+00	-1.2287e+00	0	0.0	-0.0028123321108385	0.0095486909803996	-0.1144340704756013	-0.0083444951303814	0.0094957894516547	-0.4207286091989911	0.0001296166292638	0.0095552099833694	0.0047258759420685	25.736014535418192
MPND	ENSG00000008382	1.1817e+00	8.1398e-02	0	0.0	0.0068179685389239	0.0095487165779306	0.3230956220913805	0.0072592305407815	0.009496106838215	0.3520111419077303	0.0310370762966822	0.00955169785205	2.9355033286539336	-17.2947607000079
MPO	ENSG00000005381	1.0237e+00	5.7689e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPP2	ENSG00000108852	9.2844e-01	1.9858e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.29363682146589
MPP3	ENSG00000161647	7.5677e-01	2.2081e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPP4	ENSG00000082126	1.1017e+00	7.4079e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPP7	ENSG00000150054	9.7293e-01	8.5797e-01	0	0.340722	-0.0140369905990089	0.0095484207565897	-0.8490356888099899	-0.0072718343656216	0.0094961926979729	-0.3527796929864558	-0.0178672281709124	0.0095556121189221	-1.21086766085374	NA
MPPE1	ENSG00000154889	8.7745e-01	1.2348e+00	0	0.0	0.0109833445636503	0.0095504200085149	0.6017931565478576	0.0004967141087052	0.0094964121610187	0.0185047369867303	0.0265149390611616	0.0095529395661477	2.2580768131580027	NA
MPPED1	ENSG00000186732	6.7113e-01	2.9328e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPPED2	ENSG00000066382	3.1848e-01	2.1460e+00	0	0.405391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPRIP	ENSG00000133030	3.1191e-01	4.8867e+00	0	0.482819	-0.0033321669098488	0.0095574397093339	-0.1382496528888206	0.0011598496689473	0.0094997748258129	0.0443949169966556	-0.0015725580891137	0.0095555419431904	-0.0608376619909755	NA
MPST	ENSG00000128309	1.3071e+00	-4.1116e-01	0	0.0	0.0159666473764987	0.0095486648546297	1.0244452411093523	-0.0013109012988615	0.00949721980818	-0.0505030243703154	0.0068622208975685	0.0095550423283866	0.3254483542527199	NA
MPV17	ENSG00000115204	1.4608e+00	5.2869e-01	0	0.0	-0.0029362248518186	0.0095493470033198	-0.1200532225432376	0.0213550033049136	0.0094949841669391	1.610355401470876	0.0141914951088485	0.0095548667762427	0.861687455967862	NA
MPV17L	ENSG00000156968	1.3075e+00	4.0712e-01	0	0.0	-0.0094683876714453	0.009549011449266	-0.4929056449432421	0.0041325842536203	0.0094967700690964	0.1781871089511273	-0.0110178736745511	0.0095561782301822	-0.6038826569880557	NA
MPV17L2	ENSG00000254858	1.4417e+00	1.3382e-01	0	0.371655	-0.0141076870219884	0.0095480202121836	-0.8552482376063963	0.0018036356019345	0.009496412616683	0.0709035994720666	-0.0063708826325297	0.0095550749689141	-0.2967571309628604	NA
MPZ	ENSG00000158887	7.4090e-01	1.4725e+00	0	0.0	-0.0055377192213467	0.0095488674447173	-0.2502863018222752	0.0065127757613908	0.0094961746832443	0.3072994537399399	-0.0028096752186405	0.009556316035284	-0.1142125694575034	NA
MPZL1	ENSG00000197965	8.2864e-01	1.2601e+00	0	0.0	0.0181364414600317	0.0095473965120961	1.2402619185048642	-0.0033669483997903	0.0094971566371723	-0.140888890309208	-0.004005707749842	0.0095552118883209	-0.1706538801420119	NA
MPZL2	ENSG00000149573	1.7558e+00	-7.4809e-01	0	0.0	-0.0152758617852922	0.0095484245829907	-0.9599307221731188	-0.0007834225474947	0.009496974052857	-0.0295335747132753	0.0125464134570205	0.009554518892866	0.7231618679493623	NA
MPZL3	ENSG00000160588	1.3125e+00	4.4354e-01	0	0.0	-0.0004074885809607	0.0095509407347679	-0.0150365597746244	0.0102700870538185	0.0094959012391556	0.5536400766217371	0.0067143116520499	0.0095573397765923	0.316624934400953	NA
MR1	ENSG00000153029	1.4954e+00	6.8979e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRAP	ENSG00000170262	1.6604e+00	-5.7618e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRAP2	ENSG00000135324	1.6683e+00	5.4652e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRAS	ENSG00000158186	4.3726e-01	3.1613e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRC1	ENSG00000260314	7.4409e-01	-5.4332e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRC2	ENSG00000011028	4.8830e-01	3.1030e+00	0	0.0	-0.0097705893013724	0.009548768128228	-0.513963919606035	0.0016146488476329	0.0094985251320064	0.062973054004636	0.0001398489548465	0.0095578992864674	0.0050996806037921	-8.85105011568575
MRE11	ENSG00000020922	8.3514e-01	8.3102e-01	0	0.421433	0.00011818919107	0.0095487258111357	0.0043101152218267	-0.0010733070802319	0.0094971836530022	-0.040948031066372	-0.0044237360852898	0.0095577445398836	-0.19146080979007	NA
MREG	ENSG00000118242	1.4668e+00	3.6800e-02	0	0.178628	0.0083719120508509	0.0095488471628435	0.4194808632799478	0.0023385186061179	0.0094994693616324	0.0939061737134563	0.0020189183854246	0.0095554154388758	0.0795277804388953	NA
MRFAP1	ENSG00000179010	5.1041e-01	-4.3951e-02	0	0.0	-0.0099132828740651	0.0095485044826717	-0.5240400571974	-0.0114049389581926	0.0094961930492644	-0.6386940266801989	-0.0150243984216925	0.0095543042973246	-0.9360752869041916	NA
MRFAP1L1	ENSG00000178988	1.4782e+00	-1.8143e-01	0	0.079143	-0.0114255165409495	0.0095482620118648	-0.6354753328466907	0.0095145126482677	0.009497507422758	0.4996717097351543	0.003530253648196	0.0095549480419681	0.1476507639888897	NA
MRGBP	ENSG00000101189	4.8816e-01	1.2918e+00	0	0.0	0.0116251745605669	0.0095487408025624	0.6508057324300486	0.0051652280792062	0.0094982452233338	0.2316696392291726	-0.0051947029477896	0.0095549215737026	-0.231597758481882	18.03968098397499
MRGPRD	ENSG00000172938	NA	4.4989e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRE	ENSG00000184350	NA	-6.6853e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRF	ENSG00000172935	1.9159e+00	-4.6982e-01	0	0.053807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRG	ENSG00000182170	NA	-7.2129e-03	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRX1	ENSG00000170255	NA	-3.6932e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRX2	ENSG00000183695	NA	3.2942e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRX3	ENSG00000179826	1.3289e+00	-7.5579e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRX4	ENSG00000179817	1.1609e+00	1.2752e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRI1	ENSG00000037757	1.5742e+00	1.5127e-01	0	0.0	0.0005593432444045	0.0095491025805017	0.0207743600316521	-0.0002513384543125	0.0094963212235333	-0.0092681518787687	0.0224250307777042	0.0095528529224099	1.7230946490359822	NA
MRM1	ENSG00000278619	1.3474e+00	6.5461e-01	0	0.0	-0.0017784292704171	0.009548425099432	-0.0694333375457472	-0.0019973437161228	0.0094958877237005	-0.079142346763507	-0.002054324853412	0.0095553732895373	-0.0810381235646261	NA
MRM2	ENSG00000122687	2.1097e+00	-1.5961e-01	0	0.078906	0.0036301835449143	0.0095488800563344	0.1525335968145383	0.0017816656957188	0.0094970892429634	0.0699720955854657	-0.0066748963431734	0.0095555122622999	-0.3143878765536466	3.135350079111958
MRM3	ENSG00000171861	1.2287e+00	-6.9286e-01	0	0.0	-0.0185982370564642	0.0095481037885391	-1.2885373529401165	-0.0042338170012623	0.0094963286681939	-0.1832791721760383	-0.0022654804780886	0.0095552274216778	-0.0901291222584021	NA
MRNIP	ENSG00000161010	1.3639e+00	-7.3612e-01	0	0.0	0.0001458007176508	0.0095492735716185	0.0053228658705762	0.0023760624483107	0.0094962335047668	0.0955934723262795	-0.0053965785982697	0.0095573303913557	-0.2423601218649384	NA
MRO	ENSG00000134042	1.2367e+00	-1.0724e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH1	ENSG00000179832	1.1714e+00	-6.2305e+00	0	0.049263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH2A	ENSG00000185038	9.8471e-01	8.7249e-01	0	0.26408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH2B	ENSG00000171495	9.6099e-01	-1.2135e+00	0	0.040776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH5	ENSG00000226807	1.6262e+00	-3.4232e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH6	ENSG00000204839	1.1322e+00	-1.9390e+00	0	0.0	-0.0111588999593101	0.0095544388507332	-0.6146415839663987	-0.0001768278893824	0.0095010720364513	-0.0064969869189892	-0.0012887971353379	0.0095560647078422	-0.0492849352605921	-7.419596832900736
MROH7	ENSG00000184313	1.0224e+00	7.3328e-01	0	0.416122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH7-TTC4	ENSG00000271723	NA	7.9118e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH8	ENSG00000101353	8.2011e-01	2.7402e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH9	ENSG00000117501	1.1139e+00	-5.6530e-01	0	0.072222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL1	ENSG00000169288	1.0104e+00	6.8661e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL10	ENSG00000159111	1.1059e+00	4.9953e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL11	ENSG00000174547	1.5816e+00	5.1834e-02	0	0.094228	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.434915473556508
MRPL12	ENSG00000262814	9.8157e-01	4.5866e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL13	ENSG00000172172	1.5229e+00	-2.9795e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL14	ENSG00000180992	1.3281e+00	4.7295e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.373497476716327
MRPL15	ENSG00000137547	1.2068e+00	6.5065e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0324743180671682
MRPL16	ENSG00000166902	1.1245e+00	2.9773e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-28.49998915799533
MRPL17	ENSG00000158042	1.2074e+00	-7.9597e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8699950946791053
MRPL18	ENSG00000112110	1.1606e+00	-6.8682e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-38.027754588643
MRPL19	ENSG00000115364	1.2293e+00	-3.6542e-01	0	0.095125	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.467081482632469
MRPL2	ENSG00000112651	1.0759e+00	1.1110e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.862527325306916
MRPL20	ENSG00000242485	1.5113e+00	-2.0803e+00	0	0.069204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL21	ENSG00000197345	1.0636e+00	6.4405e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0866522623700266
MRPL22	ENSG00000082515	1.1483e+00	5.5945e-01	0	0.041873	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.154901172676915
MRPL23	ENSG00000214026	NA	2.6642e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1170039777931389
MRPL24	ENSG00000143314	8.5924e-01	1.0282e+00	0	0.049028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL27	ENSG00000108826	6.2795e-01	-9.7314e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL28	ENSG00000086504	1.3314e+00	-2.4705e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL3	ENSG00000114686	1.2519e+00	4.4573e-01	0	0.484188	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.787021912056977
MRPL30	ENSG00000185414	9.8567e-01	6.1387e-01	0	0.058049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL32	ENSG00000106591	1.0070e+00	6.9187e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6304149093135123
MRPL33	ENSG00000243147	1.0366e+00	-4.4775e-02	0	0.048845	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.318750390547812
MRPL34	ENSG00000130312	2.1619e+00	-7.8063e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.201711404698974
MRPL35	ENSG00000132313	1.2367e+00	7.1479e-03	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.803732225422102
MRPL36	ENSG00000171421	1.6939e+00	-5.6701e-01	0	0.062329	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.068598951569513
MRPL37	ENSG00000116221	1.0253e+00	2.1339e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.858709648943223
MRPL38	ENSG00000204316	1.2354e+00	-1.5663e-01	0	0.060253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL39	ENSG00000154719	1.0432e+00	-4.0985e-01	0	0.214349	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.40931127192684
MRPL4	ENSG00000105364	1.3261e+00	6.6772e-01	0	0.37412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL40	ENSG00000185608	1.0873e+00	-3.3437e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL41	ENSG00000182154	1.9040e+00	9.5847e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL42	ENSG00000198015	1.4214e+00	-5.8058e-02	0	0.048066	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.535973028518761
MRPL43	ENSG00000055950	1.2372e+00	5.1215e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.48682179931916
MRPL44	ENSG00000135900	1.1682e+00	-2.3803e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL45	ENSG00000278845	7.6368e-01	1.2555e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.656968605187767
MRPL46	ENSG00000259494	1.1639e+00	-1.2715e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1256119607039454
MRPL47	ENSG00000136522	1.2298e+00	-1.0657e+00	0	0.079778	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.5317391107966625
MRPL48	ENSG00000175581	7.3947e-01	1.0704e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL49	ENSG00000149792	1.1908e+00	8.0276e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.487370195272867
MRPL50	ENSG00000136897	1.0465e+00	-8.0632e-01	0	0.044299	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.152272657126623
MRPL51	ENSG00000111639	7.9162e-01	3.7640e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL52	ENSG00000172590	1.2590e+00	-1.3767e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.867262112474926
MRPL53	ENSG00000204822	1.7535e+00	-8.7932e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.71603037865227
MRPL54	ENSG00000183617	1.2430e+00	2.7505e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.32243132724417
MRPL55	ENSG00000162910	1.2431e+00	1.0261e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.690361813705128
MRPL57	ENSG00000173141	3.7450e+00	-7.3866e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.278858751940421
MRPL58	ENSG00000167862	9.7957e-01	4.9301e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.60108821389033
MRPL9	ENSG00000143436	1.2669e+00	-5.5634e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.141904722663808
MRPS10	ENSG00000048544	1.1842e+00	8.6132e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.853281175850134
MRPS11	ENSG00000181991	1.5320e+00	-5.4598e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.4922599202398485
MRPS12	ENSG00000128626	1.5642e+00	-1.8163e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.497155062785202
MRPS14	ENSG00000120333	1.3317e+00	4.7584e-01	0	0.4406	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0252067277892018
MRPS15	ENSG00000116898	1.1360e+00	2.0597e-01	0	0.074352	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.047579489351035
MRPS16	ENSG00000182180	9.5713e-01	-1.4781e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.80666798417026
MRPS17	ENSG00000239789	1.0483e+00	5.0257e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1859214863561737
MRPS18A	ENSG00000096080	1.2790e+00	-8.2607e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS18B	ENSG00000204568	1.3123e+00	-1.6511e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.073008057766552
MRPS18C	ENSG00000163319	1.4418e+00	6.3531e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.426022198414616
MRPS2	ENSG00000122140	1.0929e+00	6.7967e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.086971753712145
MRPS21	ENSG00000266472	1.4526e+00	7.0034e-01	0	0.452704	NA	NA	NA	NA	NA	NA	NA	NA	NA	-30.739649887558397
MRPS22	ENSG00000175110	9.2554e-01	1.5799e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.652713741473097
MRPS23	ENSG00000181610	1.1065e+00	-1.4616e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.036932893803574
MRPS24	ENSG00000062582	1.0606e+00	-1.4204e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.87384368520244
MRPS25	ENSG00000131368	1.3357e+00	-1.8549e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5919162445877504
MRPS26	ENSG00000125901	1.5922e+00	-8.3402e-02	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8093101466675252
MRPS27	ENSG00000113048	1.1342e+00	1.8188e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0243571111350819
MRPS28	ENSG00000147586	1.2196e+00	-8.9739e-01	0	0.047187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS30	ENSG00000112996	1.2408e+00	-1.2155e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS31	ENSG00000102738	9.9781e-01	5.8557e-01	0	0.541995	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.23298908627398
MRPS33	ENSG00000090263	1.6322e+00	7.0875e-01	0	0.063799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS34	ENSG00000074071	1.4615e+00	-1.9497e+00	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.188805861006724
MRPS35	ENSG00000061794	1.2098e+00	2.3496e-01	0	0.031384	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.412576236007016
KGD4	ENSG00000134056	1.1844e+00	7.6392e-01	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.38938534502046
