gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
RIBC2	ENSG00000128408	0.027494	1.175400	0.513760	0	0.000000	0.002040	0.009550	0.080494	0.009174	0.009496	0.476221	0.020084	0.009553	1.449237	
RIC1	ENSG00000107036	0.041396	0.621580	-1.555700	0	0.000000	0.001753	0.009549	0.068350	0.016626	0.009495	1.097177	-0.012899	0.009554	-0.751963	
RIC3	ENSG00000166405	0.018195	1.405000	-1.139000	0	0.000000	-0.000859	0.009549	-0.032303	-0.014364	0.009495	-0.884859	-0.011970	0.009555	-0.677180	
RIC8A	ENSG00000177963	0.016977	1.006500	0.254610	0	0.000000	0.009535	0.009549	0.497550	-0.004740	0.009497	-0.209222	-0.000351	0.009558	-0.012929	-7.950870
RIC8B	ENSG00000111785	0.762040	0.422750	3.212600	0	0.057745	0.021947	0.009547	1.666980	0.003575	0.009496	0.150832	-0.002173	0.009559	-0.086103	5.483325
RICTOR	ENSG00000164327	0.763499	0.289260	3.978100	0	0.038227	-0.011788	0.009550	-0.663275	0.000338	0.009497	0.012502	-0.000117	0.009555	-0.004274	-1.887817
RIDA	ENSG00000132541	0.028598	1.432900	0.124190	0	0.000000	0.008863	0.009549	0.451853	-0.016446	0.009495	-1.079464	-0.014920	0.009554	-0.926597	-11.195731
RIF1	ENSG00000080345	0.007993	0.233540	-0.832760	0	0.000000	0.002972	0.009551	0.121670	-0.012066	0.009496	-0.690617	0.009730	0.009555	0.510680	-2.612917
RIIAD1	ENSG00000178796	0.015358	1.742800	-0.352240	0	0.000000										
RILP	ENSG00000167705	0.047070	1.664400	-1.349000	0	0.000000	0.002389	0.009551	0.095552	0.031824	0.009492	3.095295	0.020477	0.009556	1.492878	
RILPL1	ENSG00000188026	0.016184	0.877110	2.279400	0	0.000000	-0.006038	0.009549	-0.278026	-0.008022	0.009496	-0.399815	0.003073	0.009555	0.126228	
RILPL2	ENSG00000150977	0.514766	1.254900	0.542280	0	0.055171	-0.011194	0.009549	-0.617784	-0.005817	0.009497	-0.267424	-0.019770	0.009555	-1.413757	
RIMBP2	ENSG00000060709	0.026865	0.514650	2.203800	0	0.000000										
RIMBP3	ENSG00000275793	0.036487	0.055544	16.222000	0	0.000000										
RIMBP3B	ENSG00000274600	0.023925		6.542200	0	0.000000										
RIMBP3C	ENSG00000183246	0.624012			0	0.068300										
RIMKLA	ENSG00000177181	0.703504	0.668700	2.040700	0	0.406317	-0.013473	0.009549	-0.800547	-0.020611	0.009495	-1.523152	-0.006647	0.009556	-0.312727	
RIMKLB	ENSG00000166532	0.042654	0.410900	4.004500	0	0.000000	-0.000174	0.009550	-0.006369	0.001481	0.009502	0.057438	0.018365	0.009559	1.261779	-41.631562
RIMS1	ENSG00000079841	0.017441	0.465260	1.025500	0	0.000000										
RIMS2	ENSG00000176406	0.016898	0.420130	0.484080	0	0.000000										
RIMS3	ENSG00000117016	0.027934	0.790010	1.649200	0	0.000000	-0.004059	0.009549	-0.173405	0.001320	0.009496	0.050868	0.004176	0.009555	0.179100	
RIMS4	ENSG00000101098	0.040086	0.540680	3.850900	0	0.000000										
RIN1	ENSG00000174791	0.011466	1.009900	0.320830	0	0.000000										28.872095
RIN2	ENSG00000132669	0.025034	0.609380	0.909960	0	0.000000										
RIN3	ENSG00000100599	0.788102	0.887230	0.775760	0	0.701372	0.006784	0.009557	0.320753	0.014317	0.009495	0.880660	0.016148	0.009556	1.040484	
RING1	ENSG00000204227	0.024158	0.412810	3.716300	0	0.000000	0.001485	0.009549	0.057275	0.000398	0.009496	0.014780	-0.007733	0.009557	-0.378342	8.729249
RINL	ENSG00000187994	0.025064	0.876670	0.596030	0	0.000000	0.007539	0.009549	0.366682	0.024078	0.009494	1.950027	0.009713	0.009555	0.509466	
RINT1	ENSG00000135249	0.018521	0.930480	0.465370	0	0.000000	-0.017619	0.009547	-1.187073	0.002147	0.009502	0.085535	-0.001337	0.009555	-0.051253	
RIOK1	ENSG00000124784	0.027679	1.101600	0.673550	0	0.000000	0.001500	0.009550	0.057875	-0.012451	0.009496	-0.721677	-0.013009	0.009554	-0.761050	
RIOK2	ENSG00000058729	0.669249	0.942280	1.397300	0	0.423791	-0.014716	0.009547	-0.909160	-0.009326	0.009496	-0.486725	-0.012296	0.009554	-0.703024	
RIOK3	ENSG00000101782	0.022975	0.820200	1.351200	0	0.000000	-0.005437	0.009552	-0.244704	-0.014227	0.009497	-0.872461	-0.004282	0.009555	-0.184381	
RIOX1	ENSG00000170468	0.031898	0.988390	0.732030	0	0.000000	-0.007363	0.009552	-0.355717	0.000899	0.009497	0.034058	0.018385	0.009554	1.264957	
RIOX2	ENSG00000170854	0.027102	1.082600	-0.077768	0	0.000000	0.004840	0.009551	0.213032	0.003531	0.009496	0.148719	-0.008852	0.009555	-0.450651	
RIPK1	ENSG00000137275	0.843381	0.596980	1.420800	1	0.000000	-0.002731	0.009550	-0.110758	0.009996	0.009496	0.533811	0.007836	0.009561	0.384614	27.415256
RIPK2	ENSG00000104312	0.863700	0.817900	2.162100	0	0.557663	-0.012109	0.009548	-0.688769	-0.020605	0.009495	-1.522648	-0.012738	0.009555	-0.738776	
RIPK3	ENSG00000129465	0.800005	1.247100	-0.059873	1	0.000000	0.009355	0.009553	0.484850	0.026237	0.009494	2.242246	0.018477	0.009554	1.274601	
RIPK4	ENSG00000183421	0.864196	0.594590	2.662100	0	0.065202										
RIPOR1	ENSG00000039523	0.599230	0.619530	2.293500	0	0.088002	-0.005171	0.009551	-0.230446	0.010927	0.009497	0.602189	0.003580	0.009556	0.150000	-8.068533
RIPOR2	ENSG00000111913	0.926291	0.444840	2.987200	0	0.578114										
RIPOR3	ENSG00000042062	0.017021	0.985240	0.178500	0	0.000000										
RIPPLY2	ENSG00000203877	0.489096	1.640000	-1.412800	0	0.040889										
RIPPLY3	ENSG00000183145	0.013353	1.214900	-0.678960	0	0.000000										
RIT1	ENSG00000143622	0.614825	0.461750	1.653300	0	0.111684	-0.002793	0.009552	-0.113506	-0.003895	0.009505	-0.166218	-0.003224	0.009558	-0.133206	
RIT2	ENSG00000152214	0.771781	1.426200	0.807220	0	0.377249										
RITA1	ENSG00000139405	0.016147	2.646600	0.755090	0	0.000000	0.006877	0.009549	0.326584	0.000042	0.009496	0.001528	0.014402	0.009554	0.880242	
RLBP1	ENSG00000140522	0.010615	0.997540	-0.161630	0	0.000000										
RLF	ENSG00000117000	0.031224	0.080690	5.227500	0	0.000000	0.016440	0.009548	1.069906	-0.007383	0.009496	-0.359593	0.010417	0.009557	0.559485	-6.712893
RLN1	ENSG00000107018	0.504386	1.278100	-2.061400	0	0.077519										
RLN2	ENSG00000107014	0.250376	2.314800	-2.324100	0	0.031207	-0.010526	0.009549	-0.568056	-0.009304	0.009497	-0.485129	-0.004939	0.009556	-0.218075	
RLN3	ENSG00000171136	0.010407	2.027700	-0.116960	0	0.000000										
RMC1	ENSG00000141452	0.019776	0.592580	1.707700	0	0.000000	0.009983	0.009549	0.529008	0.014118	0.009495	0.863032	0.012840	0.009555	0.746997	16.060231
RMDN1	ENSG00000176623	0.012422	1.249200	-0.984150	0	0.000000	0.004919	0.009549	0.217202	0.013958	0.009496	0.848882	-0.000160	0.009556	-0.005856	
RMDN2	ENSG00000115841	0.371530	1.429600	-2.282800	0	0.336129	0.003106	0.009550	0.127842	-0.015570	0.009495	-0.995336	0.002193	0.009555	0.087005	
RMDN3	ENSG00000137824	0.039242	0.860290	0.498820	0	0.000000	0.019652	0.009547	1.402561	0.012844	0.009496	0.754015	-0.014419	0.009556	-0.881594	16.362068
RMI1	ENSG00000178966	0.385047	1.019000	0.601360	0	0.076795	0.011907	0.009550	0.672597	0.013615	0.009496	0.819135	-0.003602	0.009555	-0.151053	-1.169834
RMI2	ENSG00000175643	0.568006	2.179900	-1.346600	0	0.642235	-0.003364	0.009552	-0.139831	0.008229	0.009496	0.413213	-0.002162	0.009556	-0.085656	
RMND1	ENSG00000155906	0.526535	0.984450	1.386000	0	0.089956	-0.019738	0.009547	-1.412175	-0.004961	0.009496	-0.220834	-0.002926	0.009555	-0.119491	
RMND5A	ENSG00000153561	0.063206	0.513510	4.248600	0	0.000000	-0.016011	0.009550	-1.028404	-0.001276	0.009496	-0.049073	-0.011532	0.009555	-0.643018	-8.754367
RMND5B	ENSG00000145916	0.028392	1.078000	0.860970	0	0.000000	-0.012159	0.009550	-0.692580	-0.014083	0.009495	-0.859875	-0.011322	0.009555	-0.627005	
RNASE1	ENSG00000129538	0.011149		-0.061020	0	0.000000										
RNASE10	ENSG00000182545	0.015168	5.725600	-0.330700	0	0.000000										
RNASE11	ENSG00000173464	0.016010		-0.392080	0	0.000000										
RNASE12	ENSG00000258436	0.011679		0.531860	0	0.000000										
RNASE13	ENSG00000206150	0.013925		0.146760	0	0.000000										
RNASE2	ENSG00000169385	0.012770		0.846840	0	0.000000										
RNASE3	ENSG00000169397	0.012123		0.395890	0	0.000000										
RNASE4	ENSG00000258818	0.015184		-0.035632	0	0.000000	-0.021523	0.009547	-1.616452	-0.006849	0.009501	-0.326969	0.003515	0.009555	0.146908	
RNASE6	ENSG00000169413	0.033345		-0.476220	0	0.000000	-0.018044	0.009547	-1.230662	-0.020286	0.009498	-1.485166	-0.015898	0.009557	-1.016683	
RNASE7	ENSG00000165799	0.012776		0.231190	0	0.000000										
RNASE8	ENSG00000173431	0.012812		0.277390	0	0.000000										
RNASE9	ENSG00000188655	0.015684		-0.431890	0	0.000000										
RNASEH1	ENSG00000171865	0.032185	1.077300	0.542610	0	0.000000	-0.015707	0.009550	-0.999781	0.002061	0.009497	0.081870	0.006706	0.009555	0.316253	2.135140
RNASEH2A	ENSG00000104889	0.611321	1.245600	-0.232010	1	0.000000	0.011415	0.009549	0.634577	-0.008646	0.009496	-0.440604	-0.001623	0.009556	-0.062895	13.240319
RNASEH2B	ENSG00000136104	0.805676	1.055900	-0.016600	1	0.398010	0.020827	0.009555	1.533146	0.007681	0.009499	0.378062	0.009832	0.009556	0.517806	28.970844
RNASEH2C	ENSG00000172922	0.848657	1.785300	-1.668600	1	0.224986	0.011775	0.009549	0.662395	0.016138	0.009495	1.049477	0.013134	0.009555	0.771314	5.878181
RNASEK	ENSG00000219200	0.022726	1.168700	0.972340	0	0.000000	-0.007645	0.009557	-0.372895	0.001525	0.009505	0.059214	0.003758	0.009558	0.158509	-2.883849
RNASEK-C17orf49	ENSG00000161939	0.019409	0.952730	0.607570	0	0.000000										
RNASEL	ENSG00000135828	0.920398	0.934160	0.491310	1	0.420095	0.000720	0.009549	0.026930	0.013631	0.009495	0.820550	0.016266	0.009554	1.052132	
RNASET2	ENSG00000026297	0.566607	1.133500	-0.241660	0	0.852096	-0.001255	0.009549	-0.047966	-0.021934	0.009496	-1.679364	-0.002129	0.009555	-0.084238	
RND1	ENSG00000172602	0.070972	0.579270	0.977440	0	0.000000	-0.030290	0.009544	-2.820980	0.007742	0.009497	0.381975	-0.006599	0.009557	-0.309857	
RND2	ENSG00000108830	0.023335	0.937480	0.719250	0	0.000000										
RND3	ENSG00000115963	0.775845	0.544870	2.348000	0	0.447189										
RNF10	ENSG00000022840	0.036465	0.544690	0.898760	0	0.000000	-0.016259	0.009549	-1.052300	0.006162	0.009497	0.286968	-0.008561	0.009555	-0.431427	
RNF103	ENSG00000239305	0.415205	0.492500	1.265600	0	0.036142	-0.000336	0.009551	-0.012362	0.010335	0.009501	0.557943	0.021255	0.009554	1.582958	
RNF103-CHMP3	ENSG00000249884	0.023689	0.654890	1.647900	0	0.000000										
RNF11	ENSG00000123091	0.038340	0.578040	1.696000	0	0.000000	0.004926	0.009554	0.217392	-0.003316	0.009505	-0.138332	0.000793	0.009558	0.029707	
RNF111	ENSG00000157450	0.015865	0.268250	0.262730	0	0.000000	0.007000	0.009552	0.333741	0.004005	0.009499	0.171799	0.019731	0.009555	1.409515	-19.844204
RNF112	ENSG00000128482	0.027896	0.699410	1.696500	0	0.000000										
RNF113B	ENSG00000139797	0.443308	0.874120	0.267520	0	0.033213										
RNF114	ENSG00000124226	0.604637	0.416500	1.514900	0	0.523801	-0.013193	0.009548	-0.777045	-0.005233	0.009499	-0.235314	0.001232	0.009555	0.046999	
RNF115	ENSG00000265491	0.019878	1.067600	-0.050026	0	0.000000	0.018356	0.009549	1.262921	0.015023	0.009497	0.944298	0.002321	0.009555	0.092531	-27.496164
RNF121	ENSG00000137522	0.029127	0.649840	1.463800	0	0.000000	-0.015369	0.009548	-0.968608	-0.013165	0.009496	-0.780799	-0.011069	0.009556	-0.607777	
RNF122	ENSG00000133874	0.016854	1.055400	0.912980	0	0.000000	-0.012298	0.009549	-0.703804	0.010977	0.009496	0.606053	-0.001739	0.009555	-0.067754	-14.114298
RNF123	ENSG00000164068	0.912342	0.610490	3.186300	0	0.267776										
RNF125	ENSG00000101695	0.061587	1.161300	0.723560	0	0.000000	-0.011931	0.009552	-0.674335	0.026627	0.009493	2.297147	0.010928	0.009556	0.597173	
RNF126	ENSG00000070423	0.064284	0.693740	0.548580	0	0.000000	0.009096	0.009552	0.467297	-0.002088	0.009498	-0.083027	-0.011892	0.009555	-0.670982	
RNF13	ENSG00000082996	0.426124	0.738590	1.562300	0	0.032791	0.003284	0.009549	0.136147	0.009852	0.009496	0.523568	-0.003365	0.009557	-0.139770	
RNF130	ENSG00000113269	0.050317	0.677900	1.470400	0	0.000000	-0.004600	0.009550	-0.200619	0.005373	0.009498	0.242900	0.011828	0.009557	0.665842	
RNF133	ENSG00000188050	0.697085		-0.371830	0	0.133920										
RNF135	ENSG00000181481	0.498401	1.404800	0.195810	0	0.253230	-0.009741	0.009548	-0.511932	0.000361	0.009496	0.013373	0.011578	0.009554	0.646652	
RNF138	ENSG00000134758	0.037675	0.627260	2.661200	0	0.000000	-0.010004	0.009548	-0.530487	0.007634	0.009496	0.375262	0.003284	0.009557	0.136011	-4.587057
RNF139	ENSG00000170881	0.015012	0.466520	2.813700	0	0.000000	0.009021	0.009549	0.462432	-0.005674	0.009496	-0.259478	-0.000611	0.009555	-0.022729	
RNF14	ENSG00000013561	0.027185	0.685660	2.816900	0	0.000000	-0.005238	0.009555	-0.233918	0.017081	0.009501	1.141212	0.004779	0.009555	0.209736	-8.151763
RNF141	ENSG00000110315	0.370855	0.973270	1.259800	0	0.136894	-0.004285	0.009549	-0.184641	-0.004031	0.009496	-0.173136	0.005809	0.009555	0.265026	
RNF144A	ENSG00000151692	0.610411	0.470990	1.343100	0	0.525332	0.008141	0.009551	0.404474	0.009174	0.009496	0.476236	0.004713	0.009556	0.206306	
RNF144B	ENSG00000137393	0.023159	0.867950	0.191720	0	0.000000	-0.003567	0.009554	-0.149430	-0.016764	0.009498	-1.110263	-0.007621	0.009555	-0.371502	
RNF145	ENSG00000145860	0.914505	0.339560	5.582800	0	0.596890	0.017619	0.009553	1.186031	0.009372	0.009496	0.489860	-0.017866	0.009555	-1.210858	-10.625698
RNF146	ENSG00000118518	0.576448	0.613030	1.972900	0	0.073896	-0.004612	0.009554	-0.201144	-0.004224	0.009500	-0.182701	0.002688	0.009556	0.108751	
RNF148	ENSG00000235631	0.480130	1.150200	-1.098900	0	0.133920										
RNF149	ENSG00000163162	0.514781	0.774590	0.773310	0	0.133094	0.002861	0.009551	0.116599	0.004519	0.009496	0.197783	0.020609	0.009553	1.508541	
RNF150	ENSG00000170153	0.031535	0.858280	1.509500	0	0.000000										
RNF151	ENSG00000179580	0.015243	1.416900	-0.669160	0	0.000000										
RNF152	ENSG00000176641	0.014550	1.428700	0.509700	0	0.000000										
RNF157	ENSG00000141576	0.035509	0.779660	1.058100	0	0.000000	0.005025	0.009549	0.222783	0.026335	0.009498	2.254324	0.030228	0.009552	2.807687	
ARK2C	ENSG00000141622	0.033832	0.499960	2.489000	0	0.000000										
RNF166	ENSG00000158717	0.507528	0.947020	-0.590670	0	0.118837	0.015138	0.009548	0.947343	0.028613	0.009494	2.587446	0.018354	0.009556	1.261139	
RNF167	ENSG00000108523	0.027160	0.800660	-0.342870	0	0.000000	-0.009835	0.009548	-0.518551	0.010807	0.009495	0.593299	-0.011334	0.009555	-0.627805	
RNF168	ENSG00000163961	0.630323	1.296100	-0.693190	1	0.000000	0.010853	0.009552	0.591875	0.006840	0.009496	0.326620	0.002636	0.009556	0.106442	
RNF169	ENSG00000166439	0.018911	0.626370	0.329390	0	0.000000	0.024854	0.009546	2.034415	0.006827	0.009496	0.325899	0.027428	0.009552	2.387874	
RNF17	ENSG00000132972	0.031414	0.208660	2.707400	0	0.000000	-0.013810	0.009548	-0.829471	-0.006803	0.009497	-0.324386	-0.013278	0.009555	-0.783356	
RNF170	ENSG00000120925	0.017494	0.595200	2.398900	0	0.000000	-0.001013	0.009549	-0.038346	-0.000095	0.009496	-0.003488	0.009085	0.009555	0.466310	
RNF175	ENSG00000145428	0.439429	0.996080	0.455520	0	0.114210										
RNF180	ENSG00000164197	0.017990	0.841580	-0.065700	0	0.000000										
RNF181	ENSG00000168894	0.021497	1.496000	0.742230	0	0.000000	0.006262	0.009550	0.290740	0.012244	0.009498	0.704682	-0.001632	0.009556	-0.063306	50.567560
RNF182	ENSG00000180537	0.017582	1.599600	0.665760	0	0.000000										
RNF183	ENSG00000165188	0.015841	1.012800	0.713300	0	0.000000										
RNF185	ENSG00000138942	0.796658	0.829770	1.654700	0	0.046664	-0.008858	0.009550	-0.451450	0.009067	0.009496	0.468944	-0.013531	0.009557	-0.804532	
RNF186	ENSG00000178828	0.706302		0.013274	0	0.758573										
RNF187	ENSG00000168159	0.039377	1.203200	-0.272060	0	0.000000	-0.004389	0.009551	-0.189868	0.010556	0.009500	0.574290	0.009838	0.009560	0.517928	
RNF19A	ENSG00000034677	0.793109	0.567910	3.368800	0	0.273518	-0.010529	0.009552	-0.568096	0.005187	0.009496	0.232865	0.003601	0.009555	0.151003	
RNF19B	ENSG00000116514	0.049948	0.497810	2.533700	0	0.000000	-0.009742	0.009551	-0.511818	0.011610	0.009497	0.654528	0.006475	0.009557	0.302675	-22.954528
RNF2	ENSG00000121481	0.537359	0.318750	3.246600	0	0.121332	0.004675	0.009549	0.204528	-0.016062	0.009495	-1.042072	0.000399	0.009555	0.014698	-18.444766
RNF20	ENSG00000155827	0.021843	0.798270	3.949900	0	0.000000	-0.005848	0.009549	-0.267371	0.005090	0.009496	0.227722	-0.004709	0.009555	-0.206081	-2.861397
RNF207	ENSG00000158286	0.015234	1.109400	-1.170000	0	0.000000	-0.003622	0.009549	-0.152146	-0.001564	0.009498	-0.060874	0.009123	0.009557	0.468763	
RNF208	ENSG00000212864	0.017481	0.863210	0.494130	0	0.000000	-0.002565	0.009549	-0.103362	-0.000216	0.009497	-0.007971	0.000883	0.009555	0.033215	
RNF212	ENSG00000178222	0.026286	1.271300	-0.331470	0	0.000000	-0.009428	0.009554	-0.489796	-0.001800	0.009501	-0.070720	-0.015260	0.009555	-0.957464	
RNF212B	ENSG00000215277	0.739366	1.180100	1.399900	0	0.347921										
RNF213	ENSG00000173821	0.052689	0.725110	4.449800	0	0.000000	-0.006459	0.009550	-0.302014	0.008444	0.009497	0.427176	0.003294	0.009555	0.136485	
RNF214	ENSG00000167257	0.011179	0.459870	1.929700	0	0.000000	0.003447	0.009549	0.143816	0.009427	0.009496	0.493691	0.004377	0.009555	0.189147	-11.143115
RNF215	ENSG00000099999	0.488778	1.188500	0.845590	0	0.173111	-0.005858	0.009549	-0.267931	0.004790	0.009496	0.211838	0.002289	0.009557	0.091142	17.602916
RNF216	ENSG00000011275	0.362944	0.790430	-2.535500	0	0.499133	0.001078	0.009550	0.040891	-0.008341	0.009496	-0.420497	-0.005062	0.009555	-0.224566	10.134931
RNF217	ENSG00000146373	0.738188	0.723480	0.196940	0	0.488963	-0.020436	0.009555	-1.488362	0.010346	0.009501	0.558768	-0.010831	0.009557	-0.589872	
RNF220	ENSG00000187147	0.773592	0.195890	2.748000	0	0.267967										
RNF222	ENSG00000189051	0.010396	2.026700	-0.055228	0	0.000000										
RNF223	ENSG00000237330	0.013748	1.220600	0.022713	0	0.000000										
RNF224	ENSG00000233198	0.011452	1.656700	-0.920790	0	0.000000										
RNF225	ENSG00000269855	0.011964		-0.003743	0	0.000000										
RNF227	ENSG00000179859	0.011352	2.976000	-3.722600	0	0.000000										
RNF24	ENSG00000101236	0.011747	1.095700	1.714600	0	0.000000	-0.007831	0.009549	-0.384904	-0.008411	0.009498	-0.424950	0.006183	0.009555	0.285982	
RNF25	ENSG00000163481	0.013887	0.660800	1.619300	0	0.000000	-0.004217	0.009549	-0.181249	0.002828	0.009496	0.115868	0.002137	0.009555	0.084583	
RNF26	ENSG00000173456	0.021128	0.567220	1.489400	0	0.000000	-0.007034	0.009558	-0.335538	0.002780	0.009501	0.113613	0.007998	0.009555	0.395111	
RNF31	ENSG00000092098	0.796532	0.372830	3.153400	1	0.000000	0.008161	0.009548	0.405931	0.008506	0.009496	0.431296	0.007009	0.009556	0.334119	
RNF32	ENSG00000105982	0.436122	1.158200	0.484160	0	0.417633	-0.003876	0.009550	-0.164395	0.001812	0.009496	0.071247	0.003908	0.009555	0.165867	
RNF34	ENSG00000170633	0.017946	0.513340	2.171900	0	0.000000	-0.010816	0.009549	-0.589461	-0.002712	0.009500	-0.110521	-0.002915	0.009555	-0.119014	
RNF38	ENSG00000137075	0.028008	0.343550	1.954700	0	0.000000	0.004584	0.009551	0.199758	0.001602	0.009501	0.062427	0.009158	0.009557	0.471153	
RNF39	ENSG00000204618	0.011637	1.197600	-0.075382	0	0.000000										
RNF4	ENSG00000063978	0.020422	0.540870	1.067700	0	0.000000	0.006244	0.009554	0.289542	-0.011055	0.009496	-0.612009	0.003935	0.009559	0.167083	
RNF40	ENSG00000103549	0.863531	0.413140	3.719800	0	0.126202										-4.911332
RNF41	ENSG00000181852	0.027507	0.277250	4.194600	0	0.000000	-0.000930	0.009549	-0.035091	0.005701	0.009496	0.260987	0.000797	0.009562	0.029839	-16.404536
RNF43	ENSG00000108375	0.053340	0.621080	3.142200	0	0.000000	-0.014412	0.009550	-0.881679	-0.039875	0.009491	-4.572931	-0.007755	0.009555	-0.379846	
RNF44	ENSG00000146083	0.026123	0.651810	0.254030	0	0.000000	-0.019083	0.009553	-1.339219	-0.023668	0.009497	-1.895715	0.006053	0.009556	0.278612	
RNF5	ENSG00000204308	0.014830	0.996190	1.433600	0	0.000000	-0.008566	0.009549	-0.432193	-0.005447	0.009496	-0.246997	0.003269	0.009556	0.135327	
RNF6	ENSG00000127870	0.032404	0.603230	2.065900	0	0.000000	0.012999	0.009549	0.760888	-0.008111	0.009497	-0.405525	-0.004032	0.009555	-0.171939	
RNF7	ENSG00000114125	0.019605	0.924800	2.076000	0	0.000000	-0.012857	0.009553	-0.748749	-0.006222	0.009500	-0.290321	0.013770	0.009554	0.825250	26.362053
RNF8	ENSG00000112130	0.723870	0.243460	2.969900	0	0.056611	0.011491	0.009548	0.640512	-0.012063	0.009496	-0.690447	-0.006016	0.009557	-0.276519	-8.371312
RNFT1	ENSG00000189050	0.627687	0.872790	1.767500	0	0.405351	0.003433	0.009549	0.143145	0.008452	0.009497	0.427744	-0.002497	0.009555	-0.100253	30.092020
RNFT2	ENSG00000135119	0.026003	0.896550	1.261300	0	0.000000	0.007662	0.009550	0.374297	0.018292	0.009496	1.266880	0.009557	0.009555	0.498578	-5.363057
RNGTT	ENSG00000111880	0.923232	0.556710	3.798100	0	0.055724										
RNH1	ENSG00000023191	0.347156	1.080000	0.240830	0	0.164140	-0.005584	0.009549	-0.252807	-0.008331	0.009496	-0.419815	-0.014978	0.009554	-0.931926	
RNLS	ENSG00000184719	0.583341	1.281500	0.068568	0	0.588360	-0.004407	0.009549	-0.190796	-0.005816	0.009496	-0.267429	0.007859	0.009555	0.386332	
RNMT	ENSG00000101654	0.022852	0.665230	0.600850	0	0.000000										
RNPC3	ENSG00000185946	0.605527	0.904290	-0.185820	0	0.045099										
RNPEP	ENSG00000176393	0.017600	1.014300	0.955030	0	0.000000	0.004547	0.009549	0.197960	0.003768	0.009496	0.160208	0.022495	0.009555	1.731097	
