gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
PPP1R14A	ENSG00000167641	0.012316	1.114400	-0.220310	0	0.000000										
PPP1R14B	ENSG00000173457	0.623678	0.623920	1.907000	0	0.114752	0.008330	0.009550	0.416758	-0.002654	0.009497	-0.107961	0.002847	0.009557	0.115875	18.451238
PPP1R14C	ENSG00000198729	0.020854	1.190900	0.260220	0	0.000000	-0.010936	0.009549	-0.598378	0.001984	0.009496	0.078585	-0.004448	0.009557	-0.192682	
PPP1R14D	ENSG00000166143	0.018368	1.279000	0.198970	0	0.000000										
PPP1R15A	ENSG00000087074	0.021409	1.142200	-0.304410	0	0.000000	-0.008051	0.009554	-0.398608	0.002102	0.009504	0.083581	-0.010115	0.009559	-0.537610	-34.647756
PPP1R15B	ENSG00000158615	0.583316	0.776370	-1.147200	0	0.038445	0.014220	0.009551	0.864607	-0.004026	0.009497	-0.172858	-0.003652	0.009560	-0.153374	29.268904
PPP1R16A	ENSG00000160972	0.015570	1.092400	-0.981580	0	0.000000	0.003813	0.009549	0.161345	-0.007726	0.009499	-0.380848	-0.030040	0.009551	-2.778884	
PPP1R16B	ENSG00000101445	0.559623	0.354800	3.194900	0	0.031536	-0.026717	0.009548	-2.288309	0.001709	0.009496	0.066932	0.002853	0.009556	0.116190	
PPP1R17	ENSG00000106341	0.447469	1.219100	-0.738570	0	0.113080										
PPP1R18	ENSG00000146112	0.033679	0.763590	1.394900	0	0.000000	-0.008362	0.009551	-0.418716	0.026284	0.009494	2.248631	0.002163	0.009555	0.085717	-6.406488
PPP1R1A	ENSG00000135447	0.010959	1.118100	0.480210	0	0.000000										-18.927086
PPP1R1B	ENSG00000131771	0.025757	0.733290	0.549970	0	0.000000										
PPP1R1C	ENSG00000150722	0.565392	1.325300	-0.484610	0	0.041015										
PPP1R2	ENSG00000184203	0.029314	0.811610	1.494900	0	0.000000										-23.845590
PPP1R21	ENSG00000162869	0.034649	0.902740	-4.225700	0	0.000000	-0.007547	0.009550	-0.367122	-0.003532	0.009497	-0.148752	0.003374	0.009559	0.140190	
PPP1R26	ENSG00000196422	0.506114	0.464390	0.518390	0	0.192633	-0.004747	0.009553	-0.208143	-0.012131	0.009496	-0.695809	-0.010416	0.009555	-0.559552	
PPP1R27	ENSG00000182676	0.013070	1.417600	-0.893150	0	0.000000										
PPP1R2B	ENSG00000231989	0.515308	1.173200	0.602710	0	0.108375										
SAXO4	ENSG00000162148	0.009321	1.002100	0.181110	0	0.000000	-0.009404	0.009549	-0.488413	-0.011847	0.009495	-0.673278	-0.004564	0.009555	-0.198671	9.561174
PPP1R35	ENSG00000160813	0.231584	1.469600	-1.355300	0	0.031000	0.009561	0.009549	0.499255	0.014256	0.009498	0.874876	0.008892	0.009555	0.453349	
PPP1R36	ENSG00000165807	0.672609	1.123100	1.089200	0	0.043398										
PPP1R37	ENSG00000104866	0.017910	0.495570	0.590350	0	0.000000	0.003898	0.009549	0.165505	0.007408	0.009496	0.361161	0.017474	0.009554	1.171130	-19.625655
PPP1R3A	ENSG00000154415	0.014970	0.948530	-0.706660	0	0.000000										
PPP1R3B	ENSG00000173281	0.513985	0.992020	-2.066300	0	0.731515	-0.002680	0.009556	-0.108388	0.009686	0.009496	0.511838	-0.005042	0.009555	-0.223479	32.921402
PPP1R3C	ENSG00000119938	0.599604	0.990390	1.410200	0	0.195167										
PPP1R3D	ENSG00000132825	0.488977	2.288500	-0.687030	0	0.223713	-0.001344	0.009551	-0.051528	0.008335	0.009496	0.420085	0.004802	0.009557	0.210881	
PPP1R3E	ENSG00000235194	0.012398	1.575100	-0.750710	0	0.000000	0.008571	0.009550	0.432411	0.003849	0.009496	0.164149	-0.000388	0.009555	-0.014299	
PPP1R3G	ENSG00000219607	0.011343	3.805900	-1.463600	0	0.000000										
PPP1R42	ENSG00000178125	0.673316	1.459800	0.857060	0	0.067317										
PPP1R7	ENSG00000115685	0.043479	0.590250	2.832700	0	0.000000	-0.004894	0.009549	-0.215895	0.010531	0.009496	0.572725	-0.013921	0.009560	-0.837572	-28.112061
PPP1R8	ENSG00000117751	0.020456	0.292520	3.783300	0	0.000000	-0.001034	0.009550	-0.039174	0.006084	0.009501	0.282363	0.005326	0.009555	0.238618	-15.124613
PPP1R9A	ENSG00000158528	0.807727	0.516590	1.783100	0	0.586540										
PPP1R9B	ENSG00000108819	0.015825	0.336230	3.958800	0	0.000000	-0.009523	0.009549	-0.496720	-0.013443	0.009496	-0.804313	0.003757	0.009555	0.158539	-5.058472
PPP2CA	ENSG00000113575	0.066297	0.270830	6.517600	0	0.000000	0.003396	0.009549	0.141403	-0.020486	0.009494	-1.509112	-0.015258	0.009554	-0.957500	
PPP2CB	ENSG00000104695	0.035655	0.681830	3.657700	0	0.000000	-0.013304	0.009549	-0.786265	0.008561	0.009496	0.434971	0.007642	0.009555	0.372781	
PPP2R1A	ENSG00000105568	0.032435	0.344090	6.219500	0	0.000000	0.001191	0.009549	0.045399	-0.005307	0.009496	-0.239396	-0.002940	0.009558	-0.120122	-13.060954
PPP2R1B	ENSG00000137713	0.264803	0.992770	0.607720	0	0.063590	0.003159	0.009549	0.130323	-0.004361	0.009500	-0.189644	0.012638	0.009555	0.730592	
PPP2R2A	ENSG00000221914	0.848436	0.295080	5.526900	0	0.581010	-0.001028	0.009549	-0.038922	-0.008835	0.009496	-0.453215	-0.010035	0.009558	-0.531916	14.537403
PPP2R2B	ENSG00000156475	0.701878	0.228310	3.699700	0	0.492430	0.005653	0.009549	0.256622	-0.007290	0.009501	-0.353680	-0.000581	0.009557	-0.021585	
PPP2R2C	ENSG00000074211	0.942595	0.374580	5.339800	0	0.575643										
PPP2R2D	ENSG00000175470	0.584533	0.505700	1.475400	0	0.292248	-0.010762	0.009548	-0.585519	0.020160	0.009498	1.471038	0.001909	0.009555	0.074873	
PPP2R3A	ENSG00000073711	0.730918	0.901390	-0.412580	0	0.629242										
PPP2R3C	ENSG00000092020	0.617170	0.941040	1.823600	0	0.485769	0.009645	0.009550	0.505082	-0.004825	0.009500	-0.213597	0.008864	0.009556	0.451412	-23.169641
PPP2R5A	ENSG00000066027	0.031501	0.543610	2.687600	0	0.000000	-0.007892	0.009549	-0.388727	0.010505	0.009498	0.570688	0.025476	0.009552	2.115509	
PPP2R5B	ENSG00000068971	0.030274	0.465220	3.358100	0	0.000000	0.012999	0.009555	0.760181	0.011199	0.009498	0.622765	0.007353	0.009556	0.354948	
PPP2R5C	ENSG00000078304	0.766717	0.190840	4.939900	0	0.335167	-0.013689	0.009549	-0.819028	0.007784	0.009499	0.384517	0.000949	0.009556	0.035789	9.802005
PPP2R5D	ENSG00000112640	0.066226	0.245830	5.278200	0	0.000000	0.001196	0.009549	0.045578	0.010418	0.009497	0.564329	0.014717	0.009557	0.908032	
PPP2R5E	ENSG00000154001	0.030834	0.140190	5.102000	0	0.000000	-0.015230	0.009548	-0.955805	-0.008587	0.009497	-0.436560	0.003810	0.009555	0.161079	
PPP3CA	ENSG00000138814	0.043179	0.328960	5.438800	0	0.000000	-0.009476	0.009549	-0.493430	-0.003376	0.009497	-0.141302	0.010997	0.009555	0.602453	
PPP3CB	ENSG00000107758	0.054863	0.217480	5.443600	0	0.000000	0.018124	0.009553	1.237810	-0.002033	0.009498	-0.080657	0.008301	0.009558	0.414415	
PPP3CC	ENSG00000120910	0.019601	0.769490	1.001900	0	0.000000	-0.001533	0.009549	-0.059262	0.004064	0.009502	0.174626	-0.004122	0.009556	-0.176382	
PPP3R1	ENSG00000221823	0.758866	0.464300	4.254700	0	0.204390	-0.013884	0.009549	-0.835761	-0.010621	0.009496	-0.579385	-0.007670	0.009557	-0.374446	-12.812706
PPP3R2	ENSG00000188386	0.668785		-0.218310	0	0.080676										
PPP4C	ENSG00000149923	0.041330	0.418540	4.710900	0	0.000000	0.008408	0.009549	0.421808	-0.008139	0.009496	-0.407341	-0.004459	0.009566	-0.193052	-21.765565
PPP4R1	ENSG00000154845	0.517244	0.488410	1.871700	0	0.077425	0.008814	0.009550	0.448465	0.015218	0.009495	0.962445	0.005435	0.009555	0.244493	
PPP4R2	ENSG00000163605	0.052934	0.437440	1.350500	0	0.000000	-0.002525	0.009551	-0.101568	-0.007451	0.009497	-0.363783	-0.016624	0.009555	-1.086658	-6.666218
PPP4R3A	ENSG00000100796	0.068683	0.251840	5.067400	0	0.000000	0.007309	0.009549	0.352602	0.002902	0.009497	0.119233	-0.013650	0.009554	-0.814950	
PPP4R3B	ENSG00000275052	0.757149	0.686570	0.038393	0	0.419569	-0.025470	0.009546	-2.117016	-0.026130	0.009497	-2.226114	-0.007043	0.009560	-0.336042	
PPP4R4	ENSG00000119698	0.051022	0.701120	2.103900	0	0.000000	-0.006650	0.009550	-0.313141	-0.011173	0.009498	-0.620746	-0.011999	0.009557	-0.679198	
PPP5C	ENSG00000011485	0.842807	0.453070	3.476400	0	0.675015	0.001245	0.009549	0.047562	-0.010608	0.009498	-0.578318	-0.019540	0.009554	-1.388774	
PPP6C	ENSG00000119414	0.714853	0.457980	3.592200	0	0.052927	0.005784	0.009549	0.263838	0.008196	0.009497	0.410995	-0.000413	0.009555	-0.015229	13.040730
PPP6R1	ENSG00000105063	0.396438	0.486820	-0.316530	0	0.123728	0.000498	0.009552	0.018427	0.023253	0.009496	1.843056	0.017909	0.009555	1.215333	
PPP6R2	ENSG00000100239	0.018580	0.764710	1.603000	0	0.000000	0.016486	0.009548	1.074297	0.004008	0.009496	0.171999	0.013643	0.009554	0.814289	33.608836
PPP6R3	ENSG00000110075	0.051428	0.449790	2.517300	0	0.000000	0.003381	0.009549	0.140699	0.008139	0.009496	0.407392	-0.012626	0.009560	-0.729005	
PPRC1	ENSG00000148840	0.035224	0.245980	0.775760	0	0.000000	0.002018	0.009554	0.079494	-0.020928	0.009495	-1.560085	-0.011525	0.009555	-0.642513	-25.370656
PPT1	ENSG00000131238	0.023982	0.766390	0.828400	0	0.000000	0.003423	0.009554	0.142602	0.002356	0.009502	0.094632	-0.005510	0.009555	-0.248567	
PPT2	ENSG00000221988	0.049460	0.780030	2.587700	0	0.000000	-0.001874	0.009550	-0.073432	0.003701	0.009497	0.156935	0.005055	0.009555	0.224156	
PPT2-EGFL8	ENSG00000258388	0.018038		2.392800	0	0.000000										
PPTC7	ENSG00000196850	0.051565	0.384320	3.959100	0	0.000000	0.017962	0.009547	1.222246	-0.004766	0.009498	-0.210533	-0.006483	0.009556	-0.303181	
PPWD1	ENSG00000113593	0.872619	0.805930	1.996600	0	0.046297										
PPY	ENSG00000108849	0.016635	1.270500	0.395750	0	0.000000										
PRAC1	ENSG00000159182	0.012785	2.926500	-0.270850	0	0.000000										
PRAC2	ENSG00000229637	0.012740		0.895900	0	0.000000										
PRADC1	ENSG00000135617	0.016743	1.422400	1.361000	0	0.000000										
PRAG1	ENSG00000275342	0.666874	1.348700	-6.807700	0	0.677853	-0.001186	0.009550	-0.045197	-0.010143	0.009495	-0.544471	-0.000308	0.009558	-0.011292	
PRAM1	ENSG00000133246	0.014847	0.962100	-0.075706	0	0.000000	-0.008831	0.009549	-0.449667	-0.017133	0.009501	-1.146409	-0.003575	0.009559	-0.149691	-7.300088
PRAME	ENSG00000185686	0.015825	0.943170	-0.491410	0	0.000000										
PRAMEF1	ENSG00000116721	0.024500	0.790630	1.234000	0	0.000000										
PRAMEF10	ENSG00000187545	0.044260	0.329880	7.104600	0	0.000000										
PRAMEF11	ENSG00000239810	0.022902	0.759930	-0.018061	0	0.000000										
PRAMEF12	ENSG00000116726	0.013234	1.373400	-1.163600	0	0.000000										
PRAMEF13	ENSG00000279169	0.050287	0.476070	5.755900	0	0.000000										
PRAMEF14	ENSG00000204481	0.029375	0.881850	1.674200	0	0.000000										
PRAMEF15	ENSG00000204501	0.048822	0.855830	3.811000	0	0.000000										
PRAMEF17	ENSG00000204479	0.011645	1.658500	-1.411200	0	0.000000										
PRAMEF18	ENSG00000279804	0.035800	0.974760	4.076900	0	0.000000										
PRAMEF19	ENSG00000204480	0.031728	0.912450	1.837000	0	0.000000										
PRAMEF2	ENSG00000120952	0.011676	1.219800	-0.147740	0	0.000000										
PRAMEF20	ENSG00000204478	0.015906	1.147600	-0.344960	0	0.000000										
PRAMEF25	ENSG00000229571	0.020172		2.619700	0	0.000000										
PRAMEF26	ENSG00000280267	0.008565			0	0.000000										
PRAMEF27	ENSG00000274764	0.050777	0.501240	7.394400	0	0.000000										
PRAMEF33	ENSG00000237700	0.046593	0.374740	8.038200	0	0.000000										
PRAMEF4	ENSG00000243073	0.034167	0.775470	1.557700	0	0.000000										
PRAMEF5	ENSG00000270601	0.048602	0.640710	6.260300	0	0.000000										
PRAMEF6	ENSG00000232423	0.023746		7.307400	0	0.000000										
PRAMEF7	ENSG00000204510	0.049642	0.513640	6.717300	0	0.000000										
PRAMEF8	ENSG00000182330	0.041131	0.285940	7.501200	0	0.000000										
PRAMEF9	ENSG00000204505	0.048499	0.435690	5.553900	0	0.000000										
PRAP1	ENSG00000165828	0.016344	1.332400	1.033200	0	0.000000										
PRB1	ENSG00000251655	0.012482	1.315000	-1.246800	0	0.000000										
PRB2	ENSG00000121335	0.017444	2.348400	0.701310	0	0.000000										
PRB3	ENSG00000197870	0.023574	1.569400	2.182500	0	0.000000										
PRB4	ENSG00000230657	0.010856	2.412300	-2.015000	0	0.000000										-18.162242
PRC1	ENSG00000198901	0.050962	0.742680	0.300380	0	0.000000	0.011711	0.009557	0.656645	0.003745	0.009503	0.158958	-0.009754	0.009554	-0.512407	
PRCC	ENSG00000143294	0.439195	0.385430	0.881670	0	0.155107	0.010300	0.009548	0.551707	-0.014953	0.009495	-0.938028	-0.000512	0.009557	-0.018977	-6.017876
PRCD	ENSG00000214140	0.013578	1.917300	0.562310	0	0.000000										
PRCP	ENSG00000137509	0.420124	1.085300	-0.283500	0	0.071360	0.013395	0.009550	0.793794	0.002791	0.009501	0.114120	-0.004167	0.009555	-0.178623	-0.450391
PRDM1	ENSG00000057657	0.739186	0.328910	2.147000	0	0.814464	-0.017871	0.009554	-1.211503	0.002356	0.009496	0.094708	0.004559	0.009555	0.198401	
PRDM10	ENSG00000170325	0.048366	0.600210	4.066000	0	0.000000										
PRDM11	ENSG00000019485	0.926880	0.297050	4.500600	0	0.704122										
PRDM12	ENSG00000130711	0.030334	0.862440	1.675600	0	0.000000										
PRDM13	ENSG00000112238	0.632054	0.635040	-0.408230	0	0.044287										
PRDM14	ENSG00000147596	0.767127	0.506480	2.441700	0	0.183831										
PRDM15	ENSG00000141956	0.026811	0.612740	3.521400	0	0.000000	-0.008745	0.009549	-0.443966	-0.000073	0.009497	-0.002669	0.005626	0.009555	0.254935	20.236681
PRDM16	ENSG00000142611	0.738014	0.294650	1.805300	0	0.645500										
PRDM2	ENSG00000116731	0.667197	0.312950	0.904360	0	0.049228										
PRDM4	ENSG00000110851	0.696300	0.799140	1.879000	0	0.043856	-0.004265	0.009549	-0.183682	0.007721	0.009496	0.380735	-0.002032	0.009556	-0.080076	
PRDM5	ENSG00000138738	0.512810	0.862010	1.123600	0	0.478542	-0.000289	0.009552	-0.010629	-0.009819	0.009498	-0.521041	-0.002490	0.009558	-0.099933	-11.777535
PRDM6	ENSG00000061455	0.019792	0.574740	-0.262980	0	0.000000										
PRDM7	ENSG00000126856	0.473057	1.019000	0.402470	0	0.039511										
PRDM8	ENSG00000152784	0.392380	0.444240	-0.593430	0	0.038252	-0.002155	0.009556	-0.085337	0.009469	0.009499	0.496417	0.004875	0.009556	0.214704	
PRDM9	ENSG00000164256	0.023948	1.078700	2.290900	0	0.000000										
PRDX1	ENSG00000117450	0.499356	1.347100	0.384250	0	0.069749	-0.003366	0.009550	-0.139976	-0.007904	0.009497	-0.392234	-0.013266	0.009555	-0.782448	
PRDX2	ENSG00000167815	0.058304	0.856450	0.902050	0	0.000000	0.013241	0.009556	0.780266	0.016564	0.009511	1.088246	-0.015070	0.009555	-0.940114	
PRDX3	ENSG00000165672	0.008196	0.956560	-0.087379	0	0.000000	0.010849	0.009549	0.591874	-0.011399	0.009500	-0.637938	0.003864	0.009555	0.163718	4.436538
PRDX5	ENSG00000126432	0.530034	1.272500	0.248370	0	0.238504	-0.014844	0.009550	-0.920427	0.002719	0.009496	0.110895	-0.012052	0.009555	-0.683619	
PRDX6	ENSG00000117592	0.759227	1.032500	1.893600	0	0.517287	-0.002199	0.009549	-0.087289	0.014575	0.009496	0.903641	0.008491	0.009556	0.426826	
PREB	ENSG00000138073	0.021991	0.846000	0.638500	0	0.000000	0.002574	0.009552	0.103692	-0.001375	0.009499	-0.053105	-0.005211	0.009556	-0.232438	
PRELID1	ENSG00000169230	0.097013	0.797760	2.282600	0	0.000000	0.008693	0.009550	0.440390	0.001708	0.009497	0.066871	-0.013036	0.009555	-0.763254	33.063778
PRELID2	ENSG00000186314	0.374353	1.231100	0.390860	0	0.114625	-0.004658	0.009549	-0.203637	-0.012971	0.009496	-0.764554	-0.015893	0.009554	-1.016607	
PRELID3A	ENSG00000141391	0.019781	1.620300	0.010339	0	0.000000	-0.006773	0.009552	-0.320284	0.007779	0.009496	0.384388	-0.008522	0.009555	-0.428923	
PRELID3B	ENSG00000101166	0.037481	0.963710	1.303900	0	0.000000	-0.004613	0.009549	-0.201321	0.004934	0.009497	0.219382	-0.022897	0.009552	-1.781344	
PRELP	ENSG00000188783	0.015738	1.063800	0.991140	0	0.000000										
PREP	ENSG00000085377	0.785025	0.451450	2.743000	0	0.522063	-0.004635	0.009550	-0.202448	-0.001587	0.009496	-0.061850	0.008008	0.009555	0.395792	
PREPL	ENSG00000138078	0.014861	1.318100	-3.421100	0	0.000000	-0.004854	0.009549	-0.213769	0.003602	0.009499	0.152115	-0.003703	0.009561	-0.155799	
PREX1	ENSG00000124126	0.840095	0.268300	5.279400	0	0.612704	0.012206	0.009548	0.696435	0.021586	0.009496	1.637585	0.014543	0.009558	0.892322	22.882119
PREX2	ENSG00000046889	0.747370	0.618250	1.724900	0	0.050828										
PRF1	ENSG00000180644	0.929532	1.558900	0.342080	1	0.610643	0.024918	0.009546	2.043034	0.020924	0.009494	1.559898	0.027472	0.009551	2.394410	-8.243819
PRG2	ENSG00000186652	0.015006	1.320000	0.251550	0	0.000000										
PRG3	ENSG00000156575	0.016390	1.337600	-0.399630	0	0.000000										
PRG4	ENSG00000116690	0.033759	0.827790	1.547300	0	0.000000	-0.016800	0.009548	-1.105082	-0.006403	0.009496	-0.300924	-0.010304	0.009555	-0.551502	
PRH1	ENSG00000231887	0.028404	1.667100	3.268300	0	0.000000										
PRH2	ENSG00000134551	0.030603	1.232900	2.814700	0	0.000000										
PRICKLE1	ENSG00000139174	0.825298	0.311630	2.731900	0	0.516479										
PRICKLE2	ENSG00000163637	0.763505	0.371350	2.164100	0	0.368783										
PRICKLE4	ENSG00000278224	0.013524	1.197800	-0.688510	0	0.000000										
PRIM1	ENSG00000198056	0.846302	0.827490	2.241000	1	0.000000	-0.002989	0.009555	-0.122391	0.016426	0.009500	1.076598	-0.004000	0.009555	-0.170351	
PRIM2	ENSG00000146143	0.896477	0.756640	3.498400	0	0.371326	0.015250	0.009551	0.957167	-0.000885	0.009496	-0.033491	-0.003419	0.009556	-0.142335	
PRIMA1	ENSG00000175785	0.574833	0.752610	0.052584	0	0.167028										
PRIMPOL	ENSG00000164306	0.339363	1.065600	0.641700	0	0.145009	0.002458	0.009550	0.098600	0.014258	0.009497	0.875230	0.003364	0.009555	0.139775	-1.526890
PRKAA1	ENSG00000132356	0.828492	0.572270	4.362800	0	0.089383	0.004969	0.009549	0.219817	0.020827	0.009494	1.548496	0.020205	0.009556	1.462204	-21.842929
PRKAA2	ENSG00000162409	0.897479	0.924510	2.357400	0	0.404810										
PRKAB1	ENSG00000111725	0.805272	0.834300	2.034100	0	0.606816	0.006217	0.009549	0.288146	0.010366	0.009500	0.560303	0.004194	0.009555	0.179962	
PRKAB2	ENSG00000131791	0.701417	0.894680	1.708300	0	0.152339	0.013474	0.009549	0.800615	0.005080	0.009497	0.227172	0.001233	0.009555	0.047033	
PRKACA	ENSG00000072062	0.058166	0.343170	4.392900	0	0.000000	0.007570	0.009550	0.368527	0.008305	0.009499	0.417995	0.007533	0.009561	0.365783	
PRKACB	ENSG00000142875	0.031445	0.472610	3.077400	0	0.000000	0.005775	0.009549	0.263348	0.013111	0.009499	0.775917	0.017696	0.009555	1.193381	
PRKACG	ENSG00000165059	0.531938	1.317600	-0.358020	0	0.035574										
PRKAG1	ENSG00000181929	0.014724	0.772130	2.378100	0	0.000000	0.002801	0.009549	0.113912	-0.006702	0.009496	-0.318464	0.002962	0.009555	0.121160	
PRKAG2	ENSG00000106617	0.873710	0.518130	2.869600	0	0.562085	-0.008488	0.009549	-0.427000	0.017749	0.009495	1.210423	0.003602	0.009555	0.151071	
PRKAG3	ENSG00000115592	0.019488	0.901370	-0.009144	0	0.000000										
PRKAR1A	ENSG00000108946	0.019819	0.149140	4.634200	0	0.000000	0.003315	0.009550	0.137567	0.012296	0.009499	0.708786	0.009783	0.009555	0.514381	12.063995
PRKAR1B	ENSG00000188191	0.756945	0.675250	1.668900	0	0.519987	0.010152	0.009548	0.541024	0.007651	0.009500	0.376121	-0.007120	0.009558	-0.340706	-19.021012
PRKAR2A	ENSG00000114302	0.022600	0.761910	1.265000	0	0.000000	-0.012855	0.009549	-0.749033	-0.003819	0.009498	-0.162646	-0.003458	0.009556	-0.144229	
PRKAR2B	ENSG00000005249	0.023256	0.438610	2.665200	0	0.000000	-0.005939	0.009549	-0.272477	-0.021109	0.009496	-1.581053	-0.007317	0.009558	-0.352665	21.307431
PRKCA	ENSG00000154229	0.040716	0.428110	4.883300	0	0.000000	0.010154	0.009557	0.540516	0.020977	0.009495	1.565950	0.013397	0.009554	0.793467	25.622557
PRKCB	ENSG00000166501	0.918346	0.253630	5.285400	0	0.849435	0.004399	0.009550	0.190419	-0.019925	0.009495	-1.445131	-0.017007	0.009554	-1.124426	
PRKCD	ENSG00000163932	0.879965	0.353550	4.152900	1	0.000000	0.020416	0.009547	1.487956	0.010850	0.009498	0.596252	-0.001291	0.009558	-0.049344	
PRKCE	ENSG00000171132	0.919815	0.284490	5.493100	0	0.607646	0.005564	0.009549	0.251713	-0.000853	0.009497	-0.032254	0.001387	0.009555	0.053274	
PRKCG	ENSG00000126583	0.046301	0.468240	4.320700	0	0.000000										
PRKCH	ENSG00000027075	0.040377	0.465350	2.538800	0	0.000000	-0.007211	0.009549	-0.346606	0.025412	0.009493	2.128244	0.008298	0.009556	0.414285	0.209128
PRKCI	ENSG00000163558	0.040535	0.660160	4.476700	0	0.000000	-0.000444	0.009549	-0.016417	0.007347	0.009496	0.357400	0.002494	0.009558	0.100088	
PRKCQ	ENSG00000065675	0.887325	0.583420	3.184200	0	0.859869	0.016098	0.009551	1.036521	0.024467	0.009493	2.001271	0.023544	0.009553	1.862344	-7.578180
PRKCSH	ENSG00000130175	0.028762	0.681710	0.368870	0	0.000000	-0.011840	0.009552	-0.667223	0.008732	0.009499	0.446159	-0.003682	0.009558	-0.154838	26.629812
PRKCZ	ENSG00000067606	0.918953	0.554700	3.521400	0	0.517803	-0.019854	0.009547	-1.424923	0.003937	0.009497	0.168446	-0.013413	0.009555	-0.794754	
PRKD1	ENSG00000184304	0.862423	0.810200	1.465100	0	0.552544										
PRKD2	ENSG00000105287	0.786251	0.365370	4.695200	0	0.470582	0.006638	0.009549	0.312518	0.016809	0.009495	1.115151	0.016713	0.009555	1.095256	-12.547982
PRKD3	ENSG00000115825	0.029545	0.604410	0.897110	0	0.000000	0.008516	0.009550	0.428821	-0.003600	0.009496	-0.152064	0.002220	0.009557	0.088123	
PRKDC	ENSG00000253729	0.919028	0.202390	3.209500	1	0.415590	-0.006222	0.009554	-0.288278	-0.005927	0.009502	-0.273442	-0.006685	0.009563	-0.314673	-43.968792
PRKG1	ENSG00000185532	0.948252	0.526980	4.411800	0	0.639917										
PRKG2	ENSG00000138669	0.920549	0.453940	3.725300	0	0.040945										
PRKN	ENSG00000185345	0.657073	1.175100	-1.057600	0	0.547366										
PRKRA	ENSG00000180228	0.710583	0.969570	1.246200	0	0.614670	0.003275	0.009552	0.135671	-0.003192	0.009497	-0.132646	-0.006009	0.009556	-0.276139	-8.583239
PRKRIP1	ENSG00000128563	0.015107	1.348600	-0.282910	0	0.000000										
PRL	ENSG00000172179	0.750313	1.585500	1.104700	0	0.638104										
PRLH	ENSG00000071677	0.011362	3.663000	-0.864470	0	0.000000										
PRLHR	ENSG00000119973	0.011385	1.825000	-1.451700	0	0.000000										
PRLR	ENSG00000113494	0.017174	0.514120	1.424300	0	0.000000										
PRM1	ENSG00000175646	0.686853	1.908100	-0.605500	0	0.563269										
PRM2	ENSG00000122304	0.587580	1.107300	-1.623500	0	0.409609										
PRM3	ENSG00000178257	0.634500		-0.994630	0	0.431397										
PRMT1	ENSG00000126457	0.062985	0.221960	5.046300	0	0.000000	-0.003817	0.009552	-0.161498	-0.018056	0.009496	-1.242007	-0.024387	0.009552	-1.970962	
PRMT2	ENSG00000160310	0.031597	0.625910	1.659000	0	0.000000	0.012948	0.009549	0.756595	0.017716	0.009495	1.206949	0.019444	0.009554	1.378245	
PRMT3	ENSG00000185238	0.037845	1.065300	-0.335450	0	0.000000	0.010970	0.009551	0.600753	-0.000965	0.009502	-0.036633	-0.016636	0.009554	-1.087945	
PRMT5	ENSG00000100462	0.050957	0.275090	4.831000	0	0.000000	0.006664	0.009551	0.313952	-0.018126	0.009495	-1.249573	-0.005069	0.009555	-0.224901	
PRMT6	ENSG00000198890	0.400486	1.068000	-0.257820	0	0.440292	0.032445	0.009544	3.168820	0.013081	0.009495	0.773786	0.005424	0.009555	0.243890	-8.594523
PRMT7	ENSG00000132600	0.015016	1.064600	0.665700	0	0.000000										
PRMT8	ENSG00000111218	0.924369	0.279060	5.091700	0	0.387452										
PRMT9	ENSG00000164169	0.019613	0.880470	0.999430	0	0.000000	0.015490	0.009548	0.979761	0.026410	0.009493	2.266584	0.008719	0.009555	0.441904	-15.007287
PRND	ENSG00000171864	0.011173		-0.106710	0	0.000000										
PRNP	ENSG00000171867	0.034273	1.086200	1.290500	0	0.000000	0.018368	0.009547	1.264476	0.020535	0.009496	1.514280	0.021645	0.009560	1.627387	1.429908
PROB1	ENSG00000228672	0.012183		0.361570	0	0.000000										
PROC	ENSG00000115718	0.031923	0.864650	1.763100	0	0.000000										
PROCA1	ENSG00000167525	0.014562	1.353500	-0.182260	0	0.000000	0.003178	0.009550	0.131177	-0.001768	0.009498	-0.069393	0.005065	0.009555	0.224718	
PROCR	ENSG00000101000	0.014957	1.296000	0.479270	0	0.000000	0.000223	0.009550	0.008168	-0.019834	0.009503	-1.432980	-0.008227	0.009555	-0.409740	
PRODH	ENSG00000100033	0.014885		1.832000	0	0.000000										
PRODH2	ENSG00000250799	0.014404	1.198200	0.239910	0	0.000000										
PROK1	ENSG00000143125	0.011819	1.921700	-0.010614	0	0.000000										
PROK2	ENSG00000163421	0.628842	1.018500	0.217060	0	0.348579	-0.025589	0.009546	-2.133257	-0.016146	0.009495	-1.050302	-0.011646	0.009555	-0.651831	
PROKR1	ENSG00000169618	0.014049	1.324300	-0.636170	0	0.000000										
PROKR2	ENSG00000101292	0.015252	1.539600	1.102900	0	0.000000										
PROM1	ENSG00000007062	0.573016	1.056100	-1.012600	0	0.406607										
PROM2	ENSG00000155066	0.019275	0.973440	0.855870	0	0.000000										
PROP1	ENSG00000175325	0.023619	0.870480	0.425820	0	0.000000										
