rank	gene	gene_id	pu_score	label_all	label_immune	label_status	family	gwas_present	perturbseq_measured	polarization_measured	oob_models
8949	EIF3G	ENSG00000130811	0.038881	0	0	unlabeled	HGNC:725	0	0	0	97
8950	DPAGT1	ENSG00000172269	0.038881	0	0	unlabeled	PFX:DPA	0	0	0	96
8951	UBE4B	ENSG00000130939	0.038872	0	0	unlabeled	HGNC:365	0	1	0	98
8952	VSIG10L	ENSG00000186806	0.038870	0	0	unlabeled	HGNC:594	0	1	0	99
8953	SLFN13	ENSG00000154760	0.038866	0	0	unlabeled	HGNC:1110	0	1	0	95
8954	TINAGL1	ENSG00000142910	0.038856	0	0	unlabeled	HGNC:2109	0	0	0	97
8955	PRRT1	ENSG00000204314	0.038830	0	0	unlabeled	HGNC:1600	0	0	0	98
8956	CDKN2D	ENSG00000129355	0.038821	0	0	unlabeled	HGNC:403	0	1	0	98
8957	POMZP3	ENSG00000146707	0.038815	0	0	unlabeled	PFX:POM	0	0	0	98
8958	ANKRD13A	ENSG00000076513	0.038814	0	0	unlabeled	HGNC:403	0	1	0	99
8959	NPTXR	ENSG00000221890	0.038813	0	0	unlabeled	PFX:NPT	0	1	0	98
8960	CCNE1	ENSG00000105173	0.038813	0	0	unlabeled	HGNC:473	0	1	1	95
8961	LRP2	ENSG00000081479	0.038808	0	0	unlabeled	HGNC:634	0	0	0	97
8962	PCM1	ENSG00000078674	0.038802	0	0	unlabeled	HGNC:3838	0	1	1	97
8963	KIF15	ENSG00000163808	0.038797	0	0	unlabeled	HGNC:622	0	1	0	100
8964	FOXG1	ENSG00000176165	0.038767	0	0	unlabeled	HGNC:508	0	0	0	97
8965	SLC35E1	ENSG00000127526	0.038759	0	0	unlabeled	HGNC:2186	0	1	1	98
8966	SCUBE1	ENSG00000159307	0.038750	0	0	unlabeled	PFX:SCU	0	0	0	100
8967	GAB2	ENSG00000033327	0.038739	0	0	unlabeled	HGNC:682	0	1	1	99
8968	GGH	ENSG00000137563	0.038736	0	0	unlabeled	HGNC:1408	0	1	0	99
8969	RHBDD2	ENSG00000005486	0.038719	0	0	unlabeled	HGNC:926	0	1	0	97
8970	ZNF641	ENSG00000167528	0.038711	0	0	unlabeled	HGNC:28	0	1	1	97
8971	CSNK1E	ENSG00000213923	0.038708	1	0	unlabeled	HGNC:1330	0	1	0	97
8972	NME2	ENSG00000243678	0.038706	0	0	unlabeled	HGNC:961	0	1	0	98
8973	SLC10A7	ENSG00000120519	0.038701	0	0	unlabeled	HGNC:2163	0	1	1	99
8974	ZNF589	ENSG00000164048	0.038695	0	0	unlabeled	HGNC:28	0	1	1	97
8975	ORC2	ENSG00000115942	0.038685	0	0	unlabeled	HGNC:960	0	1	0	98
8976	TRIM2	ENSG00000109654	0.038685	0	0	unlabeled	HGNC:58	0	0	1	99
8977	NME1	ENSG00000239672	0.038683	0	0	unlabeled	HGNC:961	0	1	0	98
8978	C17orf58	ENSG00000186665	0.038682	0	0	unlabeled	PFX:C17	0	1	0	95
8979	SDSL	ENSG00000139410	0.038662	0	0	unlabeled	HGNC:3927	0	1	0	98
8980	RPS5	ENSG00000083845	0.038658	0	0	unlabeled	HGNC:728	0	0	0	98
8981	SHF	ENSG00000138606	0.038658	0	0	unlabeled	HGNC:741	0	1	0	97
8982	PLEKHM3	ENSG00000178385	0.038644	0	0	unlabeled	HGNC:682	0	1	0	99
8983	ENPP1	ENSG00000197594	0.038621	0	0	unlabeled	HGNC:1821	0	1	0	99
8984	KCNH4	ENSG00000089558	0.038610	1	0	unlabeled	HGNC:274	0	1	1	96
8985	SACK1G	ENSG00000188522	0.038608	0	0	unlabeled	HGNC:1814	0	1	0	100
8986	ZNF850	ENSG00000267041	0.038596	0	0	unlabeled	HGNC:28	0	1	0	99
8987	MARK4	ENSG00000007047	0.038589	0	0	unlabeled	HGNC:2132	0	0	0	96
8988	CRELD1	ENSG00000163703	0.038578	0	0	unlabeled	PFX:CRE	0	1	0	97
8989	PSME1	ENSG00000092010	0.038572	0	0	unlabeled	HGNC:690	0	1	0	99
8990	XPO5	ENSG00000124571	0.038567	0	0	unlabeled	HGNC:547	0	1	1	99
8991	KCNIP2	ENSG00000120049	0.038564	0	0	unlabeled	HGNC:858	0	1	0	93
8992	EML1	ENSG00000066629	0.038554	0	0	unlabeled	HGNC:362	0	0	0	100
8993	SP9	ENSG00000217236	0.038553	0	0	unlabeled	HGNC:28	0	0	0	98
8994	SNX33	ENSG00000173548	0.038552	0	0	unlabeled	HGNC:1290	0	1	0	100
8995	MKNK1	ENSG00000079277	0.038540	0	0	unlabeled	HGNC:1156	0	1	1	97
8996	PGM5	ENSG00000154330	0.038529	0	0	unlabeled	PFX:PGM	0	0	0	98
8997	H1-1	ENSG00000124610	0.038521	0	0	unlabeled	HGNC:1935	0	1	0	99
8998	SAP30L	ENSG00000164576	0.038519	0	0	unlabeled	HGNC:1306	0	1	0	98
8999	SLC12A4	ENSG00000124067	0.038514	0	0	unlabeled	HGNC:2152	0	1	0	99
9000	LRPAP1	ENSG00000163956	0.038513	0	0	unlabeled	PFX:LRP	0	1	0	96
9001	ANTXR1	ENSG00000169604	0.038511	0	0	unlabeled	HGNC:1691	0	0	0	97
9002	UBXN7	ENSG00000163960	0.038491	0	0	unlabeled	HGNC:364	0	1	1	98
9003	ZSCAN9	ENSG00000137185	0.038486	0	0	unlabeled	HGNC:28	0	1	0	97
9004	FAM81A	ENSG00000157470	0.038485	0	0	unlabeled	PFX:FAM	0	1	0	99
9005	RGL4	ENSG00000159496	0.038484	0	0	unlabeled	PFX:RGL	0	1	0	98
9006	SLC32A1	ENSG00000101438	0.038484	0	0	unlabeled	HGNC:2183	0	0	0	98
9007	BRSK2	ENSG00000174672	0.038468	0	0	unlabeled	HGNC:2135	0	0	0	97
9008	ACOX1	ENSG00000161533	0.038439	0	0	unlabeled	HGNC:2258	0	1	0	98
9009	TNNT2	ENSG00000118194	0.038423	0	0	unlabeled	HGNC:1219	0	0	0	97
9010	AHDC1	ENSG00000126705	0.038422	0	0	unlabeled	PFX:AHD	0	1	0	98
9011	GOLGA6L4	ENSG00000184206	0.038419	0	0	unlabeled	HGNC:1856	0	0	0	96
9012	ZNF782	ENSG00000196597	0.038414	0	0	unlabeled	HGNC:28	0	1	0	98
9013	RALGAPA2	ENSG00000188559	0.038412	0	0	unlabeled	HGNC:1492	0	1	0	97
9014	ATP1A3	ENSG00000105409	0.038380	1	0	unlabeled	HGNC:1208	0	1	0	97
9015	RPL22	ENSG00000116251	0.038373	0	0	unlabeled	HGNC:729	0	0	0	98
9016	KLHL23	ENSG00000213160	0.038367	0	0	unlabeled	HGNC:617	0	1	0	99
9017	USP54	ENSG00000166348	0.038348	0	0	unlabeled	HGNC:366	0	0	0	98
9018	RNF11	ENSG00000123091	0.038340	0	0	unlabeled	HGNC:58	0	1	0	100
9019	EEF1A2	ENSG00000101210	0.038328	1	0	unlabeled	HGNC:3571	0	0	0	99
9020	DDX4	ENSG00000152670	0.038321	0	0	unlabeled	HGNC:499	0	0	0	100
9021	COL1A2	ENSG00000164692	0.038318	0	0	unlabeled	HGNC:2247	0	0	0	99
9022	PAQR9	ENSG00000188582	0.038315	0	0	unlabeled	HGNC:930	0	0	0	96
9023	SRGAP1	ENSG00000196935	0.038303	0	0	unlabeled	HGNC:1288	0	0	0	95
9024	TDRD7	ENSG00000196116	0.038283	0	0	unlabeled	HGNC:780	0	1	0	100
9025	ZSCAN5A	ENSG00000131848	0.038275	0	0	unlabeled	HGNC:28	0	1	0	97
9026	CTU1	ENSG00000142544	0.038270	0	0	unlabeled	PFX:CTU	0	1	1	99
9027	HID1	ENSG00000167861	0.038262	0	0	unlabeled	PFX:HID	0	0	0	97
9028	IL4I1	ENSG00000104951	0.038259	0	0	unlabeled	HGNC:2258	0	1	1	97
9029	IKZF5	ENSG00000095574	0.038241	0	0	unlabeled	HGNC:28	0	1	0	99
9030	ANKRD30B	ENSG00000180777	0.038234	0	0	unlabeled	HGNC:1691	0	0	0	97
9031	HCFC2	ENSG00000111727	0.038233	0	0	unlabeled	PFX:HCF	0	1	1	97
9032	SCFD1	ENSG00000092108	0.038228	0	0	unlabeled	PFX:SCF	0	1	0	99
9033	DOCK6	ENSG00000130158	0.038225	0	0	unlabeled	HGNC:1536	0	0	0	94
9034	PCBP2	ENSG00000197111	0.038212	0	0	unlabeled	HGNC:1950	0	1	1	98
9035	PLEKHA8	ENSG00000106086	0.038211	0	0	unlabeled	HGNC:682	0	1	1	98
9036	H3C10	ENSG00000278828	0.038209	0	0	unlabeled	HGNC:1938	0	1	0	96
9037	HARS1	ENSG00000170445	0.038186	0	0	unlabeled	HGNC:132	0	0	0	100
9038	DBI	ENSG00000155368	0.038183	0	0	unlabeled	PFX:DBI	0	1	0	100
9039	CBX6	ENSG00000183741	0.038178	0	0	unlabeled	HGNC:976	0	1	0	100
9040	SERINC5	ENSG00000164300	0.038166	0	0	unlabeled	PFX:SER	0	1	1	98
9041	CSTB	ENSG00000160213	0.038165	0	0	unlabeled	HGNC:966	0	1	1	97
9042	NOLC1	ENSG00000166197	0.038156	0	0	unlabeled	PFX:NOL	0	1	0	97
9043	RPA2	ENSG00000117748	0.038147	0	0	unlabeled	HGNC:1269	0	1	0	98
9044	DAGLA	ENSG00000134780	0.038116	0	0	unlabeled	HGNC:464	0	0	1	98
9045	CCPG1	ENSG00000260916	0.038109	0	0	unlabeled	HGNC:1691	0	1	0	98
9046	THUMPD1	ENSG00000066654	0.038104	0	0	unlabeled	PFX:THU	0	1	1	100
9047	MSMO1	ENSG00000052802	0.038103	0	0	unlabeled	HGNC:552	0	1	0	99
9048	GOLGA6L1	ENSG00000273976	0.038100	0	0	unlabeled	HGNC:1856	0	0	0	97
9049	KCTD15	ENSG00000153885	0.038092	0	0	unlabeled	HGNC:861	0	1	0	98
9050	ACTR10	ENSG00000131966	0.038090	0	0	unlabeled	HGNC:943	0	1	0	98
9051	DCAF6	ENSG00000143164	0.038090	0	0	unlabeled	HGNC:362	0	1	1	99
9052	KICS2	ENSG00000174206	0.038063	0	0	unlabeled	HGNC:1393	0	1	1	97
9053	CMPK1	ENSG00000162368	0.038062	0	0	unlabeled	PFX:CMP	0	1	0	98
9054	CIC	ENSG00000079432	0.038058	0	0	unlabeled	PFX:CIC	0	1	0	99
9055	VPS41	ENSG00000006715	0.038046	0	0	unlabeled	HGNC:58	0	1	1	97
9056	CACNA2D2	ENSG00000007402	0.038044	1	0	unlabeled	HGNC:1514	0	0	0	99
9057	PUS7	ENSG00000091127	0.038037	0	0	unlabeled	HGNC:1665	0	1	0	98
9058	PITPNM1	ENSG00000110697	0.038024	0	0	unlabeled	HGNC:1151	0	1	0	98
9059	NRAS	ENSG00000213281	0.038023	0	0	unlabeled	HGNC:389	0	1	1	97
9060	LPCAT4	ENSG00000176454	0.038020	0	0	unlabeled	HGNC:46	0	1	0	98
9061	TWNK	ENSG00000107815	0.038019	0	0	unlabeled	HGNC:1166	0	1	1	98
9062	MARF1	ENSG00000166783	0.038007	0	0	unlabeled	HGNC:694	0	1	1	98
9063	HSPH1	ENSG00000120694	0.037999	0	0	unlabeled	HGNC:583	0	1	1	97
9064	CHRFAM7A	ENSG00000166664	0.037998	0	0	unlabeled	PFX:CHR	0	0	0	99
9065	FIP1L1	ENSG00000145216	0.037988	0	0	unlabeled	HGNC:1450	0	0	0	99
9066	YTHDF1	ENSG00000149658	0.037988	0	0	unlabeled	HGNC:2230	0	1	0	99
9067	ZFYVE9	ENSG00000157077	0.037983	0	0	unlabeled	HGNC:81	0	1	0	98
9068	ITGA5	ENSG00000161638	0.037980	0	0	unlabeled	HGNC:471	0	1	0	97
9069	SLC25A42	ENSG00000181035	0.037963	0	0	unlabeled	HGNC:2176	0	1	0	97
9070	RHOC	ENSG00000155366	0.037955	0	0	unlabeled	HGNC:390	0	1	1	99
9071	SAXO2	ENSG00000188659	0.037953	0	0	unlabeled	HGNC:2238	0	1	0	96
9072	KCTD11	ENSG00000213859	0.037950	0	0	unlabeled	HGNC:1815	0	1	0	98
9073	TOP3B	ENSG00000100038	0.037949	0	0	unlabeled	HGNC:1050	0	1	0	99
9074	METTL3	ENSG00000165819	0.037930	0	0	unlabeled	HGNC:1419	0	1	1	99
9075	ZNF473	ENSG00000142528	0.037924	0	0	unlabeled	HGNC:28	0	1	1	99
9076	TNFRSF1B	ENSG00000028137	0.037920	0	0	unlabeled	HGNC:471	0	1	0	97
9077	PSPC1	ENSG00000121390	0.037917	0	0	unlabeled	HGNC:725	0	1	0	98
9078	CTNND1	ENSG00000198561	0.037892	0	0	unlabeled	HGNC:409	0	1	0	99
9079	NVL	ENSG00000143748	0.037886	0	0	unlabeled	HGNC:413	0	0	0	98
9080	HERC4	ENSG00000148634	0.037885	0	0	unlabeled	HGNC:1885	0	1	1	99
9081	RBBP5	ENSG00000117222	0.037867	0	0	unlabeled	HGNC:362	0	1	0	99
9082	PRMT3	ENSG00000185238	0.037845	0	0	unlabeled	HGNC:28	0	1	0	100
9083	TIE1	ENSG00000066056	0.037841	0	0	unlabeled	HGNC:555	0	0	0	100
9084	KANSL2	ENSG00000139620	0.037840	0	0	unlabeled	HGNC:1482	0	0	0	96
9085	FGF18	ENSG00000156427	0.037834	0	0	unlabeled	HGNC:1895	0	0	0	98
9086	COL5A2	ENSG00000204262	0.037829	0	0	unlabeled	HGNC:1691	0	1	0	97
9087	UBE2M	ENSG00000130725	0.037829	0	0	unlabeled	HGNC:102	0	1	0	97
9088	ESD	ENSG00000139684	0.037818	0	0	unlabeled	PFX:ESD	0	1	0	98
9089	MAPK8IP1	ENSG00000121653	0.037811	0	0	unlabeled	PFX:MAP	0	0	0	94
9090	TP53BP2	ENSG00000143514	0.037807	0	0	unlabeled	HGNC:403	0	1	0	99
9091	PCIF1	ENSG00000100982	0.037802	0	0	unlabeled	HGNC:694	0	1	0	99
9092	POTEJ	ENSG00000222038	0.037797	0	0	unlabeled	HGNC:685	0	0	0	99
9093	SLC45A3	ENSG00000158715	0.037784	0	0	unlabeled	HGNC:2195	0	0	0	99
9094	CCDC97	ENSG00000142039	0.037778	0	0	unlabeled	PFX:CCD	0	1	0	98
9095	XIRP1	ENSG00000168334	0.037771	0	0	unlabeled	PFX:XIR	0	1	0	97
9096	ECI1	ENSG00000167969	0.037770	0	0	unlabeled	PFX:ECI	0	1	0	97
9097	ROCK1	ENSG00000067900	0.037746	1	0	unlabeled	HGNC:682	0	1	0	99
9098	ZBTB20	ENSG00000181722	0.037745	0	0	unlabeled	HGNC:28	0	0	0	98
9099	RGPD8	ENSG00000169629	0.037740	0	0	unlabeled	HGNC:769	0	0	0	98
9100	RAB6B	ENSG00000154917	0.037735	0	0	unlabeled	HGNC:388	0	1	1	97
9101	ZRANB1	ENSG00000019995	0.037732	0	0	unlabeled	HGNC:89	0	0	0	96
9102	CLPTM1	ENSG00000104853	0.037732	0	0	unlabeled	PFX:CLP	0	1	0	99
9103	ITGA11	ENSG00000137809	0.037731	0	0	unlabeled	HGNC:1160	0	0	0	97
9104	GOLGA6L6	ENSG00000277322	0.037728	0	0	unlabeled	HGNC:1856	0	0	0	98
9105	BCL2L2	ENSG00000129473	0.037723	1	0	unlabeled	HGNC:694	0	1	0	96
9106	PGP	ENSG00000184207	0.037722	0	0	unlabeled	PFX:PGP	0	1	1	99
9107	ADAMTS12	ENSG00000151388	0.037717	0	0	unlabeled	HGNC:50	0	0	0	100
9108	METTL2A	ENSG00000087995	0.037712	0	0	unlabeled	HGNC:3361	0	1	0	96
9109	NHLRC2	ENSG00000196865	0.037708	0	0	unlabeled	PFX:NHL	0	1	1	99
9110	POTEB3	ENSG00000278522	0.037707	0	0	unlabeled	HGNC:685	0	0	0	100
9111	CNNM1	ENSG00000119946	0.037705	0	0	unlabeled	HGNC:1801	0	0	0	98
9112	MTA2	ENSG00000149480	0.037696	0	0	unlabeled	HGNC:82	0	1	1	99
9113	SLC44A1	ENSG00000070214	0.037695	0	0	unlabeled	HGNC:471	0	1	0	97
9114	KAT8	ENSG00000103510	0.037683	0	0	unlabeled	HGNC:1481	0	1	0	99
9115	TES	ENSG00000135269	0.037677	0	0	unlabeled	HGNC:1218	0	1	0	97
9116	RNF138	ENSG00000134758	0.037675	0	0	unlabeled	HGNC:58	0	1	1	98
9117	DCLRE1A	ENSG00000198924	0.037667	0	0	unlabeled	HGNC:2035	0	1	1	96
9118	RPS28	ENSG00000233927	0.037663	0	0	unlabeled	HGNC:728	0	0	0	100
9119	PTK7	ENSG00000112655	0.037662	0	0	unlabeled	HGNC:593	0	0	0	99
9120	SIRPA	ENSG00000198053	0.037662	0	0	unlabeled	HGNC:471	0	0	0	98
9121	CDC5L	ENSG00000096401	0.037652	0	0	unlabeled	HGNC:532	0	1	0	97
9122	MDH1	ENSG00000014641	0.037650	0	0	unlabeled	HGNC:3560	0	1	0	99
9123	GOLGA8G	ENSG00000183629	0.037647	0	0	unlabeled	HGNC:1856	0	0	0	98
9124	CCT6A	ENSG00000146731	0.037643	0	0	unlabeled	HGNC:1835	0	1	0	99
9125	MCAM	ENSG00000076706	0.037640	0	0	unlabeled	HGNC:471	0	1	0	96
9126	FLII	ENSG00000177731	0.037637	0	0	unlabeled	HGNC:950	0	1	0	100
9127	SPDYE16	ENSG00000185040	0.037630	0	0	unlabeled	HGNC:756	0	0	0	98
9128	CRTAC1	ENSG00000095713	0.037589	0	0	unlabeled	PFX:CRT	0	0	0	98
9129	HIPK4	ENSG00000160396	0.037582	0	0	unlabeled	HGNC:3446	0	0	0	99
9130	KRTAP9-6	ENSG00000212659	0.037582	0	0	unlabeled	HGNC:619	0	0	0	100
9131	TMEM254	ENSG00000133678	0.037576	0	0	unlabeled	PFX:TME	0	1	1	99
9132	IFI44	ENSG00000137965	0.037576	0	0	unlabeled	HGNC:2055	0	1	0	98
9133	ABCF3	ENSG00000161204	0.037563	0	0	unlabeled	HGNC:810	0	1	0	99
9134	AHNAK	ENSG00000124942	0.037557	0	0	unlabeled	HGNC:1220	0	1	1	97
9135	GOLGA8K	ENSG00000249931	0.037554	0	0	unlabeled	HGNC:1856	0	0	0	100
9136	FOXD4L1	ENSG00000184492	0.037525	0	0	unlabeled	HGNC:508	0	0	1	98
9137	RABIF	ENSG00000183155	0.037517	0	0	unlabeled	PFX:RAB	0	1	1	99
9138	SSH2	ENSG00000141298	0.037501	0	0	unlabeled	HGNC:898	0	0	0	98
9139	RSPH10B	ENSG00000155026	0.037489	0	0	unlabeled	HGNC:2046	0	0	0	98
9140	PRELID3B	ENSG00000101166	0.037481	0	0	unlabeled	HGNC:1295	0	1	0	99
9141	ABHD17A	ENSG00000129968	0.037467	0	0	unlabeled	HGNC:4	0	0	1	98
9142	HTR7	ENSG00000148680	0.037465	0	0	unlabeled	HGNC:170	0	0	0	99
9143	PLPP4	ENSG00000203805	0.037446	0	0	unlabeled	HGNC:1067	0	0	0	100
9144	KIF1A	ENSG00000130294	0.037443	0	0	unlabeled	HGNC:622	0	0	0	98
9145	KIFC3	ENSG00000140859	0.037437	0	0	unlabeled	HGNC:622	0	0	0	99
9146	SRF	ENSG00000112658	0.037433	0	0	unlabeled	HGNC:1086	0	1	1	97
9147	BTBD19	ENSG00000222009	0.037421	0	0	unlabeled	HGNC:861	0	1	0	99
9148	EMC7	ENSG00000134153	0.037420	0	0	unlabeled	HGNC:1911	0	1	1	99
9149	TATDN3	ENSG00000203705	0.037404	0	0	unlabeled	PFX:TAT	0	1	0	100
9150	TRPV2	ENSG00000187688	0.037404	0	0	unlabeled	HGNC:249	0	1	0	99
9151	NDUFB2	ENSG00000090266	0.037400	1	0	unlabeled	HGNC:1150	0	1	1	99
9152	PTDSS2	ENSG00000174915	0.037397	0	0	unlabeled	PFX:PTD	0	1	1	96
9153	PPFIA3	ENSG00000177380	0.037396	0	0	unlabeled	HGNC:760	0	0	0	99
9154	GJA4	ENSG00000187513	0.037366	0	0	unlabeled	HGNC:314	0	0	0	98
9155	CCIN	ENSG00000185972	0.037365	0	0	unlabeled	HGNC:861	0	0	0	100
9156	SRSF1	ENSG00000136450	0.037352	0	0	unlabeled	HGNC:725	0	0	0	95
9157	TIMM17A	ENSG00000134375	0.037348	0	0	unlabeled	HGNC:1552	0	1	0	98
9158	CCT7	ENSG00000135624	0.037340	0	0	unlabeled	HGNC:3670	0	0	0	97
9159	SNX4	ENSG00000114520	0.037339	0	0	unlabeled	HGNC:754	0	1	1	95
9160	IFT56	ENSG00000105948	0.037336	0	0	unlabeled	HGNC:769	0	1	0	99
9161	TBC1D3F	ENSG00000275954	0.037332	0	0	unlabeled	PFX:TBC	0	0	0	98
9162	TOX4	ENSG00000092203	0.037331	0	0	unlabeled	HGNC:2151	0	0	0	96
9163	QTRT1	ENSG00000213339	0.037331	0	0	unlabeled	PFX:QTR	0	1	0	99
9164	VKORC1L1	ENSG00000196715	0.037322	0	0	unlabeled	HGNC:3459	0	1	0	98
9165	KCTD19	ENSG00000168676	0.037319	0	0	unlabeled	HGNC:1815	0	0	0	100
9166	KLHL12	ENSG00000117153	0.037316	0	0	unlabeled	HGNC:617	0	1	0	97
9167	AK5	ENSG00000154027	0.037314	0	0	unlabeled	HGNC:356	0	0	0	98
9168	CDC20	ENSG00000117399	0.037309	0	0	unlabeled	HGNC:362	0	1	0	100
9169	HTR2A	ENSG00000102468	0.037304	1	0	unlabeled	HGNC:170	0	0	0	98
9170	FRA10AC1	ENSG00000148690	0.037295	0	0	unlabeled	HGNC:1510	0	1	1	98
9171	NDUFB5	ENSG00000136521	0.037291	1	0	unlabeled	HGNC:1150	0	1	0	97
9172	BAG4	ENSG00000156735	0.037268	0	0	unlabeled	HGNC:1139	0	1	0	98
9173	ADD2	ENSG00000075340	0.037263	0	0	unlabeled	HGNC:2050	0	1	0	100
9174	ZNHIT1	ENSG00000106400	0.037255	0	0	unlabeled	HGNC:83	0	1	0	95
9175	DYNLL1	ENSG00000088986	0.037234	0	0	unlabeled	HGNC:2028	0	1	1	99
9176	ABCA7	ENSG00000064687	0.037228	0	0	unlabeled	HGNC:805	0	1	0	99
9177	NOMO2	ENSG00000185164	0.037218	0	0	unlabeled	HGNC:3736	0	0	1	98
9178	PKMYT1	ENSG00000127564	0.037178	0	0	unlabeled	HGNC:694	0	1	0	96
9179	USP41P	ENSG00000161133	0.037172	0	0	unlabeled	HGNC:366	0	0	0	98
9180	SUPT5H	ENSG00000196235	0.037168	0	0	unlabeled	PFX:SUP	0	0	0	98
9181	MT1G	ENSG00000125144	0.037162	0	0	unlabeled	HGNC:638	0	1	0	97
9182	RAB39A	ENSG00000179331	0.037160	0	0	unlabeled	HGNC:388	0	1	0	99
9183	EIF4E2	ENSG00000135930	0.037159	0	0	unlabeled	PFX:EIF	0	1	1	98
9184	TBP	ENSG00000112592	0.037149	0	0	unlabeled	HGNC:565	0	1	1	100
9185	TAPT1	ENSG00000169762	0.037146	0	0	unlabeled	PFX:TAP	0	1	0	99
9186	MTMR10	ENSG00000166912	0.037146	0	0	unlabeled	HGNC:903	0	1	1	99
9187	CENPH	ENSG00000153044	0.037145	0	0	unlabeled	HGNC:1576	0	1	0	100
9188	RASAL2	ENSG00000075391	0.037142	0	0	unlabeled	HGNC:682	0	0	0	99
9189	MPZL3	ENSG00000160588	0.037138	0	0	unlabeled	HGNC:590	0	1	0	97
9190	LOXL3	ENSG00000115318	0.037134	0	0	unlabeled	HGNC:1404	0	0	0	98
9191	MUC5B	ENSG00000117983	0.037131	0	0	unlabeled	HGNC:648	0	0	0	99
9192	TMEFF2	ENSG00000144339	0.037129	0	0	unlabeled	PFX:TME	0	0	0	98
9193	CGGBP1	ENSG00000163320	0.037122	0	0	unlabeled	PFX:CGG	0	1	0	96
9194	UCP2	ENSG00000175567	0.037117	0	0	unlabeled	HGNC:2176	0	1	0	98
9195	PABPC1	ENSG00000070756	0.037090	0	0	unlabeled	HGNC:725	0	0	0	97
9196	ASIC1	ENSG00000110881	0.037083	0	0	unlabeled	HGNC:290	0	1	0	98
9197	PAGR1	ENSG00000280789	0.037081	0	0	unlabeled	PFX:PAG	0	1	1	98
9198	TOMM40	ENSG00000130204	0.037066	0	0	unlabeled	HGNC:1229	0	1	0	99
9199	SYNJ1	ENSG00000159082	0.037033	0	0	unlabeled	HGNC:1079	0	1	0	97
9200	DLGAP3	ENSG00000116544	0.037030	0	0	unlabeled	PFX:DLG	0	0	0	96
9201	CPT1A	ENSG00000110090	0.037029	0	0	unlabeled	HGNC:2331	0	1	0	99
9202	LNPK	ENSG00000144320	0.037019	0	0	unlabeled	PFX:LNP	0	1	0	99
9203	ZNF367	ENSG00000165244	0.037000	0	0	unlabeled	HGNC:28	0	1	0	99
9204	RPAP3	ENSG00000005175	0.036971	0	0	unlabeled	HGNC:769	0	1	0	99
9205	CTAGE6	ENSG00000271321	0.036969	0	0	unlabeled	HGNC:907	0	0	0	97
9206	C11orf58	ENSG00000110696	0.036951	0	0	unlabeled	PFX:C11	0	1	1	100
9207	CEP112	ENSG00000154240	0.036948	0	0	unlabeled	PFX:CEP	0	1	0	100
9208	OVGP1	ENSG00000085465	0.036938	0	0	unlabeled	HGNC:648	0	1	0	96
9209	HPGDS	ENSG00000163106	0.036933	0	0	unlabeled	HGNC:567	0	1	0	99
9210	MGA	ENSG00000174197	0.036922	0	0	unlabeled	HGNC:637	0	1	1	99
9211	NRF1	ENSG00000106459	0.036921	0	0	unlabeled	PFX:NRF	0	1	0	99
9212	KLHL11	ENSG00000178502	0.036921	0	0	unlabeled	HGNC:617	0	1	0	99
9213	SOX13	ENSG00000143842	0.036915	0	0	unlabeled	HGNC:757	0	0	0	96
9214	DYNC1H1	ENSG00000197102	0.036911	0	0	unlabeled	HGNC:2028	0	0	0	94
9215	CIAO2A	ENSG00000166797	0.036899	0	0	unlabeled	HGNC:1028	0	1	0	99
9216	DENND2D	ENSG00000162777	0.036899	0	0	unlabeled	HGNC:504	0	1	1	99
9217	ENTPD7	ENSG00000198018	0.036898	0	0	unlabeled	HGNC:1822	0	1	0	98
9218	DNM2	ENSG00000079805	0.036893	0	0	unlabeled	HGNC:682	0	0	0	98
9219	CLEC18C	ENSG00000157335	0.036889	0	0	unlabeled	HGNC:1298	0	0	0	99
9220	SALL2	ENSG00000165821	0.036883	0	0	unlabeled	HGNC:28	0	1	0	99
9221	RFX1	ENSG00000132005	0.036873	0	0	unlabeled	HGNC:1153	0	1	1	98
9222	SERPINC1	ENSG00000117601	0.036862	1	0	unlabeled	HGNC:739	0	0	0	100
9223	C9orf85	ENSG00000155621	0.036861	0	0	unlabeled	PFX:C9O	0	1	0	96
9224	CHIC2	ENSG00000109220	0.036859	0	0	unlabeled	HGNC:3914	0	1	1	99
9225	E2F1	ENSG00000101412	0.036850	0	0	unlabeled	HGNC:982	0	1	1	99
9226	PARD6A	ENSG00000102981	0.036846	0	0	unlabeled	HGNC:1220	0	1	1	97
9227	LTB	ENSG00000227507	0.036843	0	0	unlabeled	HGNC:781	0	1	1	99
9228	CTBP1	ENSG00000159692	0.036837	0	0	unlabeled	PFX:CTB	0	0	1	97
9229	FBXO5	ENSG00000112029	0.036836	0	0	unlabeled	HGNC:560	0	1	0	96
9230	TBC1D3B	ENSG00000274808	0.036835	0	0	unlabeled	PFX:TBC	0	0	0	97
9231	ADIPOR1	ENSG00000159346	0.036829	0	0	unlabeled	HGNC:293	0	1	0	99
9232	STK40	ENSG00000196182	0.036825	0	0	unlabeled	HGNC:3417	0	1	1	95
9233	CNOT6L	ENSG00000138767	0.036822	0	0	unlabeled	HGNC:1023	0	1	1	100
9234	UBA2	ENSG00000126261	0.036814	0	0	unlabeled	HGNC:100	0	1	1	96
9235	PIK3C3	ENSG00000078142	0.036810	0	0	unlabeled	HGNC:831	0	1	1	98
