Target (Gene),Drug Name,maxClinicalStage
ROCK2,NETARSUDIL,APPROVAL
ROCK2,RIPASUDIL,APPROVAL
ROCK2,NETARSUDIL DIMESYLATE,APPROVAL
PSMA3,IXAZOMIB CITRATE,APPROVAL
PSMA3,BORTEZOMIB,APPROVAL
PSMA3,BORTEZOMIB D-MANNITOL,APPROVAL
PSMA3,CARFILZOMIB,APPROVAL
PSMA3,IXAZOMIB,APPROVAL
RRM2,GEMCITABINE HYDROCHLORIDE,APPROVAL
RRM2,GALLIUM NITRATE,APPROVAL
RRM2,MOTEXAFIN GADOLINIUM,APPROVAL
RRM2,GEMCITABINE,APPROVAL
RRM2,CLOFARABINE,APPROVAL
RRM2,FLUDARABINE PHOSPHATE,APPROVAL
RRM2,HYDROXYUREA,APPROVAL
ADRA1B,ALFUZOSIN HYDROCHLORIDE,APPROVAL
ADRA1B,ERGOLOID MESYLATES,APPROVAL
ADRA1B,BUNAZOSIN,APPROVAL
ADRA1B,EPINEPHRINE,APPROVAL
ADRA1B,NAPHAZOLINE HYDROCHLORIDE,APPROVAL
ADRA1B,ALFUZOSIN,APPROVAL
ADRA1B,NOREPINEPHRINE,APPROVAL
ADRA1B,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRA1B,TAMSULOSIN HYDROCHLORIDE,APPROVAL
ADRA1B,TRIMIPRAMINE,APPROVAL
ADRA1B,XYLOMETAZOLINE,APPROVAL
ADRA1B,PRAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1B,PRAZOSIN,APPROVAL
ADRA1B,ALSEROXYLON,APPROVAL
ADRA1B,EPINEPHRINE BITARTRATE,APPROVAL
ADRA1B,ERGOTAMINE,APPROVAL
ADRA1B,EPHEDRINE HYDROCHLORIDE,APPROVAL
ADRA1B,TERAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1B,MEPHENTERMINE,APPROVAL
ADRA1B,PHENTOLAMINE MESYLATE,APPROVAL
ADRA1B,PHENOXYBENZAMINE HYDROCHLORIDE,APPROVAL
ADRA1B,METHOXAMINE,APPROVAL
ADRA1B,CARVEDILOL PHOSPHATE,APPROVAL
ADRA1B,TERAZOSIN,APPROVAL
ADRA1B,MIDODRINE,APPROVAL
ADRA1B,TAMSULOSIN,APPROVAL
ADRA1B,DOXAZOSIN,APPROVAL
ADRA1B,RAUWOLFIA SERPENTINA,APPROVAL
ADRA1B,ERGOTAMINE TARTRATE,APPROVAL
ADRA1B,ISOXSUPRINE,APPROVAL
ADRA1B,OXYMETAZOLINE,APPROVAL
ADRA1B,TETRAHYDROZOLINE,APPROVAL
ADRA1B,NAPHAZOLINE,APPROVAL
ADRA1B,EPHEDRINE SULFATE,APPROVAL
ADRA1B,DROXIDOPA,APPROVAL
ADRA1B,PHENTOLAMINE,APPROVAL
ADRA1B,PHENYLEPHRINE HYDROCHLORIDE,APPROVAL
ADRA1B,NOREPINEPHRINE BITARTRATE,APPROVAL
ADRA1B,PHENYLEPHRINE,APPROVAL
ADRA1B,DIPIVEFRIN,APPROVAL
ADRA1B,TRIMIPRAMINE MALEATE,APPROVAL
ADRA1B,MOXISYLYTE,APPROVAL
ADRA1B,PHENOXYBENZAMINE,APPROVAL
ADRA1B,METARAMINOL,APPROVAL
ADRA1B,PHENYLEPHRINE BITARTRATE,APPROVAL
ADRA1B,LABETALOL,APPROVAL
ADRA1B,OXYMETAZOLINE HYDROCHLORIDE,APPROVAL
ADRA1B,SERTINDOLE,APPROVAL
ADRA1B,DOXAZOSIN MESYLATE,APPROVAL
ADRA1B,EPHEDRINE,APPROVAL
ADRA1B,CARVEDILOL,APPROVAL
ADRA1B,MIDODRINE HYDROCHLORIDE,APPROVAL
ADRA1B,TOLAZOLINE,APPROVAL
ADRA1B,LABETALOL HYDROCHLORIDE,APPROVAL
TUBA4A,VINCRISTINE SULFATE,APPROVAL
TUBA4A,IXABEPILONE,APPROVAL
TUBA4A,CABAZITAXEL,APPROVAL
TUBA4A,PACLITAXEL POLIGLUMEX,APPROVAL
TUBA4A,ENFORTUMAB VEDOTIN,APPROVAL
TUBA4A,GLEMBATUMUMAB VEDOTIN,APPROVAL
TUBA4A,COLCHICINE,APPROVAL
TUBA4A,VINFLUNINE DITARTRATE,APPROVAL
TUBA4A,POLATUZUMAB VEDOTIN,APPROVAL
TUBA4A,ERIBULIN,APPROVAL
TUBA4A,BELANTAMAB MAFODOTIN,APPROVAL
TUBA4A,MIRVETUXIMAB SORAVTANSINE,APPROVAL
TUBA4A,ERIBULIN MESYLATE,APPROVAL
TUBA4A,DOCETAXEL,APPROVAL
TUBA4A,VINORELBINE TARTRATE,APPROVAL
TUBA4A,TISOTUMAB VEDOTIN,APPROVAL
TUBA4A,PACLITAXEL,APPROVAL
TUBA4A,TRASTUZUMAB EMTANSINE,APPROVAL
TUBA4A,BRENTUXIMAB VEDOTIN,APPROVAL
TUBA4A,VINFLUNINE,APPROVAL
TUBA4A,DOCETAXEL ANHYDROUS,APPROVAL
TUBA4A,VINBLASTINE SULFATE,APPROVAL
TUBA4A,VINCRISTINE,APPROVAL
TUBA4A,VINORELBINE,APPROVAL
TUBA4A,VINBLASTINE,APPROVAL
TUBB4A,DOCETAXEL ANHYDROUS,APPROVAL
TUBB4A,VINORELBINE,APPROVAL
TUBB4A,VINFLUNINE,APPROVAL
TUBB4A,CABAZITAXEL,APPROVAL
TUBB4A,PACLITAXEL POLIGLUMEX,APPROVAL
TUBB4A,VINFLUNINE DITARTRATE,APPROVAL
TUBB4A,VINCRISTINE,APPROVAL
TUBB4A,MIRVETUXIMAB SORAVTANSINE,APPROVAL
TUBB4A,VINORELBINE TARTRATE,APPROVAL
TUBB4A,BELANTAMAB MAFODOTIN,APPROVAL
TUBB4A,VINBLASTINE SULFATE,APPROVAL
TUBB4A,PACLITAXEL,APPROVAL
TUBB4A,TISOTUMAB VEDOTIN,APPROVAL
TUBB4A,DOCETAXEL,APPROVAL
TUBB4A,ERIBULIN MESYLATE,APPROVAL
TUBB4A,VINCRISTINE SULFATE,APPROVAL
TUBB4A,IXABEPILONE,APPROVAL
TUBB4A,GLEMBATUMUMAB VEDOTIN,APPROVAL
TUBB4A,ERIBULIN,APPROVAL
TUBB4A,TRASTUZUMAB EMTANSINE,APPROVAL
TUBB4A,BRENTUXIMAB VEDOTIN,APPROVAL
TUBB4A,POLATUZUMAB VEDOTIN,APPROVAL
TUBB4A,VINBLASTINE,APPROVAL
TUBB4A,ENFORTUMAB VEDOTIN,APPROVAL
TUBB4A,COLCHICINE,APPROVAL
TUBA1A,ENFORTUMAB VEDOTIN,APPROVAL
TUBA1A,DOCETAXEL ANHYDROUS,APPROVAL
TUBA1A,VINCRISTINE,APPROVAL
TUBA1A,ERIBULIN,APPROVAL
TUBA1A,VINFLUNINE DITARTRATE,APPROVAL
TUBA1A,CABAZITAXEL,APPROVAL
TUBA1A,TISOTUMAB VEDOTIN,APPROVAL
TUBA1A,DOCETAXEL,APPROVAL
TUBA1A,VINORELBINE,APPROVAL
TUBA1A,VINCRISTINE SULFATE,APPROVAL
TUBA1A,BELANTAMAB MAFODOTIN,APPROVAL
TUBA1A,TRASTUZUMAB EMTANSINE,APPROVAL
TUBA1A,BRENTUXIMAB VEDOTIN,APPROVAL
TUBA1A,VINFLUNINE,APPROVAL
TUBA1A,ERIBULIN MESYLATE,APPROVAL
TUBA1A,PACLITAXEL,APPROVAL
TUBA1A,COLCHICINE,APPROVAL
TUBA1A,PACLITAXEL POLIGLUMEX,APPROVAL
TUBA1A,VINBLASTINE SULFATE,APPROVAL
TUBA1A,IXABEPILONE,APPROVAL
TUBA1A,VINBLASTINE,APPROVAL
TUBA1A,POLATUZUMAB VEDOTIN,APPROVAL
TUBA1A,GLEMBATUMUMAB VEDOTIN,APPROVAL
TUBA1A,VINORELBINE TARTRATE,APPROVAL
TUBA1A,MIRVETUXIMAB SORAVTANSINE,APPROVAL
RBX1,THALIDOMIDE,APPROVAL
RBX1,LENALIDOMIDE,APPROVAL
RBX1,POMALIDOMIDE,APPROVAL
ATP1A1,DIGOXIN,APPROVAL
ATP1A1,DIGITOXIN,APPROVAL
ATP1A1,LANATOSIDE C,APPROVAL
ATP1A1,DESLANOSIDE,APPROVAL
ATP1A1,ACETYLDIGITOXIN,APPROVAL
HCK,DASATINIB ANHYDROUS,APPROVAL
HCK,BOSUTINIB,APPROVAL
TNFSF13B,BELIMUMAB,APPROVAL
PDE4C,DIPYRIDAMOLE,APPROVAL
PDE4C,AMINOPHYLLINE,APPROVAL
PDE4C,DROTAVERINE,APPROVAL
PDE4C,ENSIFENTRINE,APPROVAL
PDE4C,THEOPHYLLINE,APPROVAL
PDE4C,FLAVOXATE,APPROVAL
PDE4C,OXTRIPHYLLINE,APPROVAL
PDE4C,APREMILAST,APPROVAL
PDE4C,IBUDILAST,APPROVAL
PDE4C,ROFLUMILAST,APPROVAL
PDE4C,DYPHYLLINE,APPROVAL
PDE4C,AMLEXANOX,APPROVAL
PDE4C,CRISABOROLE,APPROVAL
PDE4C,FLAVOXATE HYDROCHLORIDE,APPROVAL
PDE4C,PENTOXIFYLLINE,APPROVAL
TUBB2B,TISOTUMAB VEDOTIN,APPROVAL
TUBB2B,BELANTAMAB MAFODOTIN,APPROVAL
TUBB2B,COLCHICINE,APPROVAL
TUBB2B,GLEMBATUMUMAB VEDOTIN,APPROVAL
TUBB2B,TRASTUZUMAB EMTANSINE,APPROVAL
TUBB2B,VINBLASTINE,APPROVAL
TUBB2B,DOCETAXEL,APPROVAL
TUBB2B,VINBLASTINE SULFATE,APPROVAL
TUBB2B,VINFLUNINE DITARTRATE,APPROVAL
TUBB2B,ENFORTUMAB VEDOTIN,APPROVAL
TUBB2B,IXABEPILONE,APPROVAL
TUBB2B,VINORELBINE,APPROVAL
TUBB2B,PACLITAXEL POLIGLUMEX,APPROVAL
TUBB2B,DOCETAXEL ANHYDROUS,APPROVAL
TUBB2B,VINCRISTINE,APPROVAL
TUBB2B,ERIBULIN MESYLATE,APPROVAL
TUBB2B,VINFLUNINE,APPROVAL
TUBB2B,MIRVETUXIMAB SORAVTANSINE,APPROVAL
TUBB2B,POLATUZUMAB VEDOTIN,APPROVAL
TUBB2B,PACLITAXEL,APPROVAL
TUBB2B,CABAZITAXEL,APPROVAL
TUBB2B,BRENTUXIMAB VEDOTIN,APPROVAL
TUBB2B,VINCRISTINE SULFATE,APPROVAL
TUBB2B,ERIBULIN,APPROVAL
TUBB2B,VINORELBINE TARTRATE,APPROVAL
KCNA3,AMIFAMPRIDINE,APPROVAL
KCNA3,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNA3,TEDISAMIL,APPROVAL
KCNA3,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNA3,DALFAMPRIDINE,APPROVAL
PSMB5,BORTEZOMIB,APPROVAL
PSMB5,IXAZOMIB,APPROVAL
PSMB5,CARFILZOMIB,APPROVAL
PSMB5,BORTEZOMIB D-MANNITOL,APPROVAL
PSMB5,IXAZOMIB CITRATE,APPROVAL
TUBB3,PACLITAXEL,APPROVAL
TUBB3,VINFLUNINE DITARTRATE,APPROVAL
TUBB3,DOCETAXEL ANHYDROUS,APPROVAL
TUBB3,COLCHICINE,APPROVAL
TUBB3,PACLITAXEL POLIGLUMEX,APPROVAL
TUBB3,GLEMBATUMUMAB VEDOTIN,APPROVAL
TUBB3,VINFLUNINE,APPROVAL
TUBB3,VINCRISTINE SULFATE,APPROVAL
TUBB3,VINORELBINE TARTRATE,APPROVAL
TUBB3,VINORELBINE,APPROVAL
TUBB3,VINCRISTINE,APPROVAL
TUBB3,ERIBULIN,APPROVAL
TUBB3,BELANTAMAB MAFODOTIN,APPROVAL
TUBB3,ENFORTUMAB VEDOTIN,APPROVAL
TUBB3,VINBLASTINE,APPROVAL
TUBB3,DOCETAXEL,APPROVAL
TUBB3,TISOTUMAB VEDOTIN,APPROVAL
TUBB3,TRASTUZUMAB EMTANSINE,APPROVAL
TUBB3,POLATUZUMAB VEDOTIN,APPROVAL
TUBB3,IXABEPILONE,APPROVAL
TUBB3,MIRVETUXIMAB SORAVTANSINE,APPROVAL
TUBB3,VINBLASTINE SULFATE,APPROVAL
TUBB3,ERIBULIN MESYLATE,APPROVAL
TUBB3,BRENTUXIMAB VEDOTIN,APPROVAL
TUBB3,CABAZITAXEL,APPROVAL
PSMB11,BORTEZOMIB,APPROVAL
PSMB11,BORTEZOMIB D-MANNITOL,APPROVAL
PSMB11,IXAZOMIB CITRATE,APPROVAL
PSMB11,IXAZOMIB,APPROVAL
PSMB11,CARFILZOMIB,APPROVAL
KCNA5,DALFAMPRIDINE,APPROVAL
KCNA5,TEDISAMIL,APPROVAL
KCNA5,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNA5,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNA5,VERNAKALANT,APPROVAL
KCNA5,AMIFAMPRIDINE,APPROVAL
KCNA5,VERNAKALANT HYDROCHLORIDE,APPROVAL
PSMA7,IXAZOMIB CITRATE,APPROVAL
PSMA7,IXAZOMIB,APPROVAL
PSMA7,BORTEZOMIB,APPROVAL
PSMA7,CARFILZOMIB,APPROVAL
PSMA7,BORTEZOMIB D-MANNITOL,APPROVAL
ADRA1D,EPHEDRINE,APPROVAL
ADRA1D,LABETALOL,APPROVAL
ADRA1D,NAFTOPIDIL,APPROVAL
ADRA1D,XYLOMETAZOLINE,APPROVAL
ADRA1D,OXYMETAZOLINE,APPROVAL
ADRA1D,TETRAHYDROZOLINE,APPROVAL
ADRA1D,METHOXAMINE,APPROVAL
ADRA1D,EPHEDRINE SULFATE,APPROVAL
ADRA1D,MEPHENTERMINE,APPROVAL
ADRA1D,MIDODRINE,APPROVAL
ADRA1D,ALFUZOSIN HYDROCHLORIDE,APPROVAL
ADRA1D,MOXISYLYTE,APPROVAL
ADRA1D,PHENOXYBENZAMINE HYDROCHLORIDE,APPROVAL
ADRA1D,ERGOTAMINE TARTRATE,APPROVAL
ADRA1D,MIDODRINE HYDROCHLORIDE,APPROVAL
ADRA1D,OXYMETAZOLINE HYDROCHLORIDE,APPROVAL
ADRA1D,RAUWOLFIA SERPENTINA,APPROVAL
ADRA1D,TAMSULOSIN,APPROVAL
ADRA1D,TOLAZOLINE,APPROVAL
ADRA1D,LABETALOL HYDROCHLORIDE,APPROVAL
ADRA1D,TERAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1D,SERTINDOLE,APPROVAL
ADRA1D,TERAZOSIN,APPROVAL
ADRA1D,CARVEDILOL PHOSPHATE,APPROVAL
ADRA1D,NAPHAZOLINE,APPROVAL
ADRA1D,PHENOXYBENZAMINE,APPROVAL
ADRA1D,DOXAZOSIN MESYLATE,APPROVAL
ADRA1D,EPHEDRINE HYDROCHLORIDE,APPROVAL
ADRA1D,NAPHAZOLINE HYDROCHLORIDE,APPROVAL
ADRA1D,ISOXSUPRINE,APPROVAL
ADRA1D,EPINEPHRINE,APPROVAL
ADRA1D,PHENTOLAMINE,APPROVAL
ADRA1D,NOREPINEPHRINE,APPROVAL
ADRA1D,ALFUZOSIN,APPROVAL
ADRA1D,ERGOTAMINE,APPROVAL
ADRA1D,ERGOLOID MESYLATES,APPROVAL
ADRA1D,PRAZOSIN,APPROVAL
ADRA1D,DIPIVEFRIN,APPROVAL
ADRA1D,PHENYLEPHRINE HYDROCHLORIDE,APPROVAL
ADRA1D,PHENTOLAMINE MESYLATE,APPROVAL
ADRA1D,TRIMIPRAMINE,APPROVAL
ADRA1D,METARAMINOL,APPROVAL
ADRA1D,NOREPINEPHRINE BITARTRATE,APPROVAL
ADRA1D,TRIMIPRAMINE MALEATE,APPROVAL
ADRA1D,PHENYLEPHRINE BITARTRATE,APPROVAL
ADRA1D,TAMSULOSIN HYDROCHLORIDE,APPROVAL
ADRA1D,DOXAZOSIN,APPROVAL
ADRA1D,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRA1D,CARVEDILOL,APPROVAL
ADRA1D,BUNAZOSIN,APPROVAL
ADRA1D,EPINEPHRINE BITARTRATE,APPROVAL
ADRA1D,ALSEROXYLON,APPROVAL
ADRA1D,DROXIDOPA,APPROVAL
ADRA1D,PRAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1D,PHENYLEPHRINE,APPROVAL
TPO,METHIMAZOLE,APPROVAL
TPO,PROPYLTHIOURACIL,APPROVAL
TPO,CARBIMAZOLE,APPROVAL
SEM1,BORTEZOMIB,APPROVAL
SEM1,CARFILZOMIB,APPROVAL
SEM1,IXAZOMIB CITRATE,APPROVAL
SEM1,IXAZOMIB,APPROVAL
SEM1,BORTEZOMIB D-MANNITOL,APPROVAL
GABBR1,SODIUM OXYBATE,APPROVAL
GABBR1,BACLOFEN,APPROVAL
SLC6A2,TAPENTADOL,APPROVAL
SLC6A2,AMITRIPTYLINE,APPROVAL
SLC6A2,BENZPHETAMINE HYDROCHLORIDE,APPROVAL
SLC6A2,NORTRIPTYLINE,APPROVAL
SLC6A2,LEVOMILNACIPRAN HYDROCHLORIDE,APPROVAL
SLC6A2,AMOXAPINE,APPROVAL
SLC6A2,VENLAFAXINE HYDROCHLORIDE,APPROVAL
SLC6A2,BUPROPION HYDROBROMIDE,APPROVAL
SLC6A2,NEFAZODONE,APPROVAL
SLC6A2,MAPROTILINE,APPROVAL
SLC6A2,DESIPRAMINE,APPROVAL
SLC6A2,PSEUDOEPHEDRINE HYDROCHLORIDE,APPROVAL
SLC6A2,GUANADREL SULFATE,APPROVAL
SLC6A2,ORPHENADRINE CITRATE,APPROVAL
SLC6A2,ATOMOXETINE HYDROCHLORIDE,APPROVAL
SLC6A2,BUPROPION,APPROVAL
SLC6A2,PHENTERMINE,APPROVAL
SLC6A2,DOXEPIN,APPROVAL
SLC6A2,LISDEXAMFETAMINE DIMESYLATE,APPROVAL
SLC6A2,AMPHETAMINE SULFATE,APPROVAL
SLC6A2,NORTRIPTYLINE HYDROCHLORIDE,APPROVAL
SLC6A2,NEFAZODONE HYDROCHLORIDE,APPROVAL
SLC6A2,BETHANIDINE,APPROVAL
SLC6A2,METHYLPHENIDATE HYDROCHLORIDE,APPROVAL
SLC6A2,DESVENLAFAXINE,APPROVAL
SLC6A2,PHENYLPROPANOLAMINE,APPROVAL
SLC6A2,IOBENGUANE I 131,APPROVAL
SLC6A2,MAPROTILINE HYDROCHLORIDE,APPROVAL
SLC6A2,VILOXAZINE,APPROVAL
SLC6A2,AMPHETAMINE,APPROVAL
SLC6A2,DEXMETHYLPHENIDATE,APPROVAL
SLC6A2,VILOXAZINE HYDROCHLORIDE,APPROVAL
SLC6A2,PHENDIMETRAZINE,APPROVAL
SLC6A2,MILNACIPRAN HYDROCHLORIDE,APPROVAL
SLC6A2,DEXMETHYLPHENIDATE HYDROCHLORIDE,APPROVAL
SLC6A2,TRIMIPRAMINE MALEATE,APPROVAL
SLC6A2,METHAMPHETAMINE,APPROVAL
SLC6A2,DULOXETINE HYDROCHLORIDE,APPROVAL
SLC6A2,IMIPRAMINE,APPROVAL
SLC6A2,SIBUTRAMINE,APPROVAL
SLC6A2,DULOXETINE,APPROVAL
SLC6A2,TAPENTADOL HYDROCHLORIDE,APPROVAL
SLC6A2,PHENDIMETRAZINE TARTRATE,APPROVAL
SLC6A2,METHAMPHETAMINE HYDROCHLORIDE,APPROVAL
SLC6A2,TRIMIPRAMINE,APPROVAL
SLC6A2,DOXEPIN HYDROCHLORIDE,APPROVAL
SLC6A2,BUPROPION HYDROCHLORIDE,APPROVAL
SLC6A2,BRETYLIUM TOSYLATE,APPROVAL
SLC6A2,ATOMOXETINE,APPROVAL
SLC6A2,SERDEXMETHYLPHENIDATE CHLORIDE,APPROVAL
SLC6A2,MILNACIPRAN,APPROVAL
SLC6A2,DESIPRAMINE HYDROCHLORIDE,APPROVAL
SLC6A2,IMIPRAMINE PAMOATE,APPROVAL
SLC6A2,ORPHENADRINE,APPROVAL
SLC6A2,PROTRIPTYLINE,APPROVAL
SLC6A2,DEXTROAMPHETAMINE SULFATE,APPROVAL
SLC6A2,DASOTRALINE,APPROVAL
SLC6A2,PHENMETRAZINE,APPROVAL
SLC6A2,GUANETHIDINE,APPROVAL
SLC6A2,PSEUDOEPHEDRINE SULFATE,APPROVAL
SLC6A2,IMIPRAMINE HYDROCHLORIDE,APPROVAL
SLC6A2,VENLAFAXINE,APPROVAL
SLC6A2,METHYLPHENIDATE,APPROVAL
SLC6A2,DESVENLAFAXINE FUMARATE,APPROVAL
SLC6A2,DOTHIEPIN,APPROVAL
SLC6A2,ORPHENADRINE HYDROCHLORIDE,APPROVAL
SLC6A2,DESVENLAFAXINE SUCCINATE,APPROVAL
SLC6A2,BENZPHETAMINE,APPROVAL
SLC6A2,LEVOMILNACIPRAN,APPROVAL
SLC6A2,REBOXETINE,APPROVAL
SLC6A2,PSEUDOEPHEDRINE,APPROVAL
SLC6A2,LISDEXAMFETAMINE,APPROVAL
SLC6A2,DIETHYLPROPION,APPROVAL
SLC6A2,BRETYLIUM,APPROVAL
SLC6A2,DEXTROAMPHETAMINE SACCHARATE,APPROVAL
SLC6A2,DIBENZEPIN,APPROVAL
SLC6A2,DIETHYLPROPION HYDROCHLORIDE,APPROVAL
SLC6A2,AMITRIPTYLINE HYDROCHLORIDE,APPROVAL
SLC6A2,NOMIFENSINE,APPROVAL
SLC6A2,PROTRIPTYLINE HYDROCHLORIDE,APPROVAL
SLC6A2,MAZINDOL,APPROVAL
SLC6A2,DEBRISOQUIN,APPROVAL
SLC6A2,PHENTERMINE HYDROCHLORIDE,APPROVAL
SLC6A2,DEXTROAMPHETAMINE,APPROVAL
PSMD11,IXAZOMIB CITRATE,APPROVAL
PSMD11,BORTEZOMIB D-MANNITOL,APPROVAL
PSMD11,BORTEZOMIB,APPROVAL
PSMD11,IXAZOMIB,APPROVAL
PSMD11,CARFILZOMIB,APPROVAL
POLE2,GEMCITABINE HYDROCHLORIDE,APPROVAL
POLE2,CYTARABINE,APPROVAL
POLE2,FLUDARABINE PHOSPHATE,APPROVAL
POLE2,CLOFARABINE,APPROVAL
POLE2,GEMCITABINE,APPROVAL
PSMA5,CARFILZOMIB,APPROVAL
PSMA5,IXAZOMIB,APPROVAL
PSMA5,IXAZOMIB CITRATE,APPROVAL
PSMA5,BORTEZOMIB D-MANNITOL,APPROVAL
PSMA5,BORTEZOMIB,APPROVAL
PRKCA,MIDOSTAURIN,APPROVAL
NTRK1,ENTRECTINIB,APPROVAL
NTRK1,CENEGERMIN,APPROVAL
NTRK1,LAROTRECTINIB,APPROVAL
NTRK1,LAROTRECTINIB SULFATE,APPROVAL
NTRK1,REGORAFENIB,APPROVAL
NTRK1,LESTAURTINIB,APPROVAL
NTRK1,REPOTRECTINIB,APPROVAL
PSMA4,BORTEZOMIB,APPROVAL
PSMA4,BORTEZOMIB D-MANNITOL,APPROVAL
PSMA4,IXAZOMIB CITRATE,APPROVAL
PSMA4,CARFILZOMIB,APPROVAL
PSMA4,IXAZOMIB,APPROVAL
NDUFAB1,METFORMIN,APPROVAL
NDUFAB1,METFORMIN HYDROCHLORIDE,APPROVAL
PPAT,MERCAPTOPURINE,APPROVAL
PPAT,AZATHIOPRINE,APPROVAL
PPAT,AZATHIOPRINE SODIUM,APPROVAL
AR,OXANDROLONE,APPROVAL
AR,TESTOSTERONE UNDECANOATE,APPROVAL
AR,BICALUTAMIDE,APPROVAL
AR,TESTOSTERONE CYPIONATE,APPROVAL
AR,STANOZOLOL,APPROVAL
AR,OXYMETHOLONE,APPROVAL
AR,TESTOSTERONE ENANTHATE,APPROVAL
AR,CLASCOTERONE,APPROVAL
AR,NILUTAMIDE,APPROVAL
AR,METHYLTESTOSTERONE,APPROVAL
AR,DANAZOL,APPROVAL
AR,FLUOXYMESTERONE,APPROVAL
AR,DAROLUTAMIDE,APPROVAL
AR,TESTOSTERONE,APPROVAL
AR,FLUTAMIDE,APPROVAL
AR,ABIRATERONE,APPROVAL
AR,ETHYLESTRENOL,APPROVAL
AR,APALUTAMIDE,APPROVAL
AR,ENZALUTAMIDE,APPROVAL
COL3A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,APPROVAL
COL3A1,OCRIPLASMIN,APPROVAL
PSMA8,CARFILZOMIB,APPROVAL
PSMA8,IXAZOMIB CITRATE,APPROVAL
PSMA8,IXAZOMIB,APPROVAL
PSMA8,BORTEZOMIB,APPROVAL
PSMA8,BORTEZOMIB D-MANNITOL,APPROVAL
CUL4A,POMALIDOMIDE,APPROVAL
CUL4A,LENALIDOMIDE,APPROVAL
CUL4A,THALIDOMIDE,APPROVAL
PSMC1,BORTEZOMIB D-MANNITOL,APPROVAL
PSMC1,BORTEZOMIB,APPROVAL
PSMC1,IXAZOMIB,APPROVAL
PSMC1,CARFILZOMIB,APPROVAL
PSMC1,IXAZOMIB CITRATE,APPROVAL
PSMC2,IXAZOMIB,APPROVAL
PSMC2,CARFILZOMIB,APPROVAL
PSMC2,BORTEZOMIB,APPROVAL
PSMC2,BORTEZOMIB D-MANNITOL,APPROVAL
PSMC2,IXAZOMIB CITRATE,APPROVAL
POLD4,GEMCITABINE,APPROVAL
POLD4,CYTARABINE,APPROVAL
POLD4,GEMCITABINE HYDROCHLORIDE,APPROVAL
POLD4,FLUDARABINE PHOSPHATE,APPROVAL
POLD4,CLOFARABINE,APPROVAL
FDPS,PAMIDRONATE DISODIUM,APPROVAL
FDPS,RISEDRONIC ACID,APPROVAL
FDPS,RISEDRONATE SODIUM,APPROVAL
FDPS,PAMIDRONIC ACID,APPROVAL
FDPS,IBANDRONATE SODIUM,APPROVAL
FDPS,ZOLEDRONIC ACID ANHYDROUS,APPROVAL
FDPS,ZOLEDRONIC ACID,APPROVAL
FDPS,ALENDRONATE SODIUM,APPROVAL
FDPS,ALENDRONIC ACID,APPROVAL
FDPS,IBANDRONIC ACID,APPROVAL
FDPS,MINODRONIC ACID,APPROVAL
NDUFS2,METFORMIN HYDROCHLORIDE,APPROVAL
NDUFS2,METFORMIN,APPROVAL
KCNB1,DALFAMPRIDINE,APPROVAL
KCNB1,AMIFAMPRIDINE,APPROVAL
KCNB1,TEDISAMIL,APPROVAL
KCNB1,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNB1,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNA10,AMIFAMPRIDINE,APPROVAL
KCNA10,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNA10,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNA10,DALFAMPRIDINE,APPROVAL
KCNA10,TEDISAMIL,APPROVAL
PSMD6,BORTEZOMIB,APPROVAL
PSMD6,BORTEZOMIB D-MANNITOL,APPROVAL
PSMD6,IXAZOMIB,APPROVAL
PSMD6,CARFILZOMIB,APPROVAL
PSMD6,IXAZOMIB CITRATE,APPROVAL
PSMD4,CARFILZOMIB,APPROVAL
PSMD4,IXAZOMIB CITRATE,APPROVAL
PSMD4,BORTEZOMIB D-MANNITOL,APPROVAL
PSMD4,BORTEZOMIB,APPROVAL
PSMD4,IXAZOMIB,APPROVAL
FGR,DASATINIB ANHYDROUS,APPROVAL
KCNQ4,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNQ4,EZOGABINE,APPROVAL
KCNQ4,AMIFAMPRIDINE,APPROVAL
KCNQ4,TEDISAMIL,APPROVAL
KCNQ4,DALFAMPRIDINE,APPROVAL
KCNQ4,GUANIDINE HYDROCHLORIDE,APPROVAL
ATP4A,ESOMEPRAZOLE STRONTIUM,APPROVAL
ATP4A,OMEPRAZOLE,APPROVAL
ATP4A,TEGOPRAZAN,APPROVAL
ATP4A,VONOPRAZAN FUMARATE,APPROVAL
ATP4A,ABEPRAZAN,APPROVAL
ATP4A,ESOMEPRAZOLE MAGNESIUM,APPROVAL
